"model","strain","parameter","value","parameter_label"
"Mechanistic","non-SGTF","kappa",0.84208190089389,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.37597783509241,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.66094048638786,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",5.80262267098332,"lambda[I]"
"Mechanistic","non-SGTF","r",0.135568260226554,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",1.01881409608884,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.81843,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.680143142015945,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.28448346560212,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.823457779713958,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",4.18237806567918,"lambda[I]"
"Mechanistic","non-SGTF","r",0.566410612511149,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",1.09618010017155,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.49379,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.418214843012618,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.8945572442046,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.803239783517112,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.28159636288667,"lambda[I]"
"Mechanistic","non-SGTF","r",0.501388013302815,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",1.03439705354113,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.09533,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.561029382280165,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.86055131114702,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.469922261040476,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",1.70173956261058,"lambda[I]"
"Mechanistic","non-SGTF","r",0.146166338645357,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",1.12476148517429,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.70069,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.859872634604036,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.42473327585391,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.666883440641022,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.38715386191336,"lambda[I]"
"Mechanistic","non-SGTF","r",0.328716369112716,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.609332002329082,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.03075,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.64059995310097,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.10596173802005,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.881453526027754,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.92634905319205,"lambda[I]"
"Mechanistic","non-SGTF","r",0.299162013849786,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",1.22639994042705,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.82381,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.627090757512846,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.54922759166242,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.379069770429251,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",4.11015195564053,"lambda[I]"
"Mechanistic","non-SGTF","r",0.201844031723488,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.671801747894164,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.31921,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",2.93729767352421,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.38188939457462,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.867160671894751,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",6.98119426307179,"lambda[I]"
"Mechanistic","non-SGTF","r",0.128237662293418,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.72845603878967,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.28884,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.4945183783653,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.41571602069862,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.740499737325654,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.2533004365839,"lambda[I]"
"Mechanistic","non-SGTF","r",0.292751837452403,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",1.13533527069914,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.15296,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.736333601528168,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.43998056863057,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.828174829620982,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.38906004028142,"lambda[I]"
"Mechanistic","non-SGTF","r",0.3264135967664,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",1.08548316366061,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.13003,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.690727423328585,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.45483489664851,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.422454724024231,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",4.48702545485081,"lambda[I]"
"Mechanistic","non-SGTF","r",0.179354676612911,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.709582152355863,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.25253,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.79137234626603,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.46036231821348,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.660481608646604,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",1.69909031667051,"lambda[I]"
"Mechanistic","non-SGTF","r",0.182334931533625,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.90496718102549,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.39021,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.2451985560852,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.4757323859477,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.250511613062713,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",1.49383105800705,"lambda[I]"
"Mechanistic","non-SGTF","r",0.172435849264513,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.82106664288854,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.94681,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.42238067572135,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.46112064426346,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.68282680261629,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.72061880544165,"lambda[I]"
"Mechanistic","non-SGTF","r",0.196760111573773,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.844920279383908,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.2118,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.05826026463148,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.15540543016164,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.34306860549456,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.26046557630814,"lambda[I]"
"Mechanistic","non-SGTF","r",0.241948593244562,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.847808071148339,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.26163,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.0293649925166,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.07267487081975,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.13109704720487,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.02424054361502,"lambda[I]"
"Mechanistic","non-SGTF","r",0.214076896299709,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.718761993788296,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.94636,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.957871062846403,"kappa"
"Mechanistic","non-SGTF","sigma_z",2.78058128174976,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.11426946294797,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.58902292601135,"lambda[I]"
"Mechanistic","non-SGTF","r",0.26088123853102,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.79495799675025,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.82297,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.930760486102,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.70569194094342,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.16964232857428,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.82626832289339,"lambda[I]"
"Mechanistic","non-SGTF","r",0.247912355629271,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.765204622905518,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.96884,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.78941587953544,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.77341338881908,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.607063427482687,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.63730087942601,"lambda[I]"
"Mechanistic","non-SGTF","r",0.180820581820553,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.918761602466375,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.93784,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.80209598197775,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.23244567610466,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.601077741040182,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.52929346274273,"lambda[I]"
"Mechanistic","non-SGTF","r",0.188049509954711,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.8688333015706,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.65599,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.810983962525485,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.05252441789483,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.784569593578366,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.53194955371652,"lambda[I]"
"Mechanistic","non-SGTF","r",0.199071743326588,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.794998540641945,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.07669,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.27694818415791,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.10941219486898,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.58086901212565,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",1.87828100590518,"lambda[I]"
"Mechanistic","non-SGTF","r",0.278226430114299,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.783796389211493,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.01239,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.03668383657664,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.92403319049734,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.558360202873208,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",5.88678495154636,"lambda[I]"
"Mechanistic","non-SGTF","r",0.16057887887058,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.803351441607079,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.78449,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.02976477255547,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.07646422022396,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.915269794309129,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",4.31678106210483,"lambda[I]"
"Mechanistic","non-SGTF","r",0.303649865373326,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.947232598309119,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.98823,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.772765994521776,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.97860000548752,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.7082203534678,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.20906622761554,"lambda[I]"
"Mechanistic","non-SGTF","r",0.158346438114763,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.707610838177451,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.07757,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.30983346083778,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.95784624584656,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.712218167127915,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.2224437490749,"lambda[I]"
"Mechanistic","non-SGTF","r",0.15354831588747,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.714547359781452,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.06186,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.58272018057117,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.9286662826489,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.693536090143142,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.39726263501295,"lambda[I]"
"Mechanistic","non-SGTF","r",0.177742394293333,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.773365893664288,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.29626,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.25102973476592,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.0597037379384,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.04547089380377,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",4.73068494174456,"lambda[I]"
"Mechanistic","non-SGTF","r",0.301064726242494,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.950883810529712,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.46782,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.557757499372578,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.39964155138105,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.42990784766068,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",4.94852721507005,"lambda[I]"
"Mechanistic","non-SGTF","r",0.212568710362363,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.982587382757689,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.27176,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.513141317006079,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.35378647974977,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.05134941899019,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",5.83293322553105,"lambda[I]"
"Mechanistic","non-SGTF","r",0.293910494050627,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.824921540165264,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.96569,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.78950272005833,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.25268266883651,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.40491106240111,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.98365603739518,"lambda[I]"
"Mechanistic","non-SGTF","r",0.245698525670518,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.853294959946894,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.89163,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.75478374592516,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.28238458297221,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.47673268195126,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.55498200017332,"lambda[I]"
"Mechanistic","non-SGTF","r",0.347611431219357,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.868597879646986,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.99842,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.813502727119368,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.32762979203109,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.459181831641565,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.62139749614895,"lambda[I]"
"Mechanistic","non-SGTF","r",0.192220909123363,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.948489272152972,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.4672,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.680052688993316,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.40032154768869,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.459348544903077,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.7227773902779,"lambda[I]"
"Mechanistic","non-SGTF","r",0.193582790526375,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.930813261717737,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.74207,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.73724648427454,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.65516048287075,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.273618630943065,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.18982580594391,"lambda[I]"
"Mechanistic","non-SGTF","r",0.154727464998803,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.901922213899628,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.8886,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.16962595369631,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.72553326509463,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",2.13412344932558,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",5.37242828010446,"lambda[I]"
"Mechanistic","non-SGTF","r",0.271644785995757,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.800470179165035,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.93074,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.740392372647869,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.94989896458572,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",2.1367842244621,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.0047392451365,"lambda[I]"
"Mechanistic","non-SGTF","r",0.290018663841028,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.69699990815047,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.78246,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.954193593427412,"kappa"
"Mechanistic","non-SGTF","sigma_z",2.28130808513158,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.78916673447127,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",4.38969610360677,"lambda[I]"
"Mechanistic","non-SGTF","r",0.4891700986466,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.675279904992616,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.79297,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.8354673584436,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.73713770910623,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.13828984487369,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.67965868780348,"lambda[I]"
"Mechanistic","non-SGTF","r",0.421787350803092,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.741844964773518,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.05221,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.834080799017612,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.02131916781957,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.522331413915544,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",4.05013413369145,"lambda[I]"
"Mechanistic","non-SGTF","r",0.0743122105185339,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.857662168532848,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.97057,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.34157862643382,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.94027295961398,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.836171954372225,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",7.46727395392141,"lambda[I]"
"Mechanistic","non-SGTF","r",0.198970242622371,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.685302453645906,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.92796,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.99128480937897,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.79600804469033,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.90580321365731,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",8.48042019607399,"lambda[I]"
"Mechanistic","non-SGTF","r",0.177777946327277,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.626051902485689,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.6958,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.985331249929152,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.79923602322484,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.927566211487466,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.00335500861196,"lambda[I]"
"Mechanistic","non-SGTF","r",0.188309197421588,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.996741131676283,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.12684,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.782746022681723,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.19016452804651,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.590764392567429,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.27848032669347,"lambda[I]"
"Mechanistic","non-SGTF","r",0.217605823924411,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",1.01958603818278,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.84677,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.732000559995458,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.80026195544573,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.56758936019669,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",4.5290853064474,"lambda[I]"
"Mechanistic","non-SGTF","r",0.197503297219113,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.799262381311367,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.852,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.854212745250052,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.41828854369654,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.900899112906497,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",4.21285261921207,"lambda[I]"
"Mechanistic","non-SGTF","r",0.237124490354178,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.743669175220471,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.98498,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.09679764268762,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.72948442409994,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",1.50652549081601,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",3.22576457606876,"lambda[I]"
"Mechanistic","non-SGTF","r",0.422849058210038,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.717086359520661,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",3.08563,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.02127770975601,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.0278792630883,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.822843709287039,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.84257405763326,"lambda[I]"
"Mechanistic","non-SGTF","r",0.267172703526174,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.882529555574068,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.99236,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.788582696364791,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.62545573353335,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.328282749757223,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.53978136359303,"lambda[I]"
"Mechanistic","non-SGTF","r",0.300875115198711,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",1.05612441966911,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.44141,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.62850141472482,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.22470738321495,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.405603174524037,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.28700248130339,"lambda[I]"
"Mechanistic","non-SGTF","r",0.418734169808423,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.86946517303829,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.64972,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.717766479715523,"kappa"
"Mechanistic","non-SGTF","sigma_z",4.02200285018946,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.313041346412972,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",1.8148666609921,"lambda[I]"
"Mechanistic","non-SGTF","r",0.414836007292323,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.651698661177441,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.24199,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.96827881611742,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.78410727341896,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.350571709998573,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.09866619982463,"lambda[I]"
"Mechanistic","non-SGTF","r",0.285035940399315,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.871331306149135,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.94573,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",0.949296590210123,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.64570586623387,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.743341289418332,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.32938666728302,"lambda[I]"
"Mechanistic","non-SGTF","r",0.258608485489052,"replication~rate~italic(r)"
"Mechanistic","non-SGTF","d",0.684308800855101,"clearance~rate~italic(d)"
"Mechanistic","non-SGTF","m",2.80606,"peak~timing~italic(m)"
"Mechanistic","non-SGTF","kappa",1.118515097673,"kappa"
"Mechanistic","non-SGTF","sigma_z",3.37396968770254,"sigma[z]"
"Mechanistic","non-SGTF","lambda1",0.872287681067715,"lambda[1]"
"Mechanistic","non-SGTF","lambda_I",2.74865032419709,"lambda[I]"
