"model","strain","parameter","value","parameter_label"
"Mechanistic","SGTF","lambda1",0.186115096175902,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.975254223422281,"lambda[I]"
"Mechanistic","SGTF","r",0.493746031632058,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.712987065276198,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.98713,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",14.2889998501536,"kappa"
"Mechanistic","SGTF","sigma_z",4.19305673926898,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.127668272528052,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.938551640464498,"lambda[I]"
"Mechanistic","SGTF","r",0.491409247692047,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.70423441668733,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.99002,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",13.7262492048413,"kappa"
"Mechanistic","SGTF","sigma_z",4.01806321813128,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.10821232604208,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.08067613913475,"lambda[I]"
"Mechanistic","SGTF","r",0.543420422437062,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.683317955443528,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.01096,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",15.7348815077711,"kappa"
"Mechanistic","SGTF","sigma_z",4.17118429881061,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.149686825117002,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.06772359407948,"lambda[I]"
"Mechanistic","SGTF","r",0.0825113020895182,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.837006870536556,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.5304,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.74230334618319,"kappa"
"Mechanistic","SGTF","sigma_z",4.09525915083569,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.128170996043753,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.944748050748972,"lambda[I]"
"Mechanistic","SGTF","r",0.561666512131847,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.853894183311569,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.01144,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.39175285576053,"kappa"
"Mechanistic","SGTF","sigma_z",4.34167405197246,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.139540555436035,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.298713607218061,"lambda[I]"
"Mechanistic","SGTF","r",0.289749071863356,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.896078731401313,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.76925,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.73015579171755,"kappa"
"Mechanistic","SGTF","sigma_z",1.6257886156512,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.90330682430041,"lambda[1]"
"Mechanistic","SGTF","lambda_I",3.00125339575625,"lambda[I]"
"Mechanistic","SGTF","r",0.2374163329237,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.696306738151123,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.37597,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.32693014359349,"kappa"
"Mechanistic","SGTF","sigma_z",4.43864877423913,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.442164630083726,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.362051069912663,"lambda[I]"
"Mechanistic","SGTF","r",0.364568797677737,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.80777558530287,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.45948,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.53016871413278,"kappa"
"Mechanistic","SGTF","sigma_z",0.414433397028159,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.286479012588782,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.463860230270226,"lambda[I]"
"Mechanistic","SGTF","r",0.488312846323641,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.792278743677112,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.4162,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.85234082708513,"kappa"
"Mechanistic","SGTF","sigma_z",0.383617237826483,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.110264858804432,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.463368798930764,"lambda[I]"
"Mechanistic","SGTF","r",0.581970220549802,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.756065701373544,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.15582,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.07687425206195,"kappa"
"Mechanistic","SGTF","sigma_z",0.390013470777432,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.196620461476207,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.537299291434674,"lambda[I]"
"Mechanistic","SGTF","r",0.179017806577931,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.723748009758944,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.78347,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",15.8647552837046,"kappa"
"Mechanistic","SGTF","sigma_z",0.811620834875761,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.206212105821078,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.809518218702283,"lambda[I]"
"Mechanistic","SGTF","r",0.241576279166388,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.704556325366287,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.8274,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",16.1435404899996,"kappa"
"Mechanistic","SGTF","sigma_z",1.76305129802436,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0429752891244484,"lambda[1]"
"Mechanistic","SGTF","lambda_I",2.31917147720358,"lambda[I]"
"Mechanistic","SGTF","r",0.145867004573387,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.687740288472861,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.00584,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",17.7000948796921,"kappa"
"Mechanistic","SGTF","sigma_z",3.57880877275431,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0874096142071786,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.441911342324561,"lambda[I]"
"Mechanistic","SGTF","r",0.385147076793138,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.728209862254737,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.89721,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",11.7017686845688,"kappa"
"Mechanistic","SGTF","sigma_z",3.87234396730489,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0528562137635509,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.44063501640818,"lambda[I]"
"Mechanistic","SGTF","r",0.41959387491692,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.710101046541954,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.89423,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",12.8023660308016,"kappa"
"Mechanistic","SGTF","sigma_z",3.81831795602969,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0446312943039845,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.2047041281638,"lambda[I]"
"Mechanistic","SGTF","r",0.132729772944827,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.702351702291423,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.54517,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.96845020463582,"kappa"
"Mechanistic","SGTF","sigma_z",4.3927260391258,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.131657687668143,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.674880257596162,"lambda[I]"
"Mechanistic","SGTF","r",0.174446007120591,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.785246184136666,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.17094,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",8.41335227172673,"kappa"
"Mechanistic","SGTF","sigma_z",3.17250025187619,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.400185935951497,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.939499398841028,"lambda[I]"
"Mechanistic","SGTF","r",0.198128394772295,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.741796004621546,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.04686,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",4.9371093099609,"kappa"
"Mechanistic","SGTF","sigma_z",2.21324773471982,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0803912451415947,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.25849429196886,"lambda[I]"
"Mechanistic","SGTF","r",0.168218760634942,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.726555794415878,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.03968,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.81996018580488,"kappa"
"Mechanistic","SGTF","sigma_z",3.86704248841192,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.115789661124614,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.71107529436555,"lambda[I]"
"Mechanistic","SGTF","r",0.306677062109052,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.777143702820431,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.94482,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.59352413393904,"kappa"
"Mechanistic","SGTF","sigma_z",3.21835384315355,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.136032697411429,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.6070657489291,"lambda[I]"
"Mechanistic","SGTF","r",0.162701181980281,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.784115459268254,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.02999,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.56512189522898,"kappa"
"Mechanistic","SGTF","sigma_z",3.94027295961398,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0946755022706006,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.786384830607623,"lambda[I]"
"Mechanistic","SGTF","r",0.390335754989349,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.666811421118557,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.78167,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",11.8369974080316,"kappa"
"Mechanistic","SGTF","sigma_z",3.5076279103541,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0938413207732229,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.58838604935134,"lambda[I]"
"Mechanistic","SGTF","r",0.302534487422922,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.708008627236762,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.96744,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",7.1569935676029,"kappa"
"Mechanistic","SGTF","sigma_z",4.26051480830577,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0522962820159201,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.727579505497895,"lambda[I]"
"Mechanistic","SGTF","r",0.216425262281353,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.681443456822529,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.98268,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",7.99327049853644,"kappa"
"Mechanistic","SGTF","sigma_z",3.87831197119807,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0586979779459206,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.28902226901172,"lambda[I]"
"Mechanistic","SGTF","r",0.415847363796911,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.720592131572424,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.97515,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",5.89296932197176,"kappa"
"Mechanistic","SGTF","sigma_z",4.2695139853443,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0746302020862863,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.311838454282456,"lambda[I]"
"Mechanistic","SGTF","r",0.202648971737828,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.77367452822436,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.75679,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",4.44415611256327,"kappa"
"Mechanistic","SGTF","sigma_z",3.10269162222264,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.135021669312322,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.21743599043361,"lambda[I]"
"Mechanistic","SGTF","r",0.167941428541791,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.790807265655209,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.02518,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.81905014444594,"kappa"
"Mechanistic","SGTF","sigma_z",4.02626843357045,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0897255241703572,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.01195499648502,"lambda[I]"
"Mechanistic","SGTF","r",0.522053607506398,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.704686680343943,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.07224,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",16.9063619865804,"kappa"
"Mechanistic","SGTF","sigma_z",4.13410144439756,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.134043621288707,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.06175521298101,"lambda[I]"
"Mechanistic","SGTF","r",0.214919873868113,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.672238560979168,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.86392,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",12.8145340574284,"kappa"
"Mechanistic","SGTF","sigma_z",2.80995930209343,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.819274570825537,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.878365047601897,"lambda[I]"
"Mechanistic","SGTF","r",0.528542003504634,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.669105856787314,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.20945,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.56719535128377,"kappa"
"Mechanistic","SGTF","sigma_z",3.51061066156758,"sigma[z]"
"Mechanistic","SGTF","lambda1",1.09265148782534,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.81117716267477,"lambda[I]"
"Mechanistic","SGTF","r",0.583790554520579,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.665808624723341,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.04403,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.67560092505644,"kappa"
"Mechanistic","SGTF","sigma_z",3.5201373192512,"sigma[z]"
"Mechanistic","SGTF","lambda1",1.1782484838033,"lambda[1]"
"Mechanistic","SGTF","lambda_I",2.6809789294233,"lambda[I]"
"Mechanistic","SGTF","r",0.805649898457942,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.635100515811414,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.08955,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",1.17019570025779,"kappa"
"Mechanistic","SGTF","sigma_z",2.70341827486304,"sigma[z]"
"Mechanistic","SGTF","lambda1",1.45507580656759,"lambda[1]"
"Mechanistic","SGTF","lambda_I",3.14722149968979,"lambda[I]"
"Mechanistic","SGTF","r",0.494751827856985,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.72222540032089,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.88351,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",0.832948053086945,"kappa"
"Mechanistic","SGTF","sigma_z",3.87149214533594,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0734133118097141,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.15243604276301,"lambda[I]"
"Mechanistic","SGTF","r",0.0433434362559722,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.798579304032495,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.38691,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",4.03739628381649,"kappa"
"Mechanistic","SGTF","sigma_z",3.60333570078534,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.129384071441292,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.466089781150786,"lambda[I]"
"Mechanistic","SGTF","r",0.313097698926901,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.751991694230156,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",2.00562,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",9.08959179372444,"kappa"
"Mechanistic","SGTF","sigma_z",2.60325347683047,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.173334851059605,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.519122184808965,"lambda[I]"
"Mechanistic","SGTF","r",0.199155371019372,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.791576304009518,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.97877,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",16.0911591491924,"kappa"
"Mechanistic","SGTF","sigma_z",1.26926373990189,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.197152054049224,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.703444708780788,"lambda[I]"
"Mechanistic","SGTF","r",0.176604943246631,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.783008286526063,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.80443,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",16.3600109419872,"kappa"
"Mechanistic","SGTF","sigma_z",0.412136777707667,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.258148571829471,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.570694065572363,"lambda[I]"
"Mechanistic","SGTF","r",0.132357325816141,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.773626561890582,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.82791,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",11.2131814336527,"kappa"
"Mechanistic","SGTF","sigma_z",1.1662284558535,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.197691014503063,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.595725671855955,"lambda[I]"
"Mechanistic","SGTF","r",0.283107102180364,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.804585532992768,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.23809,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.15865210187388,"kappa"
"Mechanistic","SGTF","sigma_z",0.36309891090564,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0610788271916844,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.651597655713084,"lambda[I]"
"Mechanistic","SGTF","r",0.124007900710448,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.786132441587603,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.39468,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",6.13880439956411,"kappa"
"Mechanistic","SGTF","sigma_z",0.1867788466932,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.128448144607901,"lambda[1]"
"Mechanistic","SGTF","lambda_I",1.10511632398078,"lambda[I]"
"Mechanistic","SGTF","r",0.083789297034757,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.720193034091742,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.09683,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.48507651675947,"kappa"
"Mechanistic","SGTF","sigma_z",0.584391584177906,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.199504198053287,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.964089351874911,"lambda[I]"
"Mechanistic","SGTF","r",0.108846134946799,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.732554161653875,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.12293,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.55167740378865,"kappa"
"Mechanistic","SGTF","sigma_z",0.477406476011878,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.342056277966395,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.66333044779431,"lambda[I]"
"Mechanistic","SGTF","r",0.0975968559216003,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.713654733589322,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.02214,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",4.11591019820771,"kappa"
"Mechanistic","SGTF","sigma_z",0.254076468547151,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.272853570361079,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.721306592331647,"lambda[I]"
"Mechanistic","SGTF","r",0.486768319049458,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.646274463067325,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.06539,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",2.31896276116299,"kappa"
"Mechanistic","SGTF","sigma_z",0.169232799520947,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.333474125948174,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.384291077199965,"lambda[I]"
"Mechanistic","SGTF","r",0.377063752898251,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.71321383121683,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.87226,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",5.978083310815,"kappa"
"Mechanistic","SGTF","sigma_z",0.744341011774247,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.0197524054522656,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.65051885243292,"lambda[I]"
"Mechanistic","SGTF","r",0.331727974445331,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.76659779682212,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.20413,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.56409441300559,"kappa"
"Mechanistic","SGTF","sigma_z",1.47486137157205,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.120704484194349,"lambda[1]"
"Mechanistic","SGTF","lambda_I",0.853285573753958,"lambda[I]"
"Mechanistic","SGTF","r",0.0837918107513736,"replication~rate~italic(r)"
"Mechanistic","SGTF","d",0.79809551157817,"clearance~rate~italic(d)"
"Mechanistic","SGTF","m",1.18707,"peak~timing~italic(m)"
"Mechanistic","SGTF","kappa",3.09841286080838,"kappa"
"Mechanistic","SGTF","sigma_z",0.374419294968558,"sigma[z]"
"Mechanistic","SGTF","lambda1",0.389015146151334,"lambda[1]"
