"model","strain","parameter","value"
"Mechanistic","non-SGTF","lambda1",0.549899909524063
"Mechanistic","non-SGTF","lambda_I",2.91106792966607
"Mechanistic","non-SGTF","r",0.077921762542895
"Mechanistic","non-SGTF","d",0.679226247501762
"Mechanistic","non-SGTF","m",3.21399
"Mechanistic","non-SGTF","kappa",2.02167019704984
"Mechanistic","non-SGTF","sigma_z",3.93794888423746
"Mechanistic","non-SGTF","lambda1",1.17831918083322
"Mechanistic","non-SGTF","lambda_I",2.84257405763326
"Mechanistic","non-SGTF","r",0.199350638948628
"Mechanistic","non-SGTF","d",0.713564105193181
"Mechanistic","non-SGTF","m",3.06564
"Mechanistic","non-SGTF","kappa",1.37457418565939
"Mechanistic","non-SGTF","sigma_z",4.35123624944727
"Mechanistic","non-SGTF","lambda1",0.252334421955378
"Mechanistic","non-SGTF","lambda_I",9.93287536911433
"Mechanistic","non-SGTF","r",0.163873580340354
"Mechanistic","non-SGTF","d",0.765929614912943
"Mechanistic","non-SGTF","m",2.65091
"Mechanistic","non-SGTF","kappa",1.03470741920971
"Mechanistic","non-SGTF","sigma_z",4.47036472832326
"Mechanistic","non-SGTF","lambda1",0.289164369486411
"Mechanistic","non-SGTF","lambda_I",9.57293647412534
"Mechanistic","non-SGTF","r",0.158172352797315
"Mechanistic","non-SGTF","d",0.761168139544768
"Mechanistic","non-SGTF","m",2.75203
"Mechanistic","non-SGTF","kappa",1.03751559050232
"Mechanistic","non-SGTF","sigma_z",4.47331614290362
"Mechanistic","non-SGTF","lambda1",0.333347429854096
"Mechanistic","non-SGTF","lambda_I",9.62246048840483
"Mechanistic","non-SGTF","r",0.114329574170506
"Mechanistic","non-SGTF","d",0.788820884303661
"Mechanistic","non-SGTF","m",2.62816
"Mechanistic","non-SGTF","kappa",1.05165382870816
"Mechanistic","non-SGTF","sigma_z",4.47219795364738
"Mechanistic","non-SGTF","lambda1",1.91103886008681
"Mechanistic","non-SGTF","lambda_I",2.25243307809209
"Mechanistic","non-SGTF","r",0.326325476991978
"Mechanistic","non-SGTF","d",0.780730702299388
"Mechanistic","non-SGTF","m",3.0435
"Mechanistic","non-SGTF","kappa",0.943523506815553
"Mechanistic","non-SGTF","sigma_z",4.46683453479792
"Mechanistic","non-SGTF","lambda1",0.175492319599439
"Mechanistic","non-SGTF","lambda_I",3.71173714430945
"Mechanistic","non-SGTF","r",0.122879632538081
"Mechanistic","non-SGTF","d",0.786463473022739
"Mechanistic","non-SGTF","m",2.90702
"Mechanistic","non-SGTF","kappa",1.44069120226943
"Mechanistic","non-SGTF","sigma_z",4.47295829192642
"Mechanistic","non-SGTF","lambda1",0.691257414487905
"Mechanistic","non-SGTF","lambda_I",2.91325204955589
"Mechanistic","non-SGTF","r",0.200646625550693
"Mechanistic","non-SGTF","d",0.845013225726596
"Mechanistic","non-SGTF","m",2.66077
"Mechanistic","non-SGTF","kappa",0.792953259853908
"Mechanistic","non-SGTF","sigma_z",4.4738082347439
"Mechanistic","non-SGTF","lambda1",0.733886422558095
"Mechanistic","non-SGTF","lambda_I",2.79278693863924
"Mechanistic","non-SGTF","r",0.229133609034634
"Mechanistic","non-SGTF","d",0.876996743362976
"Mechanistic","non-SGTF","m",2.93811
"Mechanistic","non-SGTF","kappa",0.980581515633781
"Mechanistic","non-SGTF","sigma_z",4.47197434933985
"Mechanistic","non-SGTF","lambda1",1.10808577545577
"Mechanistic","non-SGTF","lambda_I",3.22254042383748
"Mechanistic","non-SGTF","r",0.146258452451506
"Mechanistic","non-SGTF","d",0.765810905022886
"Mechanistic","non-SGTF","m",3.36009
"Mechanistic","non-SGTF","kappa",1.68444309204159
"Mechanistic","non-SGTF","sigma_z",2.71885272758533
"Mechanistic","non-SGTF","lambda1",0.339819732672045
"Mechanistic","non-SGTF","lambda_I",4.20056903232872
"Mechanistic","non-SGTF","r",0.156409141983389
"Mechanistic","non-SGTF","d",0.657416841325894
"Mechanistic","non-SGTF","m",3.26539
"Mechanistic","non-SGTF","kappa",2.06520191232785
"Mechanistic","non-SGTF","sigma_z",4.42314065856292
"Mechanistic","non-SGTF","lambda1",0.927058229865683
"Mechanistic","non-SGTF","lambda_I",3.66984710340104
"Mechanistic","non-SGTF","r",0.218231249695759
"Mechanistic","non-SGTF","d",0.732001291996384
"Mechanistic","non-SGTF","m",2.85928
"Mechanistic","non-SGTF","kappa",1.07715693229871
"Mechanistic","non-SGTF","sigma_z",3.82913910054261
"Mechanistic","non-SGTF","lambda1",0.659386778070929
"Mechanistic","non-SGTF","lambda_I",6.19225922553429
"Mechanistic","non-SGTF","r",0.24774878745799
"Mechanistic","non-SGTF","d",0.761574711876436
"Mechanistic","non-SGTF","m",2.75836
"Mechanistic","non-SGTF","kappa",0.736262916895338
"Mechanistic","non-SGTF","sigma_z",3.94918804675662
"Mechanistic","non-SGTF","lambda1",0.8290407246693
"Mechanistic","non-SGTF","lambda_I",3.60452499778981
"Mechanistic","non-SGTF","r",0.166786621351354
"Mechanistic","non-SGTF","d",0.668392301587519
"Mechanistic","non-SGTF","m",3.16359
"Mechanistic","non-SGTF","kappa",1.32849802556121
"Mechanistic","non-SGTF","sigma_z",4.23545177957515
"Mechanistic","non-SGTF","lambda1",0.794011765368759
"Mechanistic","non-SGTF","lambda_I",4.14681263752985
"Mechanistic","non-SGTF","r",0.192997122406362
"Mechanistic","non-SGTF","d",0.697501928790082
"Mechanistic","non-SGTF","m",2.99994
"Mechanistic","non-SGTF","kappa",1.66356185594152
"Mechanistic","non-SGTF","sigma_z",4.27806155803849
"Mechanistic","non-SGTF","lambda1",0.69159275564759
"Mechanistic","non-SGTF","lambda_I",3.97641237713745
"Mechanistic","non-SGTF","r",0.173949543796577
"Mechanistic","non-SGTF","d",0.638960271157432
"Mechanistic","non-SGTF","m",3.05589
"Mechanistic","non-SGTF","kappa",1.31431418859458
"Mechanistic","non-SGTF","sigma_z",4.16280863872826
"Mechanistic","non-SGTF","lambda1",0.718977654733957
"Mechanistic","non-SGTF","lambda_I",5.24512985811339
"Mechanistic","non-SGTF","r",0.207650271794379
"Mechanistic","non-SGTF","d",0.751742826169302
"Mechanistic","non-SGTF","m",3.13954
"Mechanistic","non-SGTF","kappa",1.50408990349336
"Mechanistic","non-SGTF","sigma_z",4.28932766837735
"Mechanistic","non-SGTF","lambda1",0.79413484673095
"Mechanistic","non-SGTF","lambda_I",5.75391216511609
"Mechanistic","non-SGTF","r",0.127262932254029
"Mechanistic","non-SGTF","d",0.71521648921393
"Mechanistic","non-SGTF","m",2.94452
"Mechanistic","non-SGTF","kappa",1.08228116130494
"Mechanistic","non-SGTF","sigma_z",4.07312288969612
"Mechanistic","non-SGTF","lambda1",0.517805287626979
"Mechanistic","non-SGTF","lambda_I",5.49368911612027
"Mechanistic","non-SGTF","r",0.169322516677639
"Mechanistic","non-SGTF","d",0.780201546287387
"Mechanistic","non-SGTF","m",2.92424
"Mechanistic","non-SGTF","kappa",1.18984851416593
"Mechanistic","non-SGTF","sigma_z",4.15478216609309
"Mechanistic","non-SGTF","lambda1",0.583306209391361
"Mechanistic","non-SGTF","lambda_I",5.20390861517844
"Mechanistic","non-SGTF","r",0.11247885843725
"Mechanistic","non-SGTF","d",0.675539937809144
"Mechanistic","non-SGTF","m",3.0545
"Mechanistic","non-SGTF","kappa",1.6089213732927
"Mechanistic","non-SGTF","sigma_z",4.20506604666693
"Mechanistic","non-SGTF","lambda1",0.594266741887666
"Mechanistic","non-SGTF","lambda_I",1.96970542280919
"Mechanistic","non-SGTF","r",0.273375218696043
"Mechanistic","non-SGTF","d",0.894537906164994
"Mechanistic","non-SGTF","m",3.06241
"Mechanistic","non-SGTF","kappa",0.971310294449336
"Mechanistic","non-SGTF","sigma_z",4.16589025717912
"Mechanistic","non-SGTF","lambda1",0.549289859265022
"Mechanistic","non-SGTF","lambda_I",2.62410792450064
"Mechanistic","non-SGTF","r",0.288791587945563
"Mechanistic","non-SGTF","d",0.826974019341741
"Mechanistic","non-SGTF","m",2.79432
"Mechanistic","non-SGTF","kappa",0.826392860907268
"Mechanistic","non-SGTF","sigma_z",3.80353158646723
"Mechanistic","non-SGTF","lambda1",0.470850803753909
"Mechanistic","non-SGTF","lambda_I",2.13617960008497
"Mechanistic","non-SGTF","r",0.350214309159789
"Mechanistic","non-SGTF","d",0.896335046569816
"Mechanistic","non-SGTF","m",2.91886
"Mechanistic","non-SGTF","kappa",0.801376023095853
"Mechanistic","non-SGTF","sigma_z",4.47085649549007
"Mechanistic","non-SGTF","lambda1",0.572444781347658
"Mechanistic","non-SGTF","lambda_I",2.38021304884865
"Mechanistic","non-SGTF","r",0.167941428541791
"Mechanistic","non-SGTF","d",0.878989787219358
"Mechanistic","non-SGTF","m",2.78845
"Mechanistic","non-SGTF","kappa",0.895268146994163
"Mechanistic","non-SGTF","sigma_z",4.30337672754592
"Mechanistic","non-SGTF","lambda1",0.574577092554905
"Mechanistic","non-SGTF","lambda_I",1.86132202243226
"Mechanistic","non-SGTF","r",0.130028710878426
"Mechanistic","non-SGTF","d",0.794580481368795
"Mechanistic","non-SGTF","m",2.66828
"Mechanistic","non-SGTF","kappa",1.0913302882111
"Mechanistic","non-SGTF","sigma_z",4.31026764157115
"Mechanistic","non-SGTF","lambda1",0.40785726763997
"Mechanistic","non-SGTF","lambda_I",3.1610681732841
"Mechanistic","non-SGTF","r",0.181329402213312
"Mechanistic","non-SGTF","d",0.906156817652932
"Mechanistic","non-SGTF","m",2.6884
"Mechanistic","non-SGTF","kappa",0.871261602432829
"Mechanistic","non-SGTF","sigma_z",4.04519598293281
"Mechanistic","non-SGTF","lambda1",0.670474907852125
"Mechanistic","non-SGTF","lambda_I",3.83231860530801
"Mechanistic","non-SGTF","r",0.170959259397968
"Mechanistic","non-SGTF","d",0.846734578523378
"Mechanistic","non-SGTF","m",3.0184
"Mechanistic","non-SGTF","kappa",1.00019141631777
"Mechanistic","non-SGTF","sigma_z",4.30970734319793
"Mechanistic","non-SGTF","lambda1",0.695703301836588
"Mechanistic","non-SGTF","lambda_I",2.93178074143907
"Mechanistic","non-SGTF","r",0.163405571472272
"Mechanistic","non-SGTF","d",0.724279435807607
"Mechanistic","non-SGTF","m",3.05369
"Mechanistic","non-SGTF","kappa",1.57832159378112
"Mechanistic","non-SGTF","sigma_z",4.40623242976752
"Mechanistic","non-SGTF","lambda1",0.362837573782442
"Mechanistic","non-SGTF","lambda_I",4.99666155284879
"Mechanistic","non-SGTF","r",0.183313037517852
"Mechanistic","non-SGTF","d",0.786589317245692
"Mechanistic","non-SGTF","m",2.98348
"Mechanistic","non-SGTF","kappa",1.11557838348348
"Mechanistic","non-SGTF","sigma_z",4.40953834365259
"Mechanistic","non-SGTF","lambda1",0.456640431385119
"Mechanistic","non-SGTF","lambda_I",4.29929046093871
"Mechanistic","non-SGTF","r",0.170745693830009
"Mechanistic","non-SGTF","d",0.758153050600971
"Mechanistic","non-SGTF","m",3.16794
"Mechanistic","non-SGTF","kappa",1.46189567346155
"Mechanistic","non-SGTF","sigma_z",4.09783997697559
"Mechanistic","non-SGTF","lambda1",0.883702333375973
"Mechanistic","non-SGTF","lambda_I",3.6296637023343
"Mechanistic","non-SGTF","r",0.0771294577036708
"Mechanistic","non-SGTF","d",0.803877809167889
"Mechanistic","non-SGTF","m",2.4804
"Mechanistic","non-SGTF","kappa",1.04433727747245
"Mechanistic","non-SGTF","sigma_z",3.4114587986308
"Mechanistic","non-SGTF","lambda1",0.61673983824716
"Mechanistic","non-SGTF","lambda_I",8.25426469904321
"Mechanistic","non-SGTF","r",0.126874102893656
"Mechanistic","non-SGTF","d",0.644595042787737
"Mechanistic","non-SGTF","m",3.29888
"Mechanistic","non-SGTF","kappa",1.87598714834837
"Mechanistic","non-SGTF","sigma_z",4.32646148971516
"Mechanistic","non-SGTF","lambda1",0.748979249590665
"Mechanistic","non-SGTF","lambda_I",9.25718493740579
"Mechanistic","non-SGTF","r",0.125527552835587
"Mechanistic","non-SGTF","d",0.639797217814456
"Mechanistic","non-SGTF","m",3.17115
"Mechanistic","non-SGTF","kappa",2.30912115554869
"Mechanistic","non-SGTF","sigma_z",4.38526474875303
"Mechanistic","non-SGTF","lambda1",0.536760650418991
"Mechanistic","non-SGTF","lambda_I",4.26473480652044
"Mechanistic","non-SGTF","r",0.11164065536378
"Mechanistic","non-SGTF","d",0.789004700983516
"Mechanistic","non-SGTF","m",3.34662
"Mechanistic","non-SGTF","kappa",2.11096671218594
"Mechanistic","non-SGTF","sigma_z",4.43155261464187
"Mechanistic","non-SGTF","lambda1",1.24188079419997
"Mechanistic","non-SGTF","lambda_I",7.8896360043686
"Mechanistic","non-SGTF","r",0.131764373597122
"Mechanistic","non-SGTF","d",0.748860920217496
"Mechanistic","non-SGTF","m",3.10221
"Mechanistic","non-SGTF","kappa",1.15621877028906
"Mechanistic","non-SGTF","sigma_z",4.29495036968819
"Mechanistic","non-SGTF","lambda1",1.14727090963312
"Mechanistic","non-SGTF","lambda_I",7.65975500837375
"Mechanistic","non-SGTF","r",0.133947144617148
"Mechanistic","non-SGTF","d",0.762059989512419
"Mechanistic","non-SGTF","m",3.13416
"Mechanistic","non-SGTF","kappa",1.15421446995593
"Mechanistic","non-SGTF","sigma_z",4.26482010206952
"Mechanistic","non-SGTF","lambda1",0.578544391366658
"Mechanistic","non-SGTF","lambda_I",6.53603034307329
"Mechanistic","non-SGTF","r",0.129369839976178
"Mechanistic","non-SGTF","d",0.686417661854101
"Mechanistic","non-SGTF","m",2.71878
"Mechanistic","non-SGTF","kappa",1.15442571053185
"Mechanistic","non-SGTF","sigma_z",4.10990535392131
"Mechanistic","non-SGTF","lambda1",0.447119670929054
"Mechanistic","non-SGTF","lambda_I",7.03171056614426
"Mechanistic","non-SGTF","r",0.127184053690912
"Mechanistic","non-SGTF","d",0.732393749858205
"Mechanistic","non-SGTF","m",2.55057
"Mechanistic","non-SGTF","kappa",0.992161452900889
"Mechanistic","non-SGTF","sigma_z",4.10169375754704
"Mechanistic","non-SGTF","lambda1",0.784763406202854
"Mechanistic","non-SGTF","lambda_I",3.2345182539461
"Mechanistic","non-SGTF","r",0.11485670167545
"Mechanistic","non-SGTF","d",0.809170200697474
"Mechanistic","non-SGTF","m",2.73048
"Mechanistic","non-SGTF","kappa",1.13497088656402
"Mechanistic","non-SGTF","sigma_z",3.26193311598915
"Mechanistic","non-SGTF","lambda1",0.531557979820068
"Mechanistic","non-SGTF","lambda_I",2.76010852608142
"Mechanistic","non-SGTF","r",0.134436945036987
"Mechanistic","non-SGTF","d",0.831942459339724
"Mechanistic","non-SGTF","m",2.45736
"Mechanistic","non-SGTF","kappa",0.935571506054893
"Mechanistic","non-SGTF","sigma_z",3.25079635944115
"Mechanistic","non-SGTF","lambda1",0.448357219203343
"Mechanistic","non-SGTF","lambda_I",3.7434962464371
"Mechanistic","non-SGTF","r",0.167284386785114
"Mechanistic","non-SGTF","d",0.833377131812573
"Mechanistic","non-SGTF","m",2.59162
"Mechanistic","non-SGTF","kappa",0.899753897746134
"Mechanistic","non-SGTF","sigma_z",3.10207114594789
"Mechanistic","non-SGTF","lambda1",0.948741508983838
"Mechanistic","non-SGTF","lambda_I",2.03913765428962
"Mechanistic","non-SGTF","r",0.255610622056676
"Mechanistic","non-SGTF","d",0.777177120718132
"Mechanistic","non-SGTF","m",3.18605
"Mechanistic","non-SGTF","kappa",1.2053668976792
"Mechanistic","non-SGTF","sigma_z",4.21289474794891
"Mechanistic","non-SGTF","lambda1",0.450724946613373
"Mechanistic","non-SGTF","lambda_I",3.31623465750498
"Mechanistic","non-SGTF","r",0.071657317608973
"Mechanistic","non-SGTF","d",0.73847649909634
"Mechanistic","non-SGTF","m",2.52474
"Mechanistic","non-SGTF","kappa",1.25154151057846
"Mechanistic","non-SGTF","sigma_z",3.52672613466057
"Mechanistic","non-SGTF","lambda1",0.623527131483279
"Mechanistic","non-SGTF","lambda_I",5.47329055745104
"Mechanistic","non-SGTF","r",0.0653446309934578
"Mechanistic","non-SGTF","d",0.774095521667548
"Mechanistic","non-SGTF","m",2.22045
"Mechanistic","non-SGTF","kappa",0.99329959846931
"Mechanistic","non-SGTF","sigma_z",3.63565759104148
"Mechanistic","non-SGTF","lambda1",0.542946223426259
"Mechanistic","non-SGTF","lambda_I",4.03215107876951
"Mechanistic","non-SGTF","r",0.059427392839529
"Mechanistic","non-SGTF","d",0.859585485100715
"Mechanistic","non-SGTF","m",2.21033
"Mechanistic","non-SGTF","kappa",0.96247383269515
"Mechanistic","non-SGTF","sigma_z",3.84271827391468
"Mechanistic","non-SGTF","lambda1",0.735130679746199
"Mechanistic","non-SGTF","lambda_I",5.79902615996094
"Mechanistic","non-SGTF","r",0.173503067436887
"Mechanistic","non-SGTF","d",0.751255854613769
"Mechanistic","non-SGTF","m",3.11665
"Mechanistic","non-SGTF","kappa",1.2291808845224
"Mechanistic","non-SGTF","sigma_z",3.89950647400045
"Mechanistic","non-SGTF","lambda1",0.459851347193906
"Mechanistic","non-SGTF","lambda_I",2.44614422710183
"Mechanistic","non-SGTF","r",0.229757700831278
"Mechanistic","non-SGTF","d",0.99729217279578
"Mechanistic","non-SGTF","m",3.24887
"Mechanistic","non-SGTF","kappa",1.02981399648804
"Mechanistic","non-SGTF","sigma_z",4.21432737569613
"Mechanistic","non-SGTF","lambda1",0.610904275903472
"Mechanistic","non-SGTF","lambda_I",1.83590032222981
"Mechanistic","non-SGTF","r",0.172884765811221
"Mechanistic","non-SGTF","d",0.933284681322578
"Mechanistic","non-SGTF","m",2.73268
"Mechanistic","non-SGTF","kappa",0.801320730057892
"Mechanistic","non-SGTF","sigma_z",4.37803502807739
"Mechanistic","non-SGTF","lambda1",0.659044645124289
"Mechanistic","non-SGTF","lambda_I",2.54436726441179
"Mechanistic","non-SGTF","r",0.223237288334009
"Mechanistic","non-SGTF","d",1.10682659790716
"Mechanistic","non-SGTF","m",2.80856
"Mechanistic","non-SGTF","kappa",0.732691162091246
"Mechanistic","non-SGTF","sigma_z",4.30578729340879
"Mechanistic","non-SGTF","lambda1",0.559157551655759
"Mechanistic","non-SGTF","lambda_I",3.73228258659779
"Mechanistic","non-SGTF","r",0.207521568528002
"Mechanistic","non-SGTF","d",0.918542595806978
"Mechanistic","non-SGTF","m",2.76789
"Mechanistic","non-SGTF","kappa",0.720216080637576
"Mechanistic","non-SGTF","sigma_z",4.14623212439746
"Mechanistic","non-SGTF","lambda1",0.541891219345755
"Mechanistic","non-SGTF","lambda_I",3.690234477236
"Mechanistic","non-SGTF","r",0.227746980702295
"Mechanistic","non-SGTF","d",0.927351875703445
"Mechanistic","non-SGTF","m",2.75499
"Mechanistic","non-SGTF","kappa",0.799253589473528
"Mechanistic","non-SGTF","sigma_z",4.11064520346948
"Mechanistic","non-SGTF","lambda1",2.08736812062772
"Mechanistic","non-SGTF","lambda_I",3.88048443413479
"Mechanistic","non-SGTF","r",0.283821431755099
"Mechanistic","non-SGTF","d",0.823745216633903
"Mechanistic","non-SGTF","m",2.951
"Mechanistic","non-SGTF","kappa",0.75194958387438
"Mechanistic","non-SGTF","sigma_z",3.41579410364104
"Mechanistic","non-SGTF","lambda1",0.385670461821424
"Mechanistic","non-SGTF","lambda_I",2.87522232012865
"Mechanistic","non-SGTF","r",0.291026776668764
"Mechanistic","non-SGTF","d",0.919928435007521
"Mechanistic","non-SGTF","m",2.79007
"Mechanistic","non-SGTF","kappa",0.802282089833245
"Mechanistic","non-SGTF","sigma_z",4.12015176974621
"Mechanistic","non-SGTF","lambda1",0.550062153927245
"Mechanistic","non-SGTF","lambda_I",4.42176969746872
"Mechanistic","non-SGTF","r",0.111290653496443
"Mechanistic","non-SGTF","d",0.729813687512605
"Mechanistic","non-SGTF","m",3.23038
"Mechanistic","non-SGTF","kappa",1.59273394195242
"Mechanistic","non-SGTF","sigma_z",3.67539275844301
"Mechanistic","non-SGTF","lambda1",0.823985785358484
"Mechanistic","non-SGTF","lambda_I",2.50593771045062
"Mechanistic","non-SGTF","r",0.124134453300021
"Mechanistic","non-SGTF","d",1.07086946219621
"Mechanistic","non-SGTF","m",3.361
"Mechanistic","non-SGTF","kappa",1.14618839692082
"Mechanistic","non-SGTF","sigma_z",4.18480454856929
"Mechanistic","non-SGTF","lambda1",0.67806983152225
"Mechanistic","non-SGTF","lambda_I",2.27029777203891
"Mechanistic","non-SGTF","r",0.199211142330876
"Mechanistic","non-SGTF","d",0.889379722716541
"Mechanistic","non-SGTF","m",2.807
"Mechanistic","non-SGTF","kappa",0.876345376795303
"Mechanistic","non-SGTF","sigma_z",4.01043614602981
"Mechanistic","non-SGTF","lambda1",0.82323547612577
"Mechanistic","non-SGTF","lambda_I",5.04284294781955
"Mechanistic","non-SGTF","r",0.15694497700458
"Mechanistic","non-SGTF","d",0.749347838046789
"Mechanistic","non-SGTF","m",2.76334
"Mechanistic","non-SGTF","kappa",0.973661082959937
"Mechanistic","non-SGTF","sigma_z",3.67300452940854
"Mechanistic","non-SGTF","lambda1",0.786063264976559
"Mechanistic","non-SGTF","lambda_I",2.36893621511523
"Mechanistic","non-SGTF","r",0.166886723351761
"Mechanistic","non-SGTF","d",0.717041901544582
"Mechanistic","non-SGTF","m",3.37672
"Mechanistic","non-SGTF","kappa",1.89368563200964
"Mechanistic","non-SGTF","sigma_z",3.79976795350234
"Mechanistic","non-SGTF","lambda1",0.42343638021001
"Mechanistic","non-SGTF","lambda_I",1.74176679938501
"Mechanistic","non-SGTF","r",0.182014304288865
"Mechanistic","non-SGTF","d",0.719841665631983
"Mechanistic","non-SGTF","m",3.30306
"Mechanistic","non-SGTF","kappa",2.17065941658237
"Mechanistic","non-SGTF","sigma_z",4.23354625504951
"Mechanistic","non-SGTF","lambda1",0.319457830433217
"Mechanistic","non-SGTF","lambda_I",1.90321202824943
"Mechanistic","non-SGTF","r",0.187961147451847
"Mechanistic","non-SGTF","d",0.811465830099727
"Mechanistic","non-SGTF","m",2.80577
"Mechanistic","non-SGTF","kappa",1.04270646182648
"Mechanistic","non-SGTF","sigma_z",4.32572605377573
"Mechanistic","non-SGTF","lambda1",0.168186802106578
"Mechanistic","non-SGTF","lambda_I",1.78459054078148
"Mechanistic","non-SGTF","r",0.213738921873662
"Mechanistic","non-SGTF","d",0.802850306677875
"Mechanistic","non-SGTF","m",3.04929
"Mechanistic","non-SGTF","kappa",1.68634084319662
"Mechanistic","non-SGTF","sigma_z",3.38227987046827
"Mechanistic","non-SGTF","lambda1",0.132816075342482
"Mechanistic","non-SGTF","lambda_I",1.89078294518014
"Mechanistic","non-SGTF","r",0.244573353682837
"Mechanistic","non-SGTF","d",0.685469687846338
"Mechanistic","non-SGTF","m",2.704
"Mechanistic","non-SGTF","kappa",1.64795808944189
"Mechanistic","non-SGTF","sigma_z",4.12604780143488
"Mechanistic","non-SGTF","lambda1",1.4525766798709
"Mechanistic","non-SGTF","lambda_I",4.62862570470791
"Mechanistic","non-SGTF","r",0.157328390322495
"Mechanistic","non-SGTF","d",1.14514698506142
"Mechanistic","non-SGTF","m",2.50253
"Mechanistic","non-SGTF","kappa",0.596201250672806
"Mechanistic","non-SGTF","sigma_z",4.10723478347069
"Mechanistic","non-SGTF","lambda1",0.581489711625134
"Mechanistic","non-SGTF","lambda_I",5.9358485991157
"Mechanistic","non-SGTF","r",0.195045970899513
"Mechanistic","non-SGTF","d",0.909872408264529
"Mechanistic","non-SGTF","m",2.58979
"Mechanistic","non-SGTF","kappa",0.689493506146365
"Mechanistic","non-SGTF","sigma_z",3.52309547685162
"Mechanistic","non-SGTF","lambda1",1.09530909283766
"Mechanistic","non-SGTF","lambda_I",4.96716870143093
"Mechanistic","non-SGTF","r",0.129170763750653
"Mechanistic","non-SGTF","d",0.666896111546767
"Mechanistic","non-SGTF","m",2.49731
"Mechanistic","non-SGTF","kappa",1.07887917357378
"Mechanistic","non-SGTF","sigma_z",4.0447105885391
"Mechanistic","non-SGTF","lambda1",1.0810917390042
"Mechanistic","non-SGTF","lambda_I",3.40229430623102
"Mechanistic","non-SGTF","r",0.186286400852453
"Mechanistic","non-SGTF","d",0.702989727256602
"Mechanistic","non-SGTF","m",2.55641
"Mechanistic","non-SGTF","kappa",0.96664409688331
"Mechanistic","non-SGTF","sigma_z",2.97969218035764
"Mechanistic","non-SGTF","lambda1",0.647620112941222
"Mechanistic","non-SGTF","lambda_I",6.61930248768723
"Mechanistic","non-SGTF","r",0.329127521490808
"Mechanistic","non-SGTF","d",0.914735341324463
"Mechanistic","non-SGTF","m",2.82023
"Mechanistic","non-SGTF","kappa",0.694557032450713
"Mechanistic","non-SGTF","sigma_z",4.38601030713099
"Mechanistic","non-SGTF","lambda1",0.668028127029735
"Mechanistic","non-SGTF","lambda_I",4.18513934632491
"Mechanistic","non-SGTF","r",0.166485010606774
"Mechanistic","non-SGTF","d",0.776307945914046
"Mechanistic","non-SGTF","m",2.64487
"Mechanistic","non-SGTF","kappa",0.952055164467829
"Mechanistic","non-SGTF","sigma_z",3.91263085236132
"Mechanistic","non-SGTF","lambda1",0.872404575448726
"Mechanistic","non-SGTF","lambda_I",3.09615184479125
"Mechanistic","non-SGTF","r",0.204372698204908
"Mechanistic","non-SGTF","d",0.825672560429208
"Mechanistic","non-SGTF","m",3.2647
"Mechanistic","non-SGTF","kappa",1.12037225430552
"Mechanistic","non-SGTF","sigma_z",4.18145804371086
"Mechanistic","non-SGTF","lambda1",0.794993770665011
"Mechanistic","non-SGTF","lambda_I",3.38420831955021
"Mechanistic","non-SGTF","r",0.204798235822876
"Mechanistic","non-SGTF","d",0.846553396710719
"Mechanistic","non-SGTF","m",3.05816
"Mechanistic","non-SGTF","kappa",1.04412498528417
"Mechanistic","non-SGTF","sigma_z",4.27759099714843
"Mechanistic","non-SGTF","lambda1",1.10283517969639
"Mechanistic","non-SGTF","lambda_I",2.69375464707316
"Mechanistic","non-SGTF","r",0.315221409425766
"Mechanistic","non-SGTF","d",0.998070214435189
"Mechanistic","non-SGTF","m",3.0574
"Mechanistic","non-SGTF","kappa",0.671821902248914
"Mechanistic","non-SGTF","sigma_z",3.50454255554822
"Mechanistic","non-SGTF","lambda1",0.89132603333285
"Mechanistic","non-SGTF","lambda_I",4.88368471745937
"Mechanistic","non-SGTF","r",0.194666001846488
"Mechanistic","non-SGTF","d",0.897800855275487
"Mechanistic","non-SGTF","m",2.69242
"Mechanistic","non-SGTF","kappa",0.745717825748288
"Mechanistic","non-SGTF","sigma_z",3.80988879100495
"Mechanistic","non-SGTF","lambda1",0.748549458863139
"Mechanistic","non-SGTF","lambda_I",2.47876140016465
"Mechanistic","non-SGTF","r",0.23192760579471
"Mechanistic","non-SGTF","d",1.1092809359975
"Mechanistic","non-SGTF","m",3.10439
"Mechanistic","non-SGTF","kappa",0.709285608998058
"Mechanistic","non-SGTF","sigma_z",4.24104626747388
"Mechanistic","non-SGTF","lambda1",0.468552089462294
"Mechanistic","non-SGTF","lambda_I",3.55786270212024
"Mechanistic","non-SGTF","r",0.280876558432701
"Mechanistic","non-SGTF","d",0.857977846292013
"Mechanistic","non-SGTF","m",2.51435
"Mechanistic","non-SGTF","kappa",0.616271910311046
"Mechanistic","non-SGTF","sigma_z",4.24647828244418
"Mechanistic","non-SGTF","lambda1",0.868361653151981
"Mechanistic","non-SGTF","lambda_I",3.86383417478088
"Mechanistic","non-SGTF","r",0.143642170362825
"Mechanistic","non-SGTF","d",0.622969947326162
"Mechanistic","non-SGTF","m",3.15151
"Mechanistic","non-SGTF","kappa",1.63122945928436
"Mechanistic","non-SGTF","sigma_z",3.93129937104439
"Mechanistic","non-SGTF","lambda1",0.910885751113504
"Mechanistic","non-SGTF","lambda_I",4.1665568529465
"Mechanistic","non-SGTF","r",0.177009831987334
"Mechanistic","non-SGTF","d",0.898621820381109
