"model","strain","parameter","value"
"Mechanistic","SGTF","d",0.718730368956321
"Mechanistic","SGTF","m",1.31725
"Mechanistic","SGTF","kappa",1.48658270602335
"Mechanistic","SGTF","sigma_z",3.391933117442
"Mechanistic","SGTF","lambda1",0.347295248701812
"Mechanistic","SGTF","lambda_I",1.72497058816701
"Mechanistic","SGTF","r",0.229053426304268
"Mechanistic","SGTF","d",0.704133014232479
"Mechanistic","SGTF","m",2.02622
"Mechanistic","SGTF","kappa",3.54419126512037
"Mechanistic","SGTF","sigma_z",2.06459689680664
"Mechanistic","SGTF","lambda1",0.186846099182732
"Mechanistic","SGTF","lambda_I",1.84807766712242
"Mechanistic","SGTF","r",0.0908777574736332
"Mechanistic","SGTF","d",0.708792826761467
"Mechanistic","SGTF","m",2.05875
"Mechanistic","SGTF","kappa",3.30858299651708
"Mechanistic","SGTF","sigma_z",3.55512420229735
"Mechanistic","SGTF","lambda1",0.127114121694444
"Mechanistic","SGTF","lambda_I",1.26168862210182
"Mechanistic","SGTF","r",0.362652573798819
"Mechanistic","SGTF","d",0.741422233633418
"Mechanistic","SGTF","m",1.86626
"Mechanistic","SGTF","kappa",2.60416477501524
"Mechanistic","SGTF","sigma_z",3.7081755864722
"Mechanistic","SGTF","lambda1",0.260406866486397
"Mechanistic","SGTF","lambda_I",1.12989194018871
"Mechanistic","SGTF","r",0.203693268997359
"Mechanistic","SGTF","d",0.705796730559147
"Mechanistic","SGTF","m",1.82213
"Mechanistic","SGTF","kappa",3.67837103261555
"Mechanistic","SGTF","sigma_z",1.99109751144941
"Mechanistic","SGTF","lambda1",0.173268996329394
"Mechanistic","SGTF","lambda_I",1.33296528753695
"Mechanistic","SGTF","r",0.344614113343514
"Mechanistic","SGTF","d",0.686230981639737
"Mechanistic","SGTF","m",1.75099
"Mechanistic","SGTF","kappa",2.18224246113945
"Mechanistic","SGTF","sigma_z",3.44415985157807
"Mechanistic","SGTF","lambda1",0.103887156766967
"Mechanistic","SGTF","lambda_I",1.01304150825538
"Mechanistic","SGTF","r",0.256350405226205
"Mechanistic","SGTF","d",0.870485654081386
"Mechanistic","SGTF","m",1.79319
"Mechanistic","SGTF","kappa",1.59620988935195
"Mechanistic","SGTF","sigma_z",3.94315040901575
"Mechanistic","SGTF","lambda1",0.206608413397783
"Mechanistic","SGTF","lambda_I",0.812396303000159
"Mechanistic","SGTF","r",0.31894710659255
"Mechanistic","SGTF","d",0.729150588294909
"Mechanistic","SGTF","m",2.0464
"Mechanistic","SGTF","kappa",6.15484760632447
"Mechanistic","SGTF","sigma_z",2.82718071125831
"Mechanistic","SGTF","lambda1",0.0889082802170856
"Mechanistic","SGTF","lambda_I",0.60901157797485
"Mechanistic","SGTF","r",0.218368778700155
"Mechanistic","SGTF","d",0.762053131003377
"Mechanistic","SGTF","m",2.06147
"Mechanistic","SGTF","kappa",2.96290438970621
"Mechanistic","SGTF","sigma_z",3.88564891204871
"Mechanistic","SGTF","lambda1",0.616774376645168
"Mechanistic","SGTF","lambda_I",1.648284417449
"Mechanistic","SGTF","r",0.402293241427391
"Mechanistic","SGTF","d",0.705895549018556
"Mechanistic","SGTF","m",2.19298
"Mechanistic","SGTF","kappa",1.95068189267472
"Mechanistic","SGTF","sigma_z",2.98993007248396
"Mechanistic","SGTF","lambda1",0.135873632226736
"Mechanistic","SGTF","lambda_I",0.479624391075691
"Mechanistic","SGTF","r",0.352145794576112
"Mechanistic","SGTF","d",0.741027901906665
"Mechanistic","SGTF","m",1.76468
"Mechanistic","SGTF","kappa",3.44526215909037
"Mechanistic","SGTF","sigma_z",3.36056797544358
"Mechanistic","SGTF","lambda1",0.108362845762249
"Mechanistic","SGTF","lambda_I",0.535231454718267
"Mechanistic","SGTF","r",0.402472704230297
"Mechanistic","SGTF","d",0.716405450961891
"Mechanistic","SGTF","m",1.74853
"Mechanistic","SGTF","kappa",4.25229994461916
"Mechanistic","SGTF","sigma_z",2.98189796861211
"Mechanistic","SGTF","lambda1",0.0539158921199132
"Mechanistic","SGTF","lambda_I",0.517909376950419
"Mechanistic","SGTF","r",0.296280096539016
"Mechanistic","SGTF","d",0.769884327072823
"Mechanistic","SGTF","m",1.94788
"Mechanistic","SGTF","kappa",5.09734593820781
"Mechanistic","SGTF","sigma_z",4.01107786714949
"Mechanistic","SGTF","lambda1",0.028419492886945
"Mechanistic","SGTF","lambda_I",0.436275654638633
"Mechanistic","SGTF","r",0.248858703351857
"Mechanistic","SGTF","d",0.744613490445112
"Mechanistic","SGTF","m",1.6403
"Mechanistic","SGTF","kappa",4.03949627583468
"Mechanistic","SGTF","sigma_z",3.77062209581714
"Mechanistic","SGTF","lambda1",1.49847960888853
"Mechanistic","SGTF","lambda_I",3.95341593948588
"Mechanistic","SGTF","r",0.30243769187506
"Mechanistic","SGTF","d",0.699780895054968
"Mechanistic","SGTF","m",2.37753
"Mechanistic","SGTF","kappa",1.93729176434062
"Mechanistic","SGTF","sigma_z",2.6962771817849
"Mechanistic","SGTF","lambda1",1.2511335745432
"Mechanistic","SGTF","lambda_I",2.67513273586231
"Mechanistic","SGTF","r",0.273030982834621
"Mechanistic","SGTF","d",0.64316562902908
"Mechanistic","SGTF","m",2.14243
"Mechanistic","SGTF","kappa",2.18054097568536
"Mechanistic","SGTF","sigma_z",3.44164653235955
"Mechanistic","SGTF","lambda1",0.940851653066889
"Mechanistic","SGTF","lambda_I",2.72923131513199
"Mechanistic","SGTF","r",0.339205215261933
"Mechanistic","SGTF","d",0.651009528609327
"Mechanistic","SGTF","m",2.44419
"Mechanistic","SGTF","kappa",1.91930089011455
"Mechanistic","SGTF","sigma_z",3.22863678448461
"Mechanistic","SGTF","lambda1",0.169131290297047
"Mechanistic","SGTF","lambda_I",1.44472645623413
"Mechanistic","SGTF","r",0.157607108165891
"Mechanistic","SGTF","d",0.692841515021068
"Mechanistic","SGTF","m",1.7531
"Mechanistic","SGTF","kappa",4.77727356556669
"Mechanistic","SGTF","sigma_z",3.26764649669214
"Mechanistic","SGTF","lambda1",0.233470394514388
"Mechanistic","SGTF","lambda_I",0.651795771512497
"Mechanistic","SGTF","r",0.317251640944223
"Mechanistic","SGTF","d",0.795123365211298
"Mechanistic","SGTF","m",2.03197
"Mechanistic","SGTF","kappa",2.51929978546105
"Mechanistic","SGTF","sigma_z",3.65980548563643
"Mechanistic","SGTF","lambda1",0.0762750036901391
"Mechanistic","SGTF","lambda_I",1.4469544959669
"Mechanistic","SGTF","r",0.150322844664096
"Mechanistic","SGTF","d",0.769895105528851
"Mechanistic","SGTF","m",2.3263
"Mechanistic","SGTF","kappa",4.57808139055744
"Mechanistic","SGTF","sigma_z",4.16526542050446
"Mechanistic","SGTF","lambda1",0.0813894191739915
"Mechanistic","SGTF","lambda_I",0.638671526376105
"Mechanistic","SGTF","r",0.18407352661941
"Mechanistic","SGTF","d",0.845167032129636
"Mechanistic","SGTF","m",0.796913
"Mechanistic","SGTF","kappa",1.66061663456959
"Mechanistic","SGTF","sigma_z",0.574984612162156
"Mechanistic","SGTF","lambda1",0.0793203946442003
"Mechanistic","SGTF","lambda_I",0.669758553135445
"Mechanistic","SGTF","r",0.124176666189928
"Mechanistic","SGTF","d",0.86129087301333
"Mechanistic","SGTF","m",0.814892
"Mechanistic","SGTF","kappa",1.99731943684152
"Mechanistic","SGTF","sigma_z",1.21833966315963
"Mechanistic","SGTF","lambda1",2.10049703487895
"Mechanistic","SGTF","lambda_I",1.06008320465399
"Mechanistic","SGTF","r",0.754234463321254
"Mechanistic","SGTF","d",0.651556606353843
"Mechanistic","SGTF","m",1.96706
"Mechanistic","SGTF","kappa",6.74849825910858
"Mechanistic","SGTF","sigma_z",3.1503702953249
"Mechanistic","SGTF","lambda1",1.36048193371235
"Mechanistic","SGTF","lambda_I",1.20763994945686
"Mechanistic","SGTF","r",0.257393303522405
"Mechanistic","SGTF","d",0.594736992840232
"Mechanistic","SGTF","m",2.29777
"Mechanistic","SGTF","kappa",5.57019465295985
"Mechanistic","SGTF","sigma_z",0.834639820404207
"Mechanistic","SGTF","lambda1",0.68818540041769
"Mechanistic","SGTF","lambda_I",0.716495007240412
"Mechanistic","SGTF","r",0.3039779843803
"Mechanistic","SGTF","d",0.574535724493509
"Mechanistic","SGTF","m",1.65413
"Mechanistic","SGTF","kappa",2.29428672500299
"Mechanistic","SGTF","sigma_z",0.10707775780361
"Mechanistic","SGTF","lambda1",0.355411146677965
"Mechanistic","SGTF","lambda_I",0.849071397679469
"Mechanistic","SGTF","r",0.240448343607803
"Mechanistic","SGTF","d",0.580211260221727
"Mechanistic","SGTF","m",1.25927
"Mechanistic","SGTF","kappa",5.14960493457428
"Mechanistic","SGTF","sigma_z",0.797135182816154
"Mechanistic","SGTF","lambda1",0.58697209418676
"Mechanistic","SGTF","lambda_I",0.787604672228099
"Mechanistic","SGTF","r",0.263026629257591
"Mechanistic","SGTF","d",0.584239077877374
"Mechanistic","SGTF","m",1.18779
"Mechanistic","SGTF","kappa",4.77378742845869
"Mechanistic","SGTF","sigma_z",0.21388859149723
"Mechanistic","SGTF","lambda1",1.06475071357313
"Mechanistic","SGTF","lambda_I",0.563667353636775
"Mechanistic","SGTF","r",0.485344175264133
"Mechanistic","SGTF","d",0.598501648261759
"Mechanistic","SGTF","m",2.03353
"Mechanistic","SGTF","kappa",2.58939692213117
"Mechanistic","SGTF","sigma_z",0.758704428270256
"Mechanistic","SGTF","lambda1",0.116685849779727
"Mechanistic","SGTF","lambda_I",0.836527402980312
"Mechanistic","SGTF","r",0.152585528122376
"Mechanistic","SGTF","d",0.758379013876906
"Mechanistic","SGTF","m",1.43299
"Mechanistic","SGTF","kappa",5.95124237331976
"Mechanistic","SGTF","sigma_z",0.699379336079657
"Mechanistic","SGTF","lambda1",0.226429871523135
"Mechanistic","SGTF","lambda_I",0.650978931880511
"Mechanistic","SGTF","r",0.165979664689507
"Mechanistic","SGTF","d",0.774502028515134
"Mechanistic","SGTF","m",1.27416
"Mechanistic","SGTF","kappa",3.39227232771397
"Mechanistic","SGTF","sigma_z",0.246185490687621
"Mechanistic","SGTF","lambda1",0.457190557574017
"Mechanistic","SGTF","lambda_I",0.33239874220106
"Mechanistic","SGTF","r",1.18900877757682
"Mechanistic","SGTF","d",0.68054930870042
"Mechanistic","SGTF","m",1.55894
"Mechanistic","SGTF","kappa",2.2275982786598
"Mechanistic","SGTF","sigma_z",0.834619789288891
"Mechanistic","SGTF","lambda1",0.307712307216601
"Mechanistic","SGTF","lambda_I",0.417501141735148
"Mechanistic","SGTF","r",0.653894013190314
"Mechanistic","SGTF","d",0.709231705340139
"Mechanistic","SGTF","m",1.38791
"Mechanistic","SGTF","kappa",5.63591774861085
"Mechanistic","SGTF","sigma_z",0.316272846390093
"Mechanistic","SGTF","lambda1",0.54090695607539
"Mechanistic","SGTF","lambda_I",0.608331691829355
"Mechanistic","SGTF","r",0.375714023791039
"Mechanistic","SGTF","d",0.677288467549398
"Mechanistic","SGTF","m",1.96544
"Mechanistic","SGTF","kappa",5.37414773225176
"Mechanistic","SGTF","sigma_z",0.345881170767703
"Mechanistic","SGTF","lambda1",0.507028025397764
"Mechanistic","SGTF","lambda_I",1.05425483517634
"Mechanistic","SGTF","r",0.285783713718458
"Mechanistic","SGTF","d",0.653586101628966
"Mechanistic","SGTF","m",1.25105
"Mechanistic","SGTF","kappa",1.7259040497338
"Mechanistic","SGTF","sigma_z",0.074678727486689
"Mechanistic","SGTF","lambda1",0.507028025397764
"Mechanistic","SGTF","lambda_I",1.05425483517634
"Mechanistic","SGTF","r",0.285783713718458
"Mechanistic","SGTF","d",0.653586101628966
"Mechanistic","SGTF","m",1.25105
"Mechanistic","SGTF","kappa",1.7259040497338
"Mechanistic","SGTF","sigma_z",0.074678727486689
"Mechanistic","SGTF","lambda1",0.512564870189564
"Mechanistic","SGTF","lambda_I",1.03667295145351
"Mechanistic","SGTF","r",0.284312867801648
"Mechanistic","SGTF","d",0.657185471321257
"Mechanistic","SGTF","m",1.26739
"Mechanistic","SGTF","kappa",1.56691387476001
"Mechanistic","SGTF","sigma_z",0.106862747668
"Mechanistic","SGTF","lambda1",0.0624312080264742
"Mechanistic","SGTF","lambda_I",0.236638883066485
"Mechanistic","SGTF","r",0.480048566495314
"Mechanistic","SGTF","d",0.828304034972158
"Mechanistic","SGTF","m",1.28311
"Mechanistic","SGTF","kappa",5.81482098233643
"Mechanistic","SGTF","sigma_z",0.409434639061387
"Mechanistic","SGTF","lambda1",0.318516818508457
"Mechanistic","SGTF","lambda_I",0.434578362308715
"Mechanistic","SGTF","r",0.275626111537512
"Mechanistic","SGTF","d",0.714110190584685
"Mechanistic","SGTF","m",1.71887
"Mechanistic","SGTF","kappa",11.7464374632457
"Mechanistic","SGTF","sigma_z",0.278945181094067
"Mechanistic","SGTF","lambda1",0.343715843260072
"Mechanistic","SGTF","lambda_I",0.584338991302045
"Mechanistic","SGTF","r",0.286848808982414
"Mechanistic","SGTF","d",0.726861738802102
"Mechanistic","SGTF","m",1.70175
"Mechanistic","SGTF","kappa",8.42463372065355
"Mechanistic","SGTF","sigma_z",0.338006551686199
"Mechanistic","SGTF","lambda1",0.227721929912236
"Mechanistic","SGTF","lambda_I",0.710208279895896
"Mechanistic","SGTF","r",0.191310024867785
"Mechanistic","SGTF","d",0.735116712395974
"Mechanistic","SGTF","m",1.77716
"Mechanistic","SGTF","kappa",6.58279877073403
"Mechanistic","SGTF","sigma_z",0.628264514349996
"Mechanistic","SGTF","lambda1",0.16302038901767
"Mechanistic","SGTF","lambda_I",0.971235700683159
"Mechanistic","SGTF","r",0.467383574393112
"Mechanistic","SGTF","d",0.749611654914826
"Mechanistic","SGTF","m",2.25474
"Mechanistic","SGTF","kappa",3.38884786230912
"Mechanistic","SGTF","sigma_z",3.88052323917315
"Mechanistic","SGTF","lambda1",0.12229733832711
"Mechanistic","SGTF","lambda_I",0.689301164291086
"Mechanistic","SGTF","r",0.408600243770267
"Mechanistic","SGTF","d",0.722402367221529
"Mechanistic","SGTF","m",1.49834
"Mechanistic","SGTF","kappa",1.91205580324327
"Mechanistic","SGTF","sigma_z",2.34407765398685
"Mechanistic","SGTF","lambda1",0.684341648465879
"Mechanistic","SGTF","lambda_I",0.478249364244416
"Mechanistic","SGTF","r",0.604710166122241
"Mechanistic","SGTF","d",0.607675048253536
"Mechanistic","SGTF","m",1.93827
"Mechanistic","SGTF","kappa",2.32672802608205
"Mechanistic","SGTF","sigma_z",0.0385947122591501
"Mechanistic","SGTF","lambda1",0.218650656196574
"Mechanistic","SGTF","lambda_I",0.267044491401853
"Mechanistic","SGTF","r",0.879959847844747
"Mechanistic","SGTF","d",0.685665074548657
"Mechanistic","SGTF","m",1.527
"Mechanistic","SGTF","kappa",3.71366774953834
"Mechanistic","SGTF","sigma_z",1.20760613601167
"Mechanistic","SGTF","lambda1",0.26213123596503
"Mechanistic","SGTF","lambda_I",0.445091678025441
"Mechanistic","SGTF","r",0.458230475420161
"Mechanistic","SGTF","d",0.715335225005937
"Mechanistic","SGTF","m",1.50131
"Mechanistic","SGTF","kappa",7.06773457007881
"Mechanistic","SGTF","sigma_z",0.710955101183909
"Mechanistic","SGTF","lambda1",0.320795958904574
"Mechanistic","SGTF","lambda_I",0.479225509540044
"Mechanistic","SGTF","r",0.435050135722615
"Mechanistic","SGTF","d",0.723137424142082
"Mechanistic","SGTF","m",1.46634
"Mechanistic","SGTF","kappa",6.93013989592346
"Mechanistic","SGTF","sigma_z",1.09085697180182
"Mechanistic","SGTF","lambda1",0.375281075164455
"Mechanistic","SGTF","lambda_I",0.640835170137611
"Mechanistic","SGTF","r",0.525965319987873
"Mechanistic","SGTF","d",0.730904113148247
"Mechanistic","SGTF","m",0.969016
"Mechanistic","SGTF","kappa",1.48189992855168
"Mechanistic","SGTF","sigma_z",0.730158240881309
"Mechanistic","SGTF","lambda1",0.690615534549242
"Mechanistic","SGTF","lambda_I",0.581272275136144
"Mechanistic","SGTF","r",0.124746699701382
"Mechanistic","SGTF","d",0.669412377457598
"Mechanistic","SGTF","m",1.93861
"Mechanistic","SGTF","kappa",3.66852619622137
"Mechanistic","SGTF","sigma_z",0.877802196019588
"Mechanistic","SGTF","lambda1",0.323117255988393
"Mechanistic","SGTF","lambda_I",0.69982778194563
"Mechanistic","SGTF","r",0.314321164159177
"Mechanistic","SGTF","d",0.69353331600433
"Mechanistic","SGTF","m",1.65172
"Mechanistic","SGTF","kappa",3.34805640547918
"Mechanistic","SGTF","sigma_z",0.229436265107622
"Mechanistic","SGTF","lambda1",0.35386492728614
"Mechanistic","SGTF","lambda_I",0.678924737987937
"Mechanistic","SGTF","r",0.330962567210076
"Mechanistic","SGTF","d",0.690178513247706
"Mechanistic","SGTF","m",1.71337
"Mechanistic","SGTF","kappa",3.64406566766642
"Mechanistic","SGTF","sigma_z",0.134153582135949
"Mechanistic","SGTF","lambda1",0.454651994467639
"Mechanistic","SGTF","lambda_I",0.714966922211169
"Mechanistic","SGTF","r",0.616855179380972
"Mechanistic","SGTF","d",0.67620229144847
"Mechanistic","SGTF","m",1.48128
"Mechanistic","SGTF","kappa",1.67668729743326
"Mechanistic","SGTF","sigma_z",0.607236465216225
"Mechanistic","SGTF","lambda1",0.694965552078795
"Mechanistic","SGTF","lambda_I",0.605651221911812
"Mechanistic","SGTF","r",0.350350919377622
"Mechanistic","SGTF","d",0.620844891741274
"Mechanistic","SGTF","m",2.10046
"Mechanistic","SGTF","kappa",7.47227870387455
"Mechanistic","SGTF","sigma_z",0.621044214941185
"Mechanistic","SGTF","lambda1",0.104799109947356
"Mechanistic","SGTF","lambda_I",0.367368443973541
"Mechanistic","SGTF","r",0.581485641211399
"Mechanistic","SGTF","d",0.823962714079494
"Mechanistic","SGTF","m",1.48471
"Mechanistic","SGTF","kappa",5.12638124534675
"Mechanistic","SGTF","sigma_z",0.430860890860782
"Mechanistic","SGTF","lambda1",0.155043431203352
"Mechanistic","SGTF","lambda_I",0.378426277691165
"Mechanistic","SGTF","r",0.78675294484036
"Mechanistic","SGTF","d",0.790469663036063
"Mechanistic","SGTF","m",1.45303
"Mechanistic","SGTF","kappa",3.26297710161505
"Mechanistic","SGTF","sigma_z",0.423699839565866
"Mechanistic","SGTF","lambda1",0.238613545543833
"Mechanistic","SGTF","lambda_I",0.548903295290584
"Mechanistic","SGTF","r",0.954669186579209
"Mechanistic","SGTF","d",0.65897742599872
"Mechanistic","SGTF","m",1.14826
"Mechanistic","SGTF","kappa",2.86365849094491
"Mechanistic","SGTF","sigma_z",0.2768415384065
"Mechanistic","SGTF","lambda1",0.103927680659751
"Mechanistic","SGTF","lambda_I",0.460477170489471
"Mechanistic","SGTF","r",0.679130483352396
"Mechanistic","SGTF","d",0.722543249418705
"Mechanistic","SGTF","m",1.25732
"Mechanistic","SGTF","kappa",5.28873982946777
"Mechanistic","SGTF","sigma_z",0.384566712705838
"Mechanistic","SGTF","lambda1",0.0726036560212433
"Mechanistic","SGTF","lambda_I",0.36736477030747
"Mechanistic","SGTF","r",0.204384960934678
"Mechanistic","SGTF","d",0.822631442993572
"Mechanistic","SGTF","m",1.30589
"Mechanistic","SGTF","kappa",5.19745976760743
"Mechanistic","SGTF","sigma_z",0.0912785005948518
"Mechanistic","SGTF","lambda1",0.0614285849029204
"Mechanistic","SGTF","lambda_I",0.510811316809333
"Mechanistic","SGTF","r",0.221728858873312
"Mechanistic","SGTF","d",0.785477865932371
"Mechanistic","SGTF","m",1.15174
"Mechanistic","SGTF","kappa",4.24520453003186
"Mechanistic","SGTF","sigma_z",0.818081756951765
"Mechanistic","SGTF","lambda1",0.449455692753
"Mechanistic","SGTF","lambda_I",0.630934011224954
"Mechanistic","SGTF","r",0.213912120536368
"Mechanistic","SGTF","d",0.662524328189842
"Mechanistic","SGTF","m",1.91899
"Mechanistic","SGTF","kappa",7.56241058639158
"Mechanistic","SGTF","sigma_z",0.205483405526974
"Mechanistic","SGTF","lambda1",1.00106403568473
"Mechanistic","SGTF","lambda_I",1.68503612037685
"Mechanistic","SGTF","r",0.238082030197147
"Mechanistic","SGTF","d",0.66149027299656
"Mechanistic","SGTF","m",1.84257
"Mechanistic","SGTF","kappa",1.97679530373711
"Mechanistic","SGTF","sigma_z",2.12747748805148
"Mechanistic","SGTF","lambda1",2.52274602323463
"Mechanistic","SGTF","lambda_I",1.39983307868207
"Mechanistic","SGTF","r",0.484324568955362
"Mechanistic","SGTF","d",0.725418898463693
"Mechanistic","SGTF","m",2.45286
"Mechanistic","SGTF","kappa",4.68211532344051
"Mechanistic","SGTF","sigma_z",3.2678098831016
"Mechanistic","SGTF","lambda1",3.28717982129854
"Mechanistic","SGTF","lambda_I",1.6198555846616
"Mechanistic","SGTF","r",0.188173663597476
"Mechanistic","SGTF","d",0.888723602619271
"Mechanistic","SGTF","m",2.19398
"Mechanistic","SGTF","kappa",1.58930688530651
"Mechanistic","SGTF","sigma_z",4.43425668639484
"Mechanistic","SGTF","lambda1",1.8869938363389
"Mechanistic","SGTF","lambda_I",1.06600359696333
"Mechanistic","SGTF","r",0.203939887026664
"Mechanistic","SGTF","d",0.822772947770829
"Mechanistic","SGTF","m",2.82605
"Mechanistic","SGTF","kappa",2.75531011307599
"Mechanistic","SGTF","sigma_z",4.44655660493866
"Mechanistic","SGTF","lambda1",0.0856582274383922
"Mechanistic","SGTF","lambda_I",1.53928650404031
"Mechanistic","SGTF","r",0.247372495355501
"Mechanistic","SGTF","d",0.697434274384281
