"group","parameter","value"
"Delta posterior","lambda1",0.467399933104492
"Delta posterior","lambda_I",2.43484719263324
"Delta posterior","r",0.241235896638838
"Delta posterior","d",0.980182010070947
"Delta posterior","m",3.0532
"Delta posterior","kappa",0.83967110960467
"Delta posterior","sigma_z",4.3539348524024
"Delta posterior","lambda1",0.514577038614892
"Delta posterior","lambda_I",1.81945135073189
"Delta posterior","r",0.105991115968541
"Delta posterior","d",0.772292434128223
"Delta posterior","m",2.92408
"Delta posterior","kappa",1.4077602975141
"Delta posterior","sigma_z",2.70754142535658
"Delta posterior","lambda1",0.239788019025325
"Delta posterior","lambda_I",2.92139137184898
"Delta posterior","r",0.385708645087184
"Delta posterior","d",0.718177877762684
"Delta posterior","m",2.59215
"Delta posterior","kappa",0.923615333274337
"Delta posterior","sigma_z",3.77145172393397
"Delta posterior","lambda1",0.852318496349844
"Delta posterior","lambda_I",1.87360803052665
"Delta posterior","r",0.301094834220492
"Delta posterior","d",0.834364434704613
"Delta posterior","m",2.89605
"Delta posterior","kappa",0.890469880462161
"Delta posterior","sigma_z",4.25238499146852
"Delta posterior","lambda1",0.45160652417984
"Delta posterior","lambda_I",6.82170881599068
"Delta posterior","r",0.239170163312833
"Delta posterior","d",1.10876191398008
"Delta posterior","m",2.78695
"Delta posterior","kappa",0.629608551209053
"Delta posterior","sigma_z",4.42119490477038
"Delta posterior","lambda1",0.40572609090681
"Delta posterior","lambda_I",6.61467059729662
"Delta posterior","r",0.163513454747008
"Delta posterior","d",1.04551752284545
"Delta posterior","m",2.25197
"Delta posterior","kappa",0.579817430496359
"Delta posterior","sigma_z",4.26942859591849
"Delta posterior","lambda1",1.07489104182408
"Delta posterior","lambda_I",4.38934494196514
"Delta posterior","r",0.177545209693367
"Delta posterior","d",0.66578731918824
"Delta posterior","m",3.36349
"Delta posterior","kappa",2.00245113967544
"Delta posterior","sigma_z",3.79547664076321
"Delta posterior","lambda1",0.598783010151307
"Delta posterior","lambda_I",3.39186527945803
"Delta posterior","r",0.242571200837269
"Delta posterior","d",0.915253136550459
"Delta posterior","m",2.695
"Delta posterior","kappa",0.7429697116758
"Delta posterior","sigma_z",3.75812438813334
"Delta posterior","lambda1",0.681625426517374
"Delta posterior","lambda_I",2.55689594165517
"Delta posterior","r",0.146010024306092
"Delta posterior","d",1.03716320631207
"Delta posterior","m",2.66925
"Delta posterior","kappa",0.732313190976541
"Delta posterior","sigma_z",3.88168757078591
"Delta posterior","lambda1",0.923058191888699
"Delta posterior","lambda_I",4.97447580883014
"Delta posterior","r",0.257769372208887
"Delta posterior","d",0.705343754479008
"Delta posterior","m",2.99445
"Delta posterior","kappa",1.00407111456383
"Delta posterior","sigma_z",4.25663950336139
"Delta posterior","lambda1",0.79967730615095
"Delta posterior","lambda_I",2.94011883323079
"Delta posterior","r",0.141672106590602
"Delta posterior","d",0.737140328424209
"Delta posterior","m",2.73625
"Delta posterior","kappa",1.03109681025402
"Delta posterior","sigma_z",3.90786035331756
"Delta posterior","lambda1",0.844181297491174
"Delta posterior","lambda_I",2.49688760931925
"Delta posterior","r",0.13518244073883
"Delta posterior","d",0.74261094395444
"Delta posterior","m",2.75565
"Delta posterior","kappa",1.11857773627234
"Delta posterior","sigma_z",3.93601976195774
"Delta posterior","lambda1",0.865264533264851
"Delta posterior","lambda_I",5.32062086238467
"Delta posterior","r",0.297920084875464
"Delta posterior","d",0.778451180011566
"Delta posterior","m",3.25559
"Delta posterior","kappa",0.95869834998207
"Delta posterior","sigma_z",4.34662638268388
"Delta posterior","lambda1",0.510804165500957
"Delta posterior","lambda_I",7.50643010077162
"Delta posterior","r",0.0622217911848186
"Delta posterior","d",0.783584792753213
"Delta posterior","m",2.0661
"Delta posterior","kappa",0.974437205276908
"Delta posterior","sigma_z",3.82944544392423
"Delta posterior","lambda1",0.381327001616839
"Delta posterior","lambda_I",7.06003493646008
"Delta posterior","r",0.1086080227393
"Delta posterior","d",0.710994915784373
"Delta posterior","m",2.05542
"Delta posterior","kappa",0.831335362961545
"Delta posterior","sigma_z",4.22348239570559
"Delta posterior","lambda1",0.791055618125922
"Delta posterior","lambda_I",10.6205414658605
"Delta posterior","r",0.140242810209047
"Delta posterior","d",0.818264209526271
"Delta posterior","m",1.70704
"Delta posterior","kappa",0.573762919622694
"Delta posterior","sigma_z",3.90266635382295
"Delta posterior","lambda1",0.675831158275842
"Delta posterior","lambda_I",8.66385696115132
"Delta posterior","r",0.136145651419709
"Delta posterior","d",0.786650673605305
"Delta posterior","m",1.95831
"Delta posterior","kappa",0.632219269244286
"Delta posterior","sigma_z",3.84287198571985
"Delta posterior","lambda1",0.752029294754873
"Delta posterior","lambda_I",8.87661242012229
"Delta posterior","r",0.142271226133536
"Delta posterior","d",0.853871128479861
"Delta posterior","m",1.96767
"Delta posterior","kappa",0.587672769765004
"Delta posterior","sigma_z",3.94106109301662
"Delta posterior","lambda1",0.434322036698443
"Delta posterior","lambda_I",4.97666505978592
"Delta posterior","r",0.239483681536374
"Delta posterior","d",0.729319041536405
"Delta posterior","m",3.08549
"Delta posterior","kappa",1.25871077160379
"Delta posterior","sigma_z",4.45710744189558
"Delta posterior","lambda1",0.667489913288623
"Delta posterior","lambda_I",2.99441833294648
"Delta posterior","r",0.174707872481192
"Delta posterior","d",0.93224297078991
"Delta posterior","m",2.65389
"Delta posterior","kappa",0.768871056799002
"Delta posterior","sigma_z",4.44918084741098
"Delta posterior","lambda1",0.577260292890778
"Delta posterior","lambda_I",2.79211675019979
"Delta posterior","r",0.181474523775968
"Delta posterior","d",0.916652620681441
"Delta posterior","m",2.56497
"Delta posterior","kappa",0.781353192698594
"Delta posterior","sigma_z",4.44913635582497
"Delta posterior","lambda1",0.530644485924734
"Delta posterior","lambda_I",3.43717529879899
"Delta posterior","r",0.393361202062185
"Delta posterior","d",1.34398085875262
"Delta posterior","m",3.04491
"Delta posterior","kappa",0.561636182959087
"Delta posterior","sigma_z",4.45443397954935
"Delta posterior","lambda1",0.844284293892121
"Delta posterior","lambda_I",3.87947563933092
"Delta posterior","r",0.113274636209872
"Delta posterior","d",1.44758695326349
"Delta posterior","m",2.62171
"Delta posterior","kappa",0.658784373896417
"Delta posterior","sigma_z",3.34113309681644
"Delta posterior","lambda1",0.855066530177122
"Delta posterior","lambda_I",2.70137256162912
"Delta posterior","r",0.209976428458578
"Delta posterior","d",0.889747112402771
"Delta posterior","m",2.42757
"Delta posterior","kappa",0.64047896481727
"Delta posterior","sigma_z",3.80349355134154
"Delta posterior","lambda1",0.867399173872041
"Delta posterior","lambda_I",2.67269145428908
"Delta posterior","r",0.176576688716134
"Delta posterior","d",0.915048417322512
"Delta posterior","m",3.21435
"Delta posterior","kappa",1.14832573621765
"Delta posterior","sigma_z",3.43800031986927
"Delta posterior","lambda1",0.511050432454297
"Delta posterior","lambda_I",5.09260761014933
"Delta posterior","r",0.27233019410797
"Delta posterior","d",0.673514334341752
"Delta posterior","m",2.98565
"Delta posterior","kappa",1.27760981466481
"Delta posterior","sigma_z",4.16826549150318
"Delta posterior","lambda1",0.753836332640369
"Delta posterior","lambda_I",2.48948036514173
"Delta posterior","r",0.103809270610351
"Delta posterior","d",0.960160232110004
"Delta posterior","m",3.09721
"Delta posterior","kappa",1.15236344157928
"Delta posterior","sigma_z",3.56388057375606
"Delta posterior","lambda1",0.690034971045857
"Delta posterior","lambda_I",2.92206336914123
"Delta posterior","r",0.161876755791296
"Delta posterior","d",0.924944817505553
"Delta posterior","m",2.82875
"Delta posterior","kappa",0.860625352425336
"Delta posterior","sigma_z",4.06360292483708
"Delta posterior","lambda1",0.797153517136202
"Delta posterior","lambda_I",4.49992171518772
"Delta posterior","r",0.286387353970915
"Delta posterior","d",0.777626458940143
"Delta posterior","m",2.83079
"Delta posterior","kappa",0.810850972061147
"Delta posterior","sigma_z",4.23803619332674
"Delta posterior","lambda1",0.639792099457187
"Delta posterior","lambda_I",5.6742591012578
"Delta posterior","r",0.107644623573504
"Delta posterior","d",0.735634416772059
"Delta posterior","m",3.33512
"Delta posterior","kappa",1.69965450830628
"Delta posterior","sigma_z",3.7185730277391
"Delta posterior","lambda1",0.877794295835375
"Delta posterior","lambda_I",4.95501403366031
"Delta posterior","r",0.0897919456311527
"Delta posterior","d",0.689566596331727
"Delta posterior","m",2.79322
"Delta posterior","kappa",1.13999400087248
"Delta posterior","sigma_z",4.05734979248057
"Delta posterior","lambda1",0.544837333234295
"Delta posterior","lambda_I",4.86861742264158
"Delta posterior","r",0.0984722988801217
"Delta posterior","d",0.682345603154116
"Delta posterior","m",3.09284
"Delta posterior","kappa",1.49231857334811
"Delta posterior","sigma_z",3.58859226910016
"Delta posterior","lambda1",0.670967888057428
"Delta posterior","lambda_I",4.56884300006427
"Delta posterior","r",0.151653039831597
"Delta posterior","d",0.603456089998786
"Delta posterior","m",3.23736
"Delta posterior","kappa",3.67495173777377
"Delta posterior","sigma_z",3.83987571426876
"Delta posterior","lambda1",0.763326822968927
"Delta posterior","lambda_I",4.36522615960101
"Delta posterior","r",0.19601384196007
"Delta posterior","d",0.630479902235725
"Delta posterior","m",3.26149
"Delta posterior","kappa",1.76797000752148
"Delta posterior","sigma_z",3.98473176974261
"Delta posterior","lambda1",0.42202572799151
"Delta posterior","lambda_I",3.59995015668162
"Delta posterior","r",0.198110564019161
"Delta posterior","d",0.945879969609518
"Delta posterior","m",2.44541
"Delta posterior","kappa",0.653488724554596
"Delta posterior","sigma_z",4.00787028805848
"Delta posterior","lambda1",1.20121434586467
"Delta posterior","lambda_I",6.52160166557633
"Delta posterior","r",0.118583253963197
"Delta posterior","d",1.52269379521639
"Delta posterior","m",3.01031
"Delta posterior","kappa",0.671075922583951
"Delta posterior","sigma_z",4.31764450465862
"Delta posterior","lambda1",1.05487956076615
"Delta posterior","lambda_I",5.18235714465763
"Delta posterior","r",0.17705054893096
"Delta posterior","d",1.36071595673035
"Delta posterior","m",2.42711
"Delta posterior","kappa",0.514235987109358
"Delta posterior","sigma_z",3.69082496198988
"Delta posterior","lambda1",0.923643226878593
"Delta posterior","lambda_I",3.41360869482013
"Delta posterior","r",0.203505957366444
"Delta posterior","d",1.12647805499099
"Delta posterior","m",2.80728
"Delta posterior","kappa",0.608065300892207
"Delta posterior","sigma_z",3.70376548205685
"Delta posterior","lambda1",0.613041895718777
"Delta posterior","lambda_I",3.4501579065143
"Delta posterior","r",0.135283865598953
"Delta posterior","d",0.878983634312382
"Delta posterior","m",2.55752
"Delta posterior","kappa",0.799738083935744
"Delta posterior","sigma_z",3.70017457141248
"Delta posterior","lambda1",0.680177830200729
"Delta posterior","lambda_I",2.03304567257728
"Delta posterior","r",0.111212777298845
"Delta posterior","d",0.6830187277147
"Delta posterior","m",2.81764
"Delta posterior","kappa",1.47130682137198
"Delta posterior","sigma_z",3.8254648909089
"Delta posterior","lambda1",1.23235749804166
"Delta posterior","lambda_I",3.69703075933619
"Delta posterior","r",0.289054507901029
"Delta posterior","d",0.862765803139955
"Delta posterior","m",3.13093
"Delta posterior","kappa",0.777899453735015
"Delta posterior","sigma_z",3.77258332918345
"Delta posterior","lambda1",0.78036462545174
"Delta posterior","lambda_I",2.99993313474084
"Delta posterior","r",0.17968319617483
"Delta posterior","d",0.790785123361764
"Delta posterior","m",3.40456
"Delta posterior","kappa",1.7636067466618
"Delta posterior","sigma_z",4.20086308245262
"Delta posterior","lambda1",0.641581536576648
"Delta posterior","lambda_I",9.39549200211156
"Delta posterior","r",0.252725843582804
"Delta posterior","d",0.799360696630536
"Delta posterior","m",2.2083
"Delta posterior","kappa",0.64990310268319
"Delta posterior","sigma_z",4.10924782166867
"Delta posterior","lambda1",0.472924274264234
"Delta posterior","lambda_I",8.83428345956556
"Delta posterior","r",0.195761147127151
"Delta posterior","d",0.819982729935413
"Delta posterior","m",2.23968
"Delta posterior","kappa",0.695198404539351
"Delta posterior","sigma_z",4.32667781819781
"Delta posterior","lambda1",0.908976897881008
"Delta posterior","lambda_I",4.40064006648406
"Delta posterior","r",0.0999865102093587
"Delta posterior","d",0.745096156353785
"Delta posterior","m",2.86386
"Delta posterior","kappa",1.14717913163152
"Delta posterior","sigma_z",4.06880766690517
"Delta posterior","lambda1",0.403878172384944
"Delta posterior","lambda_I",2.87714936457093
"Delta posterior","r",0.226561238941487
"Delta posterior","d",0.698694280062575
"Delta posterior","m",3.31785
"Delta posterior","kappa",2.32888357409891
"Delta posterior","sigma_z",3.91670210513226
"Delta posterior","lambda1",1.11483900014789
"Delta posterior","lambda_I",2.97498798400643
"Delta posterior","r",0.167704797991289
"Delta posterior","d",0.771465751698733
"Delta posterior","m",2.83356
"Delta posterior","kappa",0.992843421148586
"Delta posterior","sigma_z",3.76696636569995
"Delta posterior","lambda1",0.660821183456698
"Delta posterior","lambda_I",6.43099969676082
"Delta posterior","r",0.246168258306413
"Delta posterior","d",0.716752275124834
"Delta posterior","m",3.00268
"Delta posterior","kappa",1.03143527176565
"Delta posterior","sigma_z",4.07072045597884
"Delta posterior","lambda1",0.553534609684318
"Delta posterior","lambda_I",4.1397690447962
"Delta posterior","r",0.141191239365711
"Delta posterior","d",0.714764615199976
"Delta posterior","m",2.94374
"Delta posterior","kappa",1.54634178081846
"Delta posterior","sigma_z",4.37090464382352
"Delta posterior","lambda1",0.547805490163012
"Delta posterior","lambda_I",1.72322580094303
"Delta posterior","r",0.26637771399239
"Delta posterior","d",0.858116849962106
"Delta posterior","m",3.27786
"Delta posterior","kappa",1.23407783640846
"Delta posterior","sigma_z",3.83799463607057
"Delta posterior","lambda1",1.60407938481569
"Delta posterior","lambda_I",7.37333415924976
"Delta posterior","r",0.156085709927151
"Delta posterior","d",0.966129689152302
"Delta posterior","m",2.82051
"Delta posterior","kappa",0.707267730131361
"Delta posterior","sigma_z",3.92815558922795
"Delta posterior","lambda1",1.81356949512155
"Delta posterior","lambda_I",5.28784082011472
"Delta posterior","r",0.121672776198301
"Delta posterior","d",0.985022594002025
"Delta posterior","m",2.72313
"Delta posterior","kappa",0.752702662260689
"Delta posterior","sigma_z",3.4503649221991
"Delta posterior","lambda1",0.781865146686439
"Delta posterior","lambda_I",4.56514373563857
"Delta posterior","r",0.102316942899196
"Delta posterior","d",0.73773617850059
"Delta posterior","m",3.26446
"Delta posterior","kappa",1.57907463276687
