"group","parameter","value"
"Omicron posterior","m",1.64525
"Omicron posterior","kappa",3.71084643428429
"Omicron posterior","sigma_z",2.96491984987001
"Omicron posterior","lambda1",0.324723898758335
"Omicron posterior","lambda_I",1.01573612912881
"Omicron posterior","r",0.583708245855289
"Omicron posterior","d",0.689515570291586
"Omicron posterior","m",1.95425
"Omicron posterior","kappa",16.6873341911459
"Omicron posterior","sigma_z",3.98349669434057
"Omicron posterior","lambda1",0.0505612402087077
"Omicron posterior","lambda_I",0.663292639036345
"Omicron posterior","r",0.271636636774416
"Omicron posterior","d",0.693794827356256
"Omicron posterior","m",1.93998
"Omicron posterior","kappa",15.8469967044476
"Omicron posterior","sigma_z",3.853762716555
"Omicron posterior","lambda1",0.152087388347827
"Omicron posterior","lambda_I",0.833233803272509
"Omicron posterior","r",0.467422836262337
"Omicron posterior","d",0.71544682600569
"Omicron posterior","m",1.93736
"Omicron posterior","kappa",14.5693498980863
"Omicron posterior","sigma_z",3.74035302992585
"Omicron posterior","lambda1",0.0669265185170823
"Omicron posterior","lambda_I",0.936812803050764
"Omicron posterior","r",0.437763267447584
"Omicron posterior","d",0.737928014844644
"Omicron posterior","m",2.02287
"Omicron posterior","kappa",9.48764095947455
"Omicron posterior","sigma_z",3.40610701056988
"Omicron posterior","lambda1",0.239000412765456
"Omicron posterior","lambda_I",0.622207898579607
"Omicron posterior","r",0.241482082787001
"Omicron posterior","d",0.7987070869435
"Omicron posterior","m",2.061
"Omicron posterior","kappa",2.88420702261494
"Omicron posterior","sigma_z",4.13104334096653
"Omicron posterior","lambda1",0.122282663527016
"Omicron posterior","lambda_I",0.960794339190958
"Omicron posterior","r",0.271859470165775
"Omicron posterior","d",0.911151404128856
"Omicron posterior","m",2.06414
"Omicron posterior","kappa",1.68147099067899
"Omicron posterior","sigma_z",3.05060520864862
"Omicron posterior","lambda1",0.127880377859167
"Omicron posterior","lambda_I",0.950653439293023
"Omicron posterior","r",0.280402277928858
"Omicron posterior","d",0.9020863786811
"Omicron posterior","m",1.94433
"Omicron posterior","kappa",1.97843078963351
"Omicron posterior","sigma_z",3.35771270632574
"Omicron posterior","lambda1",0.0992513259307794
"Omicron posterior","lambda_I",1.98972412803827
"Omicron posterior","r",0.657443138525488
"Omicron posterior","d",0.79230568161234
"Omicron posterior","m",1.42367
"Omicron posterior","kappa",1.00646481730258
"Omicron posterior","sigma_z",3.61662040502781
"Omicron posterior","lambda1",0.121388394758045
"Omicron posterior","lambda_I",1.89704611482289
"Omicron posterior","r",0.736312248163349
"Omicron posterior","d",0.798372498775187
"Omicron posterior","m",1.27727
"Omicron posterior","kappa",0.885532606268121
"Omicron posterior","sigma_z",3.78971189858321
"Omicron posterior","lambda1",0.292070519714538
"Omicron posterior","lambda_I",0.431495585112495
"Omicron posterior","r",0.261801158600123
"Omicron posterior","d",0.720879705200045
"Omicron posterior","m",1.96004
"Omicron posterior","kappa",10.2034918506004
"Omicron posterior","sigma_z",3.76945338412711
"Omicron posterior","lambda1",0.294148657994184
"Omicron posterior","lambda_I",0.648474887470068
"Omicron posterior","r",0.401571772770863
"Omicron posterior","d",0.737695604126578
"Omicron posterior","m",2.09673
"Omicron posterior","kappa",9.7913564344101
"Omicron posterior","sigma_z",3.92164026016908
"Omicron posterior","lambda1",0.0790021667244069
"Omicron posterior","lambda_I",0.685903041614423
"Omicron posterior","r",0.301984375409594
"Omicron posterior","d",0.729001127744538
"Omicron posterior","m",1.82345
"Omicron posterior","kappa",5.6742591012578
"Omicron posterior","sigma_z",3.82351440123168
"Omicron posterior","lambda1",0.270206175074382
"Omicron posterior","lambda_I",0.919569089170744
"Omicron posterior","r",0.429936394931303
"Omicron posterior","d",0.772949161766938
"Omicron posterior","m",2.12707
"Omicron posterior","kappa",4.51999098783347
"Omicron posterior","sigma_z",2.97870904416452
"Omicron posterior","lambda1",0.236643615891475
"Omicron posterior","lambda_I",0.862012075255076
"Omicron posterior","r",0.44891128243268
"Omicron posterior","d",0.787239308431141
"Omicron posterior","m",2.27859
"Omicron posterior","kappa",4.45768690352722
"Omicron posterior","sigma_z",2.68292870976427
"Omicron posterior","lambda1",0.0457812802307746
"Omicron posterior","lambda_I",0.620275217651069
"Omicron posterior","r",0.209366285240709
"Omicron posterior","d",0.741016045555085
"Omicron posterior","m",1.63917
"Omicron posterior","kappa",3.02103654705697
"Omicron posterior","sigma_z",3.68190396434276
"Omicron posterior","lambda1",0.576229649901162
"Omicron posterior","lambda_I",1.51671528526554
"Omicron posterior","r",0.28564657045289
"Omicron posterior","d",0.688640441341823
"Omicron posterior","m",1.84303
"Omicron posterior","kappa",2.07949276293497
"Omicron posterior","sigma_z",1.79153178549979
"Omicron posterior","lambda1",0.641973020704479
"Omicron posterior","lambda_I",1.95668555803819
"Omicron posterior","r",0.371558112651958
"Omicron posterior","d",0.674271115792469
"Omicron posterior","m",2.38346
"Omicron posterior","kappa",3.52704355429636
"Omicron posterior","sigma_z",4.1601036923159
"Omicron posterior","lambda1",0.790114821825173
"Omicron posterior","lambda_I",3.74207398810965
"Omicron posterior","r",0.260289709758718
"Omicron posterior","d",0.747184601911501
"Omicron posterior","m",2.01766
"Omicron posterior","kappa",1.2268905985283
"Omicron posterior","sigma_z",2.77288972931748
"Omicron posterior","lambda1",0.552142562859587
"Omicron posterior","lambda_I",2.94553363197108
"Omicron posterior","r",0.187581849154249
"Omicron posterior","d",0.692425242373001
"Omicron posterior","m",2.31427
"Omicron posterior","kappa",2.40919098433892
"Omicron posterior","sigma_z",3.90703978880565
"Omicron posterior","lambda1",0.229748510707049
"Omicron posterior","lambda_I",0.979362724465177
"Omicron posterior","r",0.187105995846932
"Omicron posterior","d",0.647058869637431
"Omicron posterior","m",1.76199
"Omicron posterior","kappa",14.0755605617499
"Omicron posterior","sigma_z",1.00748930560677
"Omicron posterior","lambda1",0.40417755701899
"Omicron posterior","lambda_I",1.17545816587729
"Omicron posterior","r",0.555088343736254
"Omicron posterior","d",0.703536162537295
"Omicron posterior","m",2.35633
"Omicron posterior","kappa",6.3807777862704
"Omicron posterior","sigma_z",4.26149483941094
"Omicron posterior","lambda1",0.266945703216975
"Omicron posterior","lambda_I",0.816479070573973
"Omicron posterior","r",0.156170018971905
"Omicron posterior","d",0.813872955080681
"Omicron posterior","m",2.63939
"Omicron posterior","kappa",6.96056048111581
"Omicron posterior","sigma_z",4.09513629490401
"Omicron posterior","lambda1",0.299506248062448
"Omicron posterior","lambda_I",1.05972156596363
"Omicron posterior","r",0.130212180676576
"Omicron posterior","d",0.795207652755171
"Omicron posterior","m",2.67587
"Omicron posterior","kappa",6.78775327852287
"Omicron posterior","sigma_z",4.27955914164565
"Omicron posterior","lambda1",0.351213843600913
"Omicron posterior","lambda_I",0.795717544263357
"Omicron posterior","r",0.138639256000805
"Omicron posterior","d",0.831494163180808
"Omicron posterior","m",2.69854
"Omicron posterior","kappa",3.63933146020004
"Omicron posterior","sigma_z",4.34197797979345
"Omicron posterior","lambda1",0.421000608471637
"Omicron posterior","lambda_I",2.19091441986761
"Omicron posterior","r",0.292786969780795
"Omicron posterior","d",0.677302690756559
"Omicron posterior","m",2.33965
"Omicron posterior","kappa",2.83125478411097
"Omicron posterior","sigma_z",3.40954891652047
"Omicron posterior","lambda1",0.525018383926887
"Omicron posterior","lambda_I",1.87802557705793
"Omicron posterior","r",0.3084208600466
"Omicron posterior","d",0.726027780309721
"Omicron posterior","m",2.15385
"Omicron posterior","kappa",1.56294677850645
"Omicron posterior","sigma_z",3.18884888315955
"Omicron posterior","lambda1",1.21287066475183
"Omicron posterior","lambda_I",0.961155569672075
"Omicron posterior","r",0.737666096892561
"Omicron posterior","d",0.795910927121678
"Omicron posterior","m",2.19056
"Omicron posterior","kappa",1.99459894488554
"Omicron posterior","sigma_z",3.40505128104313
"Omicron posterior","lambda1",0.291842793533916
"Omicron posterior","lambda_I",0.736491930272226
"Omicron posterior","r",0.53051449395035
"Omicron posterior","d",0.887480260118434
"Omicron posterior","m",1.93239
"Omicron posterior","kappa",1.5971423481788
"Omicron posterior","sigma_z",3.10501951378952
"Omicron posterior","lambda1",0.221476231998875
"Omicron posterior","lambda_I",0.796329686393378
"Omicron posterior","r",0.38043535918073
"Omicron posterior","d",0.908442939948017
"Omicron posterior","m",2.19718
"Omicron posterior","kappa",1.94104987621408
"Omicron posterior","sigma_z",2.46054531956992
"Omicron posterior","lambda1",0.443175688287778
"Omicron posterior","lambda_I",1.67054179173084
"Omicron posterior","r",0.19398780164777
"Omicron posterior","d",0.822400316032949
"Omicron posterior","m",2.17204
"Omicron posterior","kappa",1.78005631242963
"Omicron posterior","sigma_z",4.40975882608179
"Omicron posterior","lambda1",0.576255580818849
"Omicron posterior","lambda_I",0.992639184481078
"Omicron posterior","r",0.338057256471716
"Omicron posterior","d",0.778936306197829
"Omicron posterior","m",2.36086
"Omicron posterior","kappa",3.33142453231714
"Omicron posterior","sigma_z",2.71271234588564
"Omicron posterior","lambda1",0.100528903079405
"Omicron posterior","lambda_I",1.50727894190849
"Omicron posterior","r",0.255656636109787
"Omicron posterior","d",0.687736849780015
"Omicron posterior","m",1.35741
"Omicron posterior","kappa",1.65479477811289
"Omicron posterior","sigma_z",3.1176515186336
"Omicron posterior","lambda1",0.177188702231909
"Omicron posterior","lambda_I",1.32694193792073
"Omicron posterior","r",0.235607027394232
"Omicron posterior","d",0.69280479539385
"Omicron posterior","m",1.41533
"Omicron posterior","kappa",1.68535125159521
"Omicron posterior","sigma_z",3.52563301900051
"Omicron posterior","lambda1",0.190399649021699
"Omicron posterior","lambda_I",1.83851466805424
"Omicron posterior","r",0.126330978826342
"Omicron posterior","d",0.802969137316513
"Omicron posterior","m",2.63605
"Omicron posterior","kappa",8.119592758323
"Omicron posterior","sigma_z",3.73224526395854
"Omicron posterior","lambda1",0.220726698749066
"Omicron posterior","lambda_I",2.68074301365796
"Omicron posterior","r",0.117202742727649
"Omicron posterior","d",0.695270708933186
"Omicron posterior","m",1.54653
"Omicron posterior","kappa",2.17667830180773
"Omicron posterior","sigma_z",3.50678618066722
"Omicron posterior","lambda1",0.126950250197299
"Omicron posterior","lambda_I",0.446867119667429
"Omicron posterior","r",0.0780200058439812
"Omicron posterior","d",0.813119657554859
"Omicron posterior","m",1.69512
"Omicron posterior","kappa",10.2478712388452
"Omicron posterior","sigma_z",0.791797184609748
"Omicron posterior","lambda1",0.272504541217323
"Omicron posterior","lambda_I",0.758594424103651
"Omicron posterior","r",0.69324694588432
"Omicron posterior","d",0.692662784967361
"Omicron posterior","m",1.17001
"Omicron posterior","kappa",1.76761468126146
"Omicron posterior","sigma_z",0.214846813531959
"Omicron posterior","lambda1",0.3433104977659
"Omicron posterior","lambda_I",0.554422637227561
"Omicron posterior","r",1.04255517609491
"Omicron posterior","d",0.6658399184641
"Omicron posterior","m",1.41585
"Omicron posterior","kappa",2.26218916156529
"Omicron posterior","sigma_z",0.977985436658911
"Omicron posterior","lambda1",0.320026971756894
"Omicron posterior","lambda_I",0.609395376152706
"Omicron posterior","r",0.661811835402572
"Omicron posterior","d",0.652290020003817
"Omicron posterior","m",1.44931
"Omicron posterior","kappa",3.67212311409555
"Omicron posterior","sigma_z",0.791065110850296
"Omicron posterior","lambda1",0.131201627214437
"Omicron posterior","lambda_I",0.67659189616373
"Omicron posterior","r",0.156877505171952
"Omicron posterior","d",0.803380362779554
"Omicron posterior","m",1.5641
"Omicron posterior","kappa",3.5488726866488
"Omicron posterior","sigma_z",2.00560547958357
"Omicron posterior","lambda1",0.125053954350918
"Omicron posterior","lambda_I",0.761547295680303
"Omicron posterior","r",0.189109323487219
"Omicron posterior","d",0.790076897223923
"Omicron posterior","m",1.63974
"Omicron posterior","kappa",2.63047121673004
"Omicron posterior","sigma_z",1.48248984210826
"Omicron posterior","lambda1",0.214750154215847
"Omicron posterior","lambda_I",0.636367533302968
"Omicron posterior","r",0.272180453683602
"Omicron posterior","d",0.85478953349723
"Omicron posterior","m",1.53701
"Omicron posterior","kappa",1.92557957433189
"Omicron posterior","sigma_z",0.619582137461753
"Omicron posterior","lambda1",0.102121704050714
"Omicron posterior","lambda_I",0.420830137747857
"Omicron posterior","r",0.410371677272893
"Omicron posterior","d",0.718652750267958
"Omicron posterior","m",2.08
"Omicron posterior","kappa",8.68207017795403
"Omicron posterior","sigma_z",3.97577620205247
"Omicron posterior","lambda1",0.371422518688243
"Omicron posterior","lambda_I",1.46580121879912
"Omicron posterior","r",0.466830986544763
"Omicron posterior","d",0.745495634944289
"Omicron posterior","m",2.09632
"Omicron posterior","kappa",2.58007379180676
"Omicron posterior","sigma_z",4.17210206030641
"Omicron posterior","lambda1",0.114535552729101
"Omicron posterior","lambda_I",1.2853100843312
"Omicron posterior","r",0.13459298237739
"Omicron posterior","d",0.735038059115773
"Omicron posterior","m",2.37657
"Omicron posterior","kappa",3.3225414929506
"Omicron posterior","sigma_z",3.90223708413429
"Omicron posterior","lambda1",0.583697739201423
"Omicron posterior","lambda_I",0.999487956139226
"Omicron posterior","r",0.307977053625446
"Omicron posterior","d",0.78773936414288
"Omicron posterior","m",1.27907
"Omicron posterior","kappa",1.00966551223769
"Omicron posterior","sigma_z",2.00609891922213
"Omicron posterior","lambda1",0.185266490726749
"Omicron posterior","lambda_I",0.910841938562576
"Omicron posterior","r",1.46062437731965
"Omicron posterior","d",0.734405463718273
"Omicron posterior","m",1.30677
"Omicron posterior","kappa",1.39973369406168
"Omicron posterior","sigma_z",2.10989461343229
"Omicron posterior","lambda1",0.109896089560796
"Omicron posterior","lambda_I",1.07427605767535
"Omicron posterior","r",0.0342612603144928
"Omicron posterior","d",0.846682082606899
"Omicron posterior","m",2.53752
"Omicron posterior","kappa",5.23219037420502
"Omicron posterior","sigma_z",4.30286035332169
"Omicron posterior","lambda1",0.14073452003502
"Omicron posterior","lambda_I",0.852028757319512
"Omicron posterior","r",0.0366771989138219
"Omicron posterior","d",0.822650363734348
"Omicron posterior","m",2.44759
"Omicron posterior","kappa",5.48424809244843
"Omicron posterior","sigma_z",4.19200860610627
"Omicron posterior","lambda1",0.107801899507416
"Omicron posterior","lambda_I",1.31098006668291
"Omicron posterior","r",0.126144147267136
"Omicron posterior","d",0.881015552470762
"Omicron posterior","m",2.47005
"Omicron posterior","kappa",7.00805358593716
"Omicron posterior","sigma_z",3.01711175121583
"Omicron posterior","lambda1",0.72804312128885
"Omicron posterior","lambda_I",1.75679302141912
"Omicron posterior","r",0.0889038349142083
"Omicron posterior","d",0.801275857353456
"Omicron posterior","m",2.19954
"Omicron posterior","kappa",2.44856955758365
"Omicron posterior","sigma_z",3.74964061728819
"Omicron posterior","lambda1",0.393159066357651
"Omicron posterior","lambda_I",0.945032273707627
"Omicron posterior","r",0.0574500157807917
"Omicron posterior","d",0.723493295291885
"Omicron posterior","m",1.62631
"Omicron posterior","kappa",2.84473523506046
"Omicron posterior","sigma_z",0.605832944535416
"Omicron posterior","lambda1",0.477889378024962
"Omicron posterior","lambda_I",1.0496725936779
"Omicron posterior","r",0.0559207370895419
"Omicron posterior","d",0.726847201712697
"Omicron posterior","m",1.55096
"Omicron posterior","kappa",3.40528964297537
"Omicron posterior","sigma_z",0.67755943712672
"Omicron posterior","lambda1",0.234732197444885
"Omicron posterior","lambda_I",0.56169347277148
"Omicron posterior","r",0.551798685171948
"Omicron posterior","d",0.669058351957923
"Omicron posterior","m",1.4202
"Omicron posterior","kappa",4.36579367588952
"Omicron posterior","sigma_z",0.470148818166178
"Omicron posterior","lambda1",0.345421454589606
"Omicron posterior","lambda_I",0.47749910185264
"Omicron posterior","r",0.49682918704401
"Omicron posterior","d",0.690857292291471
"Omicron posterior","m",1.46358
"Omicron posterior","kappa",3.74330907630407
"Omicron posterior","sigma_z",0.573241032860329
"Omicron posterior","lambda1",0.319895787593065
"Omicron posterior","lambda_I",0.591496803284564
"Omicron posterior","r",0.597486254776045
"Omicron posterior","d",0.772102473555536
"Omicron posterior","m",1.52497
"Omicron posterior","kappa",2.04001671204196
"Omicron posterior","sigma_z",0.497375005090655
"Omicron posterior","lambda1",0.354328794107316
"Omicron posterior","lambda_I",0.393992265731489
"Omicron posterior","r",0.404400724619055
"Omicron posterior","d",0.783850473028219
"Omicron posterior","m",1.75436
"Omicron posterior","kappa",2.92069032204908
"Omicron posterior","sigma_z",0.735164496535248
"Omicron posterior","lambda1",0.183008990304579
"Omicron posterior","lambda_I",0.896309053230371
"Omicron posterior","r",0.41032325627187
"Omicron posterior","d",0.712248793167556
"Omicron posterior","m",0.962163
"Omicron posterior","kappa",1.94303075716536
"Omicron posterior","sigma_z",0.511134251598201
"Omicron posterior","lambda1",0.437198479718232
"Omicron posterior","lambda_I",0.521324807801833
"Omicron posterior","r",1.03473132122716
"Omicron posterior","d",0.628796251022034
"Omicron posterior","m",1.52912
"Omicron posterior","kappa",1.92715726998145
"Omicron posterior","sigma_z",0.410066884361268
"Omicron posterior","lambda1",0.580571683314112
"Omicron posterior","lambda_I",0.616668917243797
"Omicron posterior","r",0.469154565905466
"Omicron posterior","d",0.627075707515267
"Omicron posterior","m",1.55332
"Omicron posterior","kappa",2.00713031911367
"Omicron posterior","sigma_z",0.168565648453632
"Omicron posterior","lambda1",0.572386967344398
"Omicron posterior","lambda_I",0.135039223270315
"Omicron posterior","r",1.21740068530182
"Omicron posterior","d",0.598369394012126
"Omicron posterior","m",2.08735
"Omicron posterior","kappa",4.89512592068538
"Omicron posterior","sigma_z",0.401628800011435
"Omicron posterior","lambda1",0.331237380172463
"Omicron posterior","lambda_I",0.116206093056117
"Omicron posterior","r",1.29501463986156
"Omicron posterior","d",0.677132031982397
"Omicron posterior","m",1.9267
"Omicron posterior","kappa",2.8290755570373
"Omicron posterior","sigma_z",0.756644312925795
"Omicron posterior","lambda1",0.202430228990697
"Omicron posterior","lambda_I",0.539601702251035
"Omicron posterior","r",0.774804918019323
"Omicron posterior","d",0.749072128776004
"Omicron posterior","m",1.56647
"Omicron posterior","kappa",1.84374347109739
"Omicron posterior","sigma_z",3.05374895076279
"Omicron posterior","lambda1",0.425102909231708
"Omicron posterior","lambda_I",0.579300463949714
"Omicron posterior","r",0.324068618538682
"Omicron posterior","d",0.705158273463403
"Omicron posterior","m",1.71251
"Omicron posterior","kappa",3.8284116332251
"Omicron posterior","sigma_z",0.897358348540709
"Omicron posterior","lambda1",0.0936538256892589
"Omicron posterior","lambda_I",0.214327512850472
"Omicron posterior","r",1.52506190091572
"Omicron posterior","d",0.760627141345202
"Omicron posterior","m",1.26848
"Omicron posterior","kappa",4.32196430870532
"Omicron posterior","sigma_z",0.636355442434699
"Omicron posterior","lambda1",0.181166279167702
"Omicron posterior","lambda_I",0.750625064664762
"Omicron posterior","r",0.468191911411708
"Omicron posterior","d",0.735949335690279
"Omicron posterior","m",1.11098
"Omicron posterior","kappa",2.84436544351687
"Omicron posterior","sigma_z",0.640771730596077
"Omicron posterior","lambda1",0.150631322577487
"Omicron posterior","lambda_I",0.654737426036116
"Omicron posterior","r",0.207548548085544
"Omicron posterior","d",0.743105687574452
"Omicron posterior","m",1.27869
"Omicron posterior","kappa",5.29943388127929
"Omicron posterior","sigma_z",0.21425465388283
"Omicron posterior","lambda1",0.217995687172747
"Omicron posterior","lambda_I",0.234164832315767
"Omicron posterior","r",0.442041725401105
"Omicron posterior","d",0.779153659746669
"Omicron posterior","m",1.69975
"Omicron posterior","kappa",12.74259094059
"Omicron posterior","sigma_z",0.297286190431921
"Omicron posterior","lambda1",0.306382793401007
"Omicron posterior","lambda_I",0.31866974328035
"Omicron posterior","r",0.812486483994745
"Omicron posterior","d",0.699764100515022
"Omicron posterior","m",1.47585
"Omicron posterior","kappa",5.24004454892471
"Omicron posterior","sigma_z",0.264286906207745
"Omicron posterior","lambda1",0.229946179411617
"Omicron posterior","lambda_I",0.354059606528031
"Omicron posterior","r",0.493658152659888
"Omicron posterior","d",0.839240468794255
"Omicron posterior","m",1.59793
"Omicron posterior","kappa",2.55516295375601
"Omicron posterior","sigma_z",0.274405044377349
"Omicron posterior","lambda1",0.0309547134202753
"Omicron posterior","lambda_I",0.694075871168865
"Omicron posterior","r",0.440764305965276
"Omicron posterior","d",0.733950273454331
"Omicron posterior","m",1.1514
"Omicron posterior","kappa",4.02349126658408
"Omicron posterior","sigma_z",0.299799908055443
"Omicron posterior","lambda1",0.0415004918503522
"Omicron posterior","lambda_I",0.606820043849946
"Omicron posterior","r",0.405617776501154
"Omicron posterior","d",0.71321383121683
"Omicron posterior","m",1.20024
"Omicron posterior","kappa",3.49048257397245
"Omicron posterior","sigma_z",0.10848644984736
"Omicron posterior","lambda1",0.10900952666237
"Omicron posterior","lambda_I",0.885071363944314
"Omicron posterior","r",0.431338549301765
"Omicron posterior","d",0.704927724404806
"Omicron posterior","m",0.823633
"Omicron posterior","kappa",4.57099086098208
"Omicron posterior","sigma_z",0.739366160269807
"Omicron posterior","lambda1",0.0967127533006753
"Omicron posterior","lambda_I",0.981860340688437
"Omicron posterior","r",0.405618993356309
"Omicron posterior","d",0.691025882037902
"Omicron posterior","m",0.853111
"Omicron posterior","kappa",5.10785729381963
"Omicron posterior","sigma_z",0.991627416950026
"Omicron posterior","lambda1",0.0164402941036121
"Omicron posterior","lambda_I",0.744070865021575
"Omicron posterior","r",0.31546106875594
"Omicron posterior","d",0.791900124934723
"Omicron posterior","m",0.836628
"Omicron posterior","kappa",1.98342668926637
"Omicron posterior","sigma_z",1.05264316386633
"Omicron posterior","lambda1",0.0208371047352365
"Omicron posterior","lambda_I",0.460421456122629
"Omicron posterior","r",0.237663374349215
"Omicron posterior","d",0.819116466090966
"Omicron posterior","m",1.49635
"Omicron posterior","kappa",7.58619387585617
"Omicron posterior","sigma_z",1.03654586314033
"Omicron posterior","lambda1",0.0618910312959507
"Omicron posterior","lambda_I",0.214177536089467
"Omicron posterior","r",0.199959586570483
"Omicron posterior","d",0.857068014548189
"Omicron posterior","m",1.39234
"Omicron posterior","kappa",3.34163430437059
"Omicron posterior","sigma_z",1.426190637581
"Omicron posterior","lambda1",0.765169424302438
"Omicron posterior","lambda_I",0.419043728727845
"Omicron posterior","r",0.435098428967906
"Omicron posterior","d",0.6527559213851
"Omicron posterior","m",2.16874
"Omicron posterior","kappa",2.89930194674895
"Omicron posterior","sigma_z",0.346649879918255
"Omicron posterior","lambda1",0.102674652870736
"Omicron posterior","lambda_I",1.00917673035189
"Omicron posterior","r",0.132630262936036
"Omicron posterior","d",0.71355054760398
"Omicron posterior","m",1.87334
"Omicron posterior","kappa",15.5223357067416
"Omicron posterior","sigma_z",2.77835770627314
"Omicron posterior","lambda1",0.114200454717923
"Omicron posterior","lambda_I",0.942572725785235
"Omicron posterior","r",0.473677769331794
"Omicron posterior","d",0.672631935588196
"Omicron posterior","m",1.88478
"Omicron posterior","kappa",19.840791594954
"Omicron posterior","sigma_z",3.11721507797255
"Omicron posterior","lambda1",0.0641083922043793
"Omicron posterior","lambda_I",1.16588913274675
"Omicron posterior","r",0.139627097405644
"Omicron posterior","d",0.839274878358867
"Omicron posterior","m",0.966381
"Omicron posterior","kappa",1.13364034622855
"Omicron posterior","sigma_z",4.1837166408208
"Omicron posterior","lambda1",0.323013875008316
"Omicron posterior","lambda_I",1.18993656621386
"Omicron posterior","r",0.0686509711825035
"Omicron posterior","d",0.750279106259491
"Omicron posterior","m",1.02237
"Omicron posterior","kappa",1.90156075696432
"Omicron posterior","sigma_z",0.653191454818917
"Omicron posterior","lambda1",0.0460747592783933
"Omicron posterior","lambda_I",0.945542445283163
"Omicron posterior","r",0.263424099482267
"Omicron posterior","d",0.794084023727113
"Omicron posterior","m",1.31344
"Omicron posterior","kappa",3.09290259151071
"Omicron posterior","sigma_z",0.590095435546363
"Omicron posterior","lambda1",0.0715971507358061
"Omicron posterior","lambda_I",0.305266534616654
"Omicron posterior","r",0.355457353130387
"Omicron posterior","d",0.816450494306591
"Omicron posterior","m",1.06316
"Omicron posterior","kappa",2.8236207068359
"Omicron posterior","sigma_z",0.356083508927367
"Omicron posterior","lambda1",0.238687527209518
"Omicron posterior","lambda_I",0.73419839057619
"Omicron posterior","r",0.179988917397739
"Omicron posterior","d",0.781579036404127
"Omicron posterior","m",1.98026
"Omicron posterior","kappa",7.33076590847549
"Omicron posterior","sigma_z",1.37744729504141
"Omicron posterior","lambda1",0.0315509998351819
"Omicron posterior","lambda_I",0.357642998865109
"Omicron posterior","r",0.377029818687553
"Omicron posterior","d",0.795318989619955
"Omicron posterior","m",1.19529
"Omicron posterior","kappa",10.7415564560441
"Omicron posterior","sigma_z",0.347743548663945
"Omicron posterior","lambda1",0.430946209763465
"Omicron posterior","lambda_I",1.37315086421087
"Omicron posterior","r",0.507987722501422
"Omicron posterior","d",0.825074989842112
"Omicron posterior","m",0.713591
"Omicron posterior","kappa",0.931767461738887
"Omicron posterior","sigma_z",0.240684098485561
"Omicron posterior","lambda1",0.0352542214305186
"Omicron posterior","lambda_I",0.543328592145548
"Omicron posterior","r",0.359716161065559
"Omicron posterior","d",0.718652750267958
"Omicron posterior","m",1.02483
"Omicron posterior","kappa",4.28217046909595
"Omicron posterior","sigma_z",0.262086677442497
"Omicron posterior","lambda1",0.0314244194129589
"Omicron posterior","lambda_I",0.673590445761746
"Omicron posterior","r",0.361768780185437
"Omicron posterior","d",0.715410339147986
"Omicron posterior","m",1.02264
"Omicron posterior","kappa",5.3000698515025
"Omicron posterior","sigma_z",0.357600084280171
"Omicron posterior","lambda1",0.0139609658092126
"Omicron posterior","lambda_I",0.824037698098196
"Omicron posterior","r",0.123778698171853
"Omicron posterior","d",0.695683126733376
"Omicron posterior","m",1.0265
"Omicron posterior","kappa",7.40607048700397
"Omicron posterior","sigma_z",0.628468105032555
"Delta posterior","lambda1",0.66224215293363
"Delta posterior","lambda_I",4.23905344407835
"Delta posterior","r",0.119298085235843
"Delta posterior","d",0.799662912088986
"Delta posterior","m",2.6732
"Delta posterior","kappa",0.92054959631951
"Delta posterior","sigma_z",3.11880526312506
"Delta posterior","lambda1",1.661503640662
"Delta posterior","lambda_I",4.31052626538829
"Delta posterior","r",0.20294505532499
"Delta posterior","d",0.951949587404446
"Delta posterior","m",2.75342
"Delta posterior","kappa",0.692780547650349
"Delta posterior","sigma_z",3.87230524405884
"Delta posterior","lambda1",1.66221990307459
"Delta posterior","lambda_I",4.21032566580238
"Delta posterior","r",0.219217695394905
"Delta posterior","d",0.900152577023776
"Delta posterior","m",2.89656
"Delta posterior","kappa",0.737181609438459
"Delta posterior","sigma_z",3.92917704246431
"Delta posterior","lambda1",1.49964138071385
"Delta posterior","lambda_I",5.2793870396304
"Delta posterior","r",0.168643206488901
"Delta posterior","d",0.995763350030463
"Delta posterior","m",3.20263
"Delta posterior","kappa",0.877273040851705
"Delta posterior","sigma_z",4.10854930891425
"Delta posterior","lambda1",0.854763035432413
"Delta posterior","lambda_I",7.89673987303392
"Delta posterior","r",0.185411054962238
"Delta posterior","d",0.733824778687678
"Delta posterior","m",2.94485
"Delta posterior","kappa",1.03027679587676
"Delta posterior","sigma_z",4.1981753902331
"Delta posterior","lambda1",0.498651412245749
"Delta posterior","lambda_I",3.67848138540181
"Delta posterior","r",0.110831970928979
"Delta posterior","d",0.717866256190508
"Delta posterior","m",3.20955
"Delta posterior","kappa",1.75550927498694
"Delta posterior","sigma_z",4.28435493302615
"Delta posterior","lambda1",0.566174468525175
"Delta posterior","lambda_I",6.71430281791135
"Delta posterior","r",0.192923797432475
"Delta posterior","d",0.849014511801523
"Delta posterior","m",3.13871
"Delta posterior","kappa",1.01405982252324
"Delta posterior","sigma_z",4.42951456922552
"Delta posterior","lambda1",0.762265011223782
"Delta posterior","lambda_I",4.42230034167043
"Delta posterior","r",0.202242056391557
"Delta posterior","d",0.771347726467883
