n_pairs,rep_id,true_mean_gen,true_sd_gen,mean_gen_median,mean_gen_q05,mean_gen_q95,mean_gen_error,mean_gen_abs_error,mean_gen_ci_width,mean_gen_covered,sd_gen_median,sd_gen_q05,sd_gen_q95,sd_gen_error,sd_gen_abs_error,sd_gen_ci_width,sd_gen_covered,max_rhat,min_ess_bulk,min_ess_tail,n_divergent
30,58,5.060354079778466,2.427456447399629,4.960175,4.100555,5.9905845,-0.1001790797784663,0.1001790797784663,1.8900294999999998,TRUE,2.352925,1.7664975,3.338643499999999,-0.07453144739962925,0.07453144739962925,1.572145999999999,TRUE,1.0085345609202012,443.2291964044441,161.7382106227558,0
30,59,5.060354079778466,2.427456447399629,5.223134999999999,4.340503,6.1924715,0.16278092022153334,0.16278092022153334,1.8519685,TRUE,2.121455,1.5761690000000002,3.033171,-0.3060014473996291,0.3060014473996291,1.4570019999999997,TRUE,1.0087397320150255,633.2056773080423,425.05747256708855,0
30,60,5.060354079778466,2.427456447399629,5.2225,4.3138805,6.448849,0.1621459202215343,0.1621459202215343,2.1349685000000003,TRUE,2.63238,1.9716765,3.7041589999999998,0.20492355260037076,0.20492355260037076,1.7324824999999997,TRUE,1.008761316159651,324.22075307281773,179.01650818857155,0
30,61,5.060354079778466,2.427456447399629,5.62288,4.637575999999999,6.856968999999999,0.5625259202215345,0.5625259202215345,2.219393,TRUE,2.92204,2.2016355,4.138203499999999,0.4945835526003708,0.4945835526003708,1.9365679999999985,TRUE,1.0076971019504573,414.14475558820044,285.1382987205341,0
30,62,5.060354079778466,2.427456447399629,4.957495,4.043443999999999,6.0108365,-0.10285907977846609,0.10285907977846609,1.9673925000000008,TRUE,2.492185,1.9689240000000001,3.402294,0.06472855260037091,0.06472855260037091,1.4333699999999998,TRUE,1.015046828647186,356.2453062889191,219.33660474911358,0
30,63,5.060354079778466,2.427456447399629,5.74318,4.8320725,6.797860999999999,0.6828259202215339,0.6828259202215339,1.9657884999999995,TRUE,2.43698,1.7149424999999998,3.6412524999999993,0.009523552600370966,0.009523552600370966,1.9263099999999995,TRUE,1.0076634012773102,537.2664962250035,218.5985660321869,0
30,64,5.060354079778466,2.427456447399629,4.582205,3.8549870000000004,5.376417499999999,-0.47814907977846577,0.47814907977846577,1.5214304999999984,TRUE,1.825965,1.3671735,2.4597824999999998,-0.6014914473996291,0.6014914473996291,1.0926089999999997,TRUE,1.0114696217024786,395.9206688529409,214.5486208922807,0
30,65,5.060354079778466,2.427456447399629,4.801985,3.9598679999999997,5.841409999999999,-0.2583690797784657,0.2583690797784657,1.8815419999999992,TRUE,2.427605,1.867709,3.351699,1.4855260037061058e-4,1.4855260037061058e-4,1.48399,TRUE,1.0254558331360522,591.5905270091613,403.72981754440167,0
30,66,5.060354079778466,2.427456447399629,5.682145,4.8070935,6.833727499999999,0.6217909202215344,0.6217909202215344,2.0266339999999996,TRUE,2.52338,1.841864,3.7328585,0.09592355260037078,0.09592355260037078,1.8909945,TRUE,1.0152796922285698,488.6437699227036,369.5593250246207,0
30,67,5.060354079778466,2.427456447399629,4.513905,3.7016635,5.488932,-0.5464490797784656,0.5464490797784656,1.7872685000000001,TRUE,2.2392700000000003,1.7750525000000001,3.0374224999999995,-0.18818644739962886,0.18818644739962886,1.2623699999999993,TRUE,1.0083567621094678,514.636232108606,277.90643307297626,0
30,68,5.060354079778466,2.427456447399629,4.82803,4.025078499999999,5.7557469999999995,-0.2323240797784658,0.2323240797784658,1.7306685000000002,TRUE,2.0839100000000004,1.559123,2.9496545,-0.3435464473996288,0.3435464473996288,1.3905314999999998,TRUE,1.0135933770893817,527.1859198873728,266.4681762189131,0
30,69,5.060354079778466,2.427456447399629,5.01082,4.1443395,5.976138,-0.04953407977846602,0.04953407977846602,1.8317984999999997,TRUE,2.178895,1.694723,3.0184589999999996,-0.24856144739962938,0.24856144739962938,1.3237359999999996,TRUE,1.0164330101360433,473.78020483573977,262.3059052787863,0
30,70,5.060354079778466,2.427456447399629,5.328855,4.381268,6.49068,0.26850092022153405,0.26850092022153405,2.109412,TRUE,2.5645,1.9821515,3.5687134999999994,0.1370435526003706,0.1370435526003706,1.5865619999999994,TRUE,1.0104213735021768,429.5805412527438,287.9864690344576,0
