prior_scenario,accuracy,strength,job_id,rep_id,n_pairs,true_mean_gen,true_sd_gen,mean_gen_median,mean_gen_q05,mean_gen_q95,mean_gen_error,mean_gen_abs_error,mean_gen_ci_width,mean_gen_covered,sd_gen_median,sd_gen_q05,sd_gen_q95,sd_gen_error,sd_gen_abs_error,sd_gen_ci_width,sd_gen_covered,expected_train_lpd,expected_test_lpd,test_lpd_per_pair,kl_true_to_postmean,tv_true_to_postmean,rmse_p_si,waic,looic,max_pareto_k,max_rhat,min_ess_bulk,min_ess_tail,n_divergent,max_treedepth_hit
accurate_weak,accurate,weak,11,2,200,5.060354079778466,2.427456447399629,4.87047,4.478549,5.2625725,-0.18988407977846578,0.18988407977846578,0.7840235,TRUE,2.134715,1.85422,2.5869385,-0.29274144739962926,0.29274144739962926,0.7327185,TRUE,-668.653141525,-17255.757760668155,-3.451151552133631,0.0048631471672904505,0.022352810073628035,9.378090952751342e-4,1348.2801618403187,1348.3238999773077,Inf,1.0089930094286481,500.3554441888727,317.71408629454686,0,0
accurate_moderate,accurate,moderate,12,2,200,5.060354079778466,2.427456447399629,4.861635,4.4857315,5.2390835,-0.19871907977846615,0.19871907977846615,0.7533519999999996,TRUE,2.185845,1.929103,2.532196,-0.24161144739962914,0.24161144739962914,0.6030929999999999,TRUE,-668.622701125,-17239.90202965869,-3.447980405931738,0.0041622541711905095,0.026414659727602263,0.0011758079272969164,1346.2866876532005,1346.5718369325307,Inf,1.0093631009050936,700.7126761791134,639.5649485945567,0,0
accurate_strong,accurate,strong,13,2,200,5.060354079778466,2.427456447399629,4.9116599999999995,4.523832,5.249625,-0.14869407977846638,0.14869407977846638,0.7257930000000004,TRUE,2.2737499999999997,2.0558185,2.5461185,-0.15370644739962946,0.15370644739962946,0.49029999999999996,TRUE,-668.79305775,-17219.2473910706,-3.44384947821412,0.002154354160346376,0.02184213002529046,0.001005218543456954,1345.8347840220106,1345.9090707808969,Inf,1.0073984453033322,732.4508702798817,660.6231984036663,0,0
mildly_wrong_weak,mildly_wrong,weak,14,2,200,5.060354079778466,2.427456447399629,4.90546,4.509325,5.2948295000000005,-0.15489407977846614,0.15489407977846614,0.7855045000000009,TRUE,2.11974,1.8369915,2.616352,-0.307716447399629,0.307716447399629,0.7793604999999999,TRUE,-668.66484505,-17252.906954593418,-3.4505813909186838,0.004426779310822075,0.022008991421419235,9.314238112345681e-4,1347.9445850978302,1348.124147139874,Inf,1.01100372277901,469.90291065786624,327.7630041132014,0,0
mildly_wrong_moderate,mildly_wrong,moderate,15,2,200,5.060354079778466,2.427456447399629,4.9076900000000006,4.5379495,5.299888,-0.1526640797784653,0.1526640797784653,0.7619385000000003,TRUE,2.186405,1.9070150000000001,2.5378595,-0.24105144739962903,0.24105144739962903,0.6308445,TRUE,-668.7851388583333,-17236.302418333227,-3.4472604836666454,0.0033598767726204966,0.025741081688705633,0.0011614712625724448,1347.247451913051,1347.2747064294965,Inf,1.010953496126569,583.5397736763056,615.6062219736355,0,0
mildly_wrong_strong,mildly_wrong,strong,16,2,200,5.060354079778466,2.427456447399629,4.93538,4.5159185,5.349246,-0.12497407977846553,0.12497407977846553,0.8333275000000002,TRUE,2.318315,2.0651414999999997,2.6158795,-0.10914144739962905,0.10914144739962905,0.5507380000000004,TRUE,-669.1444790333334,-17215.8949621439,-3.4431789924287797,0.0014228075890024036,0.020782428186475924,9.99091089776229e-4,1347.6642707490241,1347.7346723045707,Inf,1.0048907052522416,669.6759759744378,479.20282049529584,0,0
badly_wrong_weak,badly_wrong,weak,17,2,200,5.060354079778466,2.427456447399629,4.906295,4.5367785000000005,5.301613,-0.15405907977846578,0.15405907977846578,0.7648344999999992,TRUE,2.13929,1.8138925000000001,2.5785505,-0.28816644739962927,0.28816644739962927,0.7646579999999998,TRUE,-668.7458429166667,-17250.829714706397,-3.4501659429412794,0.0041269005123181456,0.025234913619057265,0.0010974103220952396,1348.3380878168628,1348.3941416789664,Inf,1.007463442453539,603.3232076016936,423.28815184807155,0,0
badly_wrong_moderate,badly_wrong,moderate,18,2,200,5.060354079778466,2.427456447399629,4.942405,4.5701175,5.343452,-0.11794907977846592,0.11794907977846592,0.7733344999999998,TRUE,2.1883749999999997,1.9106560000000001,2.571751,-0.23908144739962944,0.23908144739962944,0.6610949999999998,TRUE,-668.9229173583333,-17229.85653889111,-3.4459713077782217,0.002805495734707738,0.026750382494297623,0.0012301983920294886,1347.1378141917378,1347.2745274310266,Inf,1.0063639994019786,691.3153197218089,700.4123004362415,0,0
badly_wrong_strong,badly_wrong,strong,19,2,200,5.060354079778466,2.427456447399629,5.06832,4.7059785,5.436574,0.007965920221534084,0.007965920221534084,0.7305955000000006,TRUE,2.4902800000000003,2.1841945000000003,2.8383905,0.06282355260037109,0.06282355260037109,0.6541959999999998,TRUE,-669.7270680333334,-17210.367356297294,-3.4420734712594587,0.0017314309334194988,0.02240527781534244,0.001076211229963764,1347.5280616886796,1347.6344217329051,Inf,1.0053784242279677,652.7025646930797,686.3400560884428,0,0
manuscript_default,manuscript_default,default,20,2,200,5.060354079778466,2.427456447399629,4.855180000000001,4.4771495,5.2523745,-0.20517407977846513,0.20517407977846513,0.7752249999999998,TRUE,2.12555,1.8555225,2.5689735,-0.30190644739962913,0.30190644739962913,0.7134509999999998,TRUE,-668.6750918333333,-17259.897977864377,-3.4519795955728756,0.00526095576141426,0.02301392948892682,9.592865361674501e-4,1348.3501366425198,1348.4649314998073,Inf,1.0085500409958623,508.57920047542444,423.80600325439747,0,0
accurate_weak,accurate,weak,21,3,200,5.060354079778466,2.427456447399629,4.711180000000001,4.3628105,5.1095575,-0.34917407977846526,0.34917407977846526,0.746747,TRUE,2.124455,1.830819,2.580379,-0.303001447399629,0.303001447399629,0.7495600000000002,TRUE,-661.6303137166667,-17137.25019867998,-3.427450039735996,0.010930610607803292,0.046439551021974605,0.002141639657059743,1335.4128072370484,1335.5821211805787,Inf,1.0109200854570917,662.9749540598584,515.2585066548605,0,0
accurate_moderate,accurate,moderate,22,3,200,5.060354079778466,2.427456447399629,4.73492,4.3772554999999995,5.095173,-0.32543407977846606,0.32543407977846606,0.7179175000000004,TRUE,2.14805,1.8679295,2.5676194999999997,-0.27940644739962917,0.27940644739962917,0.6996899999999997,TRUE,-661.4647515583333,-17118.197007768067,-3.4236394015536136,0.010096333533704867,0.04766895108769822,0.002231348677220736,1332.7330186485478,1332.7700285718147,Inf,1.0075637707088148,636.3703437464197,518.790537304133,0,0
accurate_strong,accurate,strong,23,3,200,5.060354079778466,2.427456447399629,4.76201,4.398105500000001,5.148416500000001,-0.2983440797784658,0.2983440797784658,0.750311,TRUE,2.24268,2.0365635,2.517442,-0.18477644739962917,0.18477644739962917,0.48087849999999976,TRUE,-661.5587452833333,-17094.55499153408,-3.418910998306816,0.007310671746267402,0.04365351396398739,0.002084626162834802,1332.6047933067214,1332.7242756834003,Inf,1.0054073451129675,685.590364422412,671.1542494468334,0,0
mildly_wrong_weak,mildly_wrong,weak,24,3,200,5.060354079778466,2.427456447399629,4.7299050000000005,4.3665140000000005,5.120193499999999,-0.3304490797784654,0.3304490797784654,0.7536794999999987,TRUE,2.108545,1.802112,2.5617975,-0.3189114473996293,0.3189114473996293,0.7596855,TRUE,-661.7128936916666,-17136.891335308534,-3.4273782670617066,0.010421105568182574,0.046961168827850425,0.0021849848803553447,1335.6549829710343,1336.3389109501902,Inf,1.017484624873589,439.5928347464941,384.561229524676,0,0
mildly_wrong_moderate,mildly_wrong,moderate,25,3,200,5.060354079778466,2.427456447399629,4.760475,4.3861945,5.162299,-0.2998790797784663,0.2998790797784663,0.7761044999999998,TRUE,2.1631549999999997,1.8595245,2.5988445000000002,-0.26430144739962946,0.26430144739962946,0.7393200000000002,TRUE,-661.635845625,-17113.31229038215,-3.42266245807643,0.009211937462837078,0.04831226423973602,0.002286635834381619,1334.4383727575037,1334.5475539894687,Inf,1.0108333475982627,558.5887931944075,572.0531703930789,0,0
mildly_wrong_strong,mildly_wrong,strong,26,3,200,5.060354079778466,2.427456447399629,4.789565,4.4292985,5.1969895,-0.2707890797784662,0.2707890797784662,0.7676910000000001,TRUE,2.3085,2.0448454999999996,2.641759,-0.11895644739962918,0.11895644739962918,0.5969135000000003,TRUE,-661.7569812916666,-17087.314004893444,-3.4174628009786887,0.006576608197305808,0.04508568143443728,0.002197899395588354,1333.5177533058552,1333.5248933746968,Inf,1.00431760058866,647.0934482793018,590.224516508204,0,0
badly_wrong_weak,badly_wrong,weak,27,3,200,5.060354079778466,2.427456447399629,4.75106,4.386967499999999,5.11029,-0.309294079778466,0.309294079778466,0.723322500000001,TRUE,2.113925,1.831097,2.576641,-0.3135314473996291,0.3135314473996291,0.745544,TRUE,-661.6587375666667,-17128.386047048443,-3.4256772094096886,0.010257534979490685,0.04942484097730813,0.0023211601600969995,1335.5106071455273,1335.9818010863742,Inf,1.0193804284319605,456.8001698189471,369.3178947189772,0,0
badly_wrong_moderate,badly_wrong,moderate,28,3,200,5.060354079778466,2.427456447399629,4.8135200000000005,4.4559825,5.184219,-0.2468340797784654,0.2468340797784654,0.7282364999999995,TRUE,2.160825,1.841177,2.6211545,-0.2666314473996292,0.2666314473996292,0.7799774999999998,TRUE,-661.6988010833334,-17104.153652046018,-3.4208307304092034,0.008591385090664453,0.04886380004838591,0.002332844933067534,1333.8422593333516,1334.1350233405446,Inf,1.0054597692957654,545.591921889511,596.7950101679556,0,0
badly_wrong_strong,badly_wrong,strong,29,3,200,5.060354079778466,2.427456447399629,4.9502749999999995,4.6080015,5.2993995,-0.11007907977846632,0.11007907977846632,0.6913979999999995,TRUE,2.4568000000000003,2.1751695,2.785492,0.029343552600371137,0.029343552600371137,0.6103225000000001,TRUE,-662.20605675,-17070.886340371988,-3.4141772680743974,0.005248336786559422,0.04145479915865162,0.0020390349851561345,1332.7288381133071,1332.8224513200066,Inf,1.0110639548893419,742.3245602037678,533.9454178400819,0,0
manuscript_default,manuscript_default,default,30,3,200,5.060354079778466,2.427456447399629,4.724425,4.371597,5.104813,-0.33592907977846576,0.33592907977846576,0.7332159999999996,TRUE,2.137715,1.8302755,2.5988785,-0.28974144739962915,0.28974144739962915,0.7686030000000001,TRUE,-661.5918433583333,-17135.584270379597,-3.4271168540759196,0.010574903115264272,0.04593104841422108,0.002123964952646834,1334.9636081419656,1335.2212914864226,Inf,1.018437125136053,466.89218687941224,308.8954879342614,0,0
accurate_weak,accurate,weak,31,4,200,5.060354079778466,2.427456447399629,5.2132000000000005,4.832004,5.624044,0.15284592022153465,0.15284592022153465,0.7920399999999992,TRUE,2.37006,2.041949,2.8651549999999997,-0.057396447399629125,0.057396447399629125,0.8232059999999999,TRUE,-683.25909535,-17060.799561492582,-3.4121599122985162,0.001481421531491667,0.023188373855365253,0.0011784238140125389,1376.9828514974781,1376.9092578313816,Inf,1.0092667003158404,638.2877616041903,363.63812688380085,0,0
accurate_moderate,accurate,moderate,32,4,200,5.060354079778466,2.427456447399629,5.207735,4.8173425,5.6280035,0.1473809202215337,0.1473809202215337,0.8106610000000005,TRUE,2.408245,2.1060740000000004,2.7992125,-0.01921144739962921,0.01921144739962921,0.6931384999999994,TRUE,-683.1265596083333,-17051.639725662302,-3.4103279451324604,0.0010754061498062554,0.019616573389739954,9.487481258544089e-4,1375.5312090534096,1375.5751518155796,Inf,1.0063225536071891,739.2539920910136,557.5272559241035,0,0
accurate_strong,accurate,strong,33,4,200,5.060354079778466,2.427456447399629,5.235625,4.8386154999999995,5.623257,0.1752709202215339,0.1752709202215339,0.7846415000000002,TRUE,2.436375,2.208837,2.7183699999999997,0.008918552600370777,0.008918552600370777,0.5095329999999998,TRUE,-683.063956975,-17049.760157067798,-3.4099520314135594,0.001319183197389748,0.020973342307556264,9.990175096012794e-4,1374.590802524839,1374.6580158280385,Inf,1.0065067301139987,764.3587909669624,551.7585414955404,0,0
mildly_wrong_weak,mildly_wrong,weak,34,4,200,5.060354079778466,2.427456447399629,5.24041,4.818906000000001,5.676108,0.18005592022153394,0.18005592022153394,0.8572019999999991,TRUE,2.38387,2.014805,2.872574,-0.04358644739962925,0.04358644739962925,0.8577690000000002,TRUE,-683.3826864416667,-17063.462088234297,-3.4126924176468596,0.0015418812964611943,0.023730796325327454,0.0011649060986775775,1378.6166934373323,1378.61657865476,Inf,1.0130809305896848,559.0948009458394,374.1317057438901,0,0
mildly_wrong_moderate,mildly_wrong,moderate,35,4,200,5.060354079778466,2.427456447399629,5.25544,4.858349,5.619866,0.19508592022153426,0.19508592022153426,0.7615170000000004,TRUE,2.40508,2.0678895,2.859046,-0.022376447399629296,0.022376447399629296,0.7911565,TRUE,-683.2085119,-17053.637679649888,-3.410727535929978,0.001275371383269934,0.020498397200620227,9.140664376944304e-4,1376.2965139090768,1376.4874530422373,Inf,1.0103411110713645,646.7250193091162,624.6027501490001,0,0
mildly_wrong_strong,mildly_wrong,strong,36,4,200,5.060354079778466,2.427456447399629,5.26715,4.8691055,5.6991485,0.20679592022153415,0.20679592022153415,0.8300429999999999,TRUE,2.4568450000000004,2.2074105,2.762736,0.02938855260037121,0.02938855260037121,0.5553254999999999,TRUE,-683.1607343416666,-17052.514677244646,-3.410502935448929,0.0017773855050101756,0.022516875718458843,9.802506905889508e-4,1375.2386203530568,1375.2552562206222,Inf,1.0051073283643093,570.3247715266244,452.6718225899725,0,0
badly_wrong_weak,badly_wrong,weak,37,4,200,5.060354079778466,2.427456447399629,5.261475,4.8480300000000005,5.695628999999999,0.20112092022153405,0.20112092022153405,0.8475989999999989,TRUE,2.37749,2.0370955,2.8935269999999997,-0.0499664473996293,0.0499664473996293,0.8564314999999998,TRUE,-683.3577615333334,-17061.438473087237,-3.4122876946174476,0.0015292452360671953,0.023034567017103647,0.0010475320098940796,1378.4020568876253,1378.4819372480035,Inf,1.0102968664954346,686.2612409137453,301.68330318700515,0,0
badly_wrong_moderate,badly_wrong,moderate,38,4,200,5.060354079778466,2.427456447399629,5.293935,4.904523999999999,5.7163525,0.23358092022153443,0.23358092022153443,0.8118285000000007,TRUE,2.450965,2.0953904999999997,2.9541364999999993,0.02350855260037088,0.02350855260037088,0.8587459999999996,TRUE,-683.363002025,-17058.56621922913,-3.4117132438458264,0.0022694563896855455,0.023619041712513535,0.0010022587259957412,1376.6391804983004,1376.6068053715833,Inf,1.004832026937209,675.3175787974284,589.9489952009587,0,0
badly_wrong_strong,badly_wrong,strong,39,4,200,5.060354079778466,2.427456447399629,5.3655550000000005,4.9871075,5.778968,0.30520092022153467,0.30520092022153467,0.7918605000000003,TRUE,2.61795,2.3039919999999996,2.9567685,0.19049355260037082,0.19049355260037082,0.6527765000000003,TRUE,-683.4925761083333,-17061.090058065318,-3.4122180116130636,0.004080445087969269,0.02580677593860318,0.001067490890818213,1374.8718203247358,1374.86739925397,Inf,1.0035281947874217,714.9023452441554,474.31476800832706,0,0
manuscript_default,manuscript_default,default,40,4,200,5.060354079778466,2.427456447399629,5.20841,4.7915155,5.6568865,0.1480559202215339,0.1480559202215339,0.8653709999999997,TRUE,2.38475,2.047555,2.8607474999999996,-0.042706447399629255,0.042706447399629255,0.8131924999999995,TRUE,-683.3493809083334,-17062.725877613037,-3.4125451755226073,0.001477952828579379,0.023110859698786377,0.001173754779658023,1378.1381793903502,1378.3425041872229,Inf,1.0117485857734714,542.5015431455129,211.30959962483522,0,0
accurate_weak,accurate,weak,41,5,200,5.060354079778466,2.427456447399629,5.00772,4.6236495,5.4101675,-0.0526340797784659,0.0526340797784659,0.786518,TRUE,2.2043350000000004,1.9277675,2.6386249999999998,-0.2231214473996288,0.2231214473996288,0.7108574999999997,TRUE,-680.5017903583333,-17150.81274258994,-3.430162548517988,0.002174641185994115,0.02109594754883264,9.5638362117436e-4,1371.5910152492906,1371.7742383528478,Inf,1.0075181468718823,471.8925109780092,419.6040527037951,0,0
accurate_moderate,accurate,moderate,42,5,200,5.060354079778466,2.427456447399629,4.9988600000000005,4.6302575,5.371925000000001,-0.06149407977846533,0.06149407977846533,0.741667500000001,TRUE,2.2610099999999997,2.0090424999999996,2.6532225,-0.16644644739962944,0.16644644739962944,0.6441800000000004,TRUE,-680.6956805583334,-17129.603788830354,-3.425920757766071,6.289705908358807e-4,0.011623824618611918,5.253820167794651e-4,1370.3687613435363,1370.4838012181335,Inf,1.006769064874999,817.0805006721981,626.2030968340414,0,0
accurate_strong,accurate,strong,43,5,200,5.060354079778466,2.427456447399629,5.0222750000000005,4.63699,5.409162499999999,-0.03807907977846536,0.03807907977846536,0.772172499999999,TRUE,2.3319799999999997,2.127929,2.6110865,-0.09547644739962946,0.09547644739962946,0.4831574999999999,TRUE,-680.851892925,-17119.064502501144,-3.423812900500229,3.412027807463207e-4,0.009726511181317553,4.8616766043180893e-4,1369.7629287465018,1369.9008025530864,Inf,1.0081134929120517,596.8848977007528,573.1747727815084,0,0
mildly_wrong_weak,mildly_wrong,weak,44,5,200,5.060354079778466,2.427456447399629,5.0131250000000005,4.6091885,5.4247689999999995,-0.047229079778465355,0.047229079778465355,0.8155804999999994,TRUE,2.201755,1.9123695,2.6528285,-0.22570144739962927,0.22570144739962927,0.740459,TRUE,-680.5735634416667,-17148.14057684987,-3.429628115369974,0.0016339773163612206,0.01790798074807578,8.079702344512855e-4,1372.1703615019394,1372.4675079015767,Inf,1.0117468291301392,580.6421666250791,410.995107697454,0,0
mildly_wrong_moderate,mildly_wrong,moderate,45,5,200,5.060354079778466,2.427456447399629,5.04322,4.644796,5.4238925,-0.017134079778466038,0.017134079778466038,0.7790964999999996,TRUE,2.253965,1.966151,2.6433095,-0.17349144739962918,0.17349144739962918,0.6771585,TRUE,-680.8521561333333,-17128.052500129983,-3.4256105000259964,3.56424486735031e-4,0.009181258195718512,4.268203503527479e-4,1371.2824475832476,1371.343464238702,Inf,1.014138494511972,730.6473903743572,662.6970667388085,0,0
mildly_wrong_strong,mildly_wrong,strong,46,5,200,5.060354079778466,2.427456447399629,5.028915,4.608221,5.471907999999999,-0.03143907977846627,0.03143907977846627,0.8636869999999988,TRUE,2.3626750000000003,2.1327174999999996,2.6773779999999996,-0.06478144739962888,0.06478144739962888,0.5446605,TRUE,-681.317656925,-17118.44847933377,-3.4236896958667535,3.4455708415359246e-4,0.008776931452965242,4.259186319941202e-4,1371.935237722945,1371.882494758608,Inf,1.008589725768346,456.1694325181066,526.9984674640593,0,0
badly_wrong_weak,badly_wrong,weak,47,5,200,5.060354079778466,2.427456447399629,5.045585,4.645798500000001,5.46778,-0.014769079778465866,0.014769079778465866,0.8219814999999997,TRUE,2.19535,1.8985329999999998,2.653488,-0.23210644739962927,0.23210644739962927,0.754955,TRUE,-680.6892619083334,-17146.210397074727,-3.429242079414945,0.001159317058278062,0.015245883354033112,7.072007599509772e-4,1373.1794508400294,1373.2591486315544,Inf,1.0088982821057095,470.30574079339465,326.98301865210544,0,0
badly_wrong_moderate,badly_wrong,moderate,48,5,200,5.060354079778466,2.427456447399629,5.064325,4.680483000000001,5.454211,0.003970920221534335,0.003970920221534335,0.7737279999999993,TRUE,2.2991599999999996,2.0026194999999998,2.730934,-0.12829644739962953,0.12829644739962953,0.7283145000000002,TRUE,-681.228889275,-17123.695934558695,-3.4247391869117387,5.9406377859815696e-5,0.004453723936604361,2.441316832035122e-4,1372.4863047054855,1372.6081348924226,Inf,1.0062770256894646,749.8763873885383,684.97432891726055,0,0
badly_wrong_strong,badly_wrong,strong,49,5,200,5.060354079778466,2.427456447399629,5.14081,4.777326,5.517572499999999,0.08045592022153425,0.08045592022153425,0.7402464999999987,TRUE,2.52456,2.2380955000000005,2.877968,0.09710355260037096,0.09710355260037096,0.6398724999999996,TRUE,-682.0233377416666,-17115.18275821415,-3.42303655164283,0.0011613184372427099,0.009495773014051202,3.701076349885223e-4,1371.8592974726882,1371.9059331537435,Inf,1.003739947057422,751.4264400996078,707.219266910791,0,0
manuscript_default,manuscript_default,default,50,5,200,5.060354079778466,2.427456447399629,5.009085,4.5995895,5.408789499999999,-0.051269079778466065,0.051269079778466065,0.8091999999999988,TRUE,2.2076000000000002,1.9150625000000001,2.667053,-0.21985644739962895,0.21985644739962895,0.7519905,TRUE,-680.555590175,-17150.967476439142,-3.4301934952878286,0.001962391034898898,0.019734373573081162,8.857775566843207e-4,1372.0277473952553,1372.1037101963364,Inf,1.0179989792756194,404.0978040437041,514.9115272882016,0,0
accurate_weak,accurate,weak,51,6,200,5.060354079778466,2.427456447399629,4.710215,4.257977,5.1359715,-0.35013907977846603,0.35013907977846603,0.8779944999999998,TRUE,2.4881450000000003,2.201252,2.8925159999999996,0.06068855260037109,0.06068855260037109,0.6912639999999994,TRUE,-701.6649319333334,-17106.73759909277,-3.421347519818554,0.012118762513108824,0.057801138146886095,0.0028100632892248006,1413.539624567792,1413.661110153623,Inf,1.0064975224001902,506.2240789248421,439.52370183184036,0,0
accurate_moderate,accurate,moderate,52,6,200,5.060354079778466,2.427456447399629,4.673995,4.243292499999999,5.149216000000001,-0.3863590797784662,0.3863590797784662,0.9059235000000019,TRUE,2.4554,2.2231775000000003,2.8004244999999997,0.027943552600370847,0.027943552600370847,0.5772469999999994,TRUE,-701.494326325,-17102.70875029466,-3.420541750058932,0.012166434726218572,0.057793571334252385,0.0027755313043652365,1411.414226888391,1411.4147067664887,Inf,1.0115705645949091,817.3858068729843,693.0311116448537,0,0
accurate_strong,accurate,strong,53,6,200,5.060354079778466,2.427456447399629,4.6570149999999995,4.209948,5.0938535,-0.4033390797784664,0.4033390797784664,0.8839055,TRUE,2.4044999999999996,2.2088989999999997,2.646201,-0.022956447399629543,0.022956447399629543,0.4373020000000003,TRUE,-701.4053389583333,-17090.99686023338,-3.4181993720466757,0.01069364691343235,0.05408388259035593,0.002594570133171736,1410.1815157503802,1410.231499973131,Inf,1.0070239996282075,751.3240800523927,497.5952299280195,0,0
