"model","strain","mean_gen","sd_gen"
"Mechanistic","non-SGTF",3.89027,2.28027
"Mechanistic","non-SGTF",3.88539,2.256
"Mechanistic","non-SGTF",4.03791,2.2181
"Mechanistic","non-SGTF",3.93517,2.22898
"Mechanistic","non-SGTF",4.07372,2.16929
"Mechanistic","non-SGTF",3.96333,2.1644
"Mechanistic","non-SGTF",3.86374,2.02685
"Mechanistic","non-SGTF",4.2018,2.4857
"Mechanistic","non-SGTF",3.99702,2.23475
"Mechanistic","non-SGTF",3.98292,2.17361
"Mechanistic","non-SGTF",3.98823,2.15158
"Mechanistic","non-SGTF",3.97525,2.16043
"Mechanistic","non-SGTF",3.93898,2.16286
"Mechanistic","non-SGTF",3.97654,2.2068
"Mechanistic","non-SGTF",3.96917,2.27659
"Mechanistic","non-SGTF",4.00184,2.21925
"Mechanistic","non-SGTF",3.97656,2.2052
"Mechanistic","non-SGTF",4.05054,2.31649
"Mechanistic","non-SGTF",3.94819,2.21199
"Mechanistic","non-SGTF",3.90286,2.15319
"Mechanistic","non-SGTF",4.04505,2.3109
"Mechanistic","non-SGTF",4.051,2.23305
"Mechanistic","non-SGTF",3.97817,2.07158
"Mechanistic","non-SGTF",3.90507,2.19787
"Mechanistic","non-SGTF",3.97306,2.29117
"Mechanistic","non-SGTF",4.01416,2.26012
"Mechanistic","non-SGTF",3.96966,2.18336
"Mechanistic","non-SGTF",3.91821,2.20643
"Mechanistic","non-SGTF",3.95376,2.3281
"Mechanistic","non-SGTF",4.04781,2.17512
"Mechanistic","non-SGTF",3.89906,2.12249
"Mechanistic","non-SGTF",4.04302,2.31498
"Mechanistic","non-SGTF",3.89253,2.17817
"Mechanistic","non-SGTF",3.99483,2.25407
"Mechanistic","non-SGTF",4.15367,2.34956
"Mechanistic","non-SGTF",3.90219,2.24155
"Mechanistic","non-SGTF",3.86968,2.21504
"Mechanistic","non-SGTF",4.26111,2.47883
"Mechanistic","non-SGTF",4.1972,2.2739
"Mechanistic","non-SGTF",4.03964,2.29531
"Mechanistic","non-SGTF",3.93753,2.11246
"Mechanistic","non-SGTF",4.06942,2.16512
"Mechanistic","non-SGTF",3.93571,2.04026
"Mechanistic","non-SGTF",3.98043,2.26532
"Mechanistic","non-SGTF",4.19075,2.32179
"Mechanistic","non-SGTF",3.88719,2.2018
"Mechanistic","non-SGTF",3.96572,2.33936
"Mechanistic","non-SGTF",4.00764,2.167
"Mechanistic","non-SGTF",4.0441,2.22716
"Mechanistic","non-SGTF",3.98603,2.1313
"Mechanistic","non-SGTF",3.92355,2.13412
"Mechanistic","non-SGTF",3.95209,2.19174
"Mechanistic","non-SGTF",3.99391,2.18056
"Mechanistic","non-SGTF",4.04227,2.17875
"Mechanistic","non-SGTF",3.88604,2.04142
"Mechanistic","non-SGTF",3.9294,2.13839
"Mechanistic","non-SGTF",3.99131,2.07695
"Mechanistic","non-SGTF",4.04711,2.2335
"Mechanistic","non-SGTF",4.06953,2.12687
"Mechanistic","non-SGTF",3.91336,2.07132
"Mechanistic","non-SGTF",4.05559,2.20364
"Mechanistic","non-SGTF",4.05499,2.2458
"Mechanistic","non-SGTF",4.05056,2.25048
"Mechanistic","non-SGTF",3.94473,2.20166
"Mechanistic","non-SGTF",3.93238,2.08733
"Mechanistic","non-SGTF",3.93454,2.24307
"Mechanistic","non-SGTF",4.09459,2.03911
"Mechanistic","non-SGTF",3.94218,2.20453
"Mechanistic","non-SGTF",3.86871,2.10408
"Mechanistic","non-SGTF",3.99949,2.14912
"Mechanistic","non-SGTF",4.02022,2.2661
"Mechanistic","non-SGTF",4.06463,2.14724
"Mechanistic","non-SGTF",3.98785,2.2699
"Mechanistic","non-SGTF",4.041,2.25527
"Mechanistic","non-SGTF",4.09566,2.40889
"Mechanistic","non-SGTF",3.98914,2.13992
"Mechanistic","non-SGTF",4.00449,2.36074
"Mechanistic","non-SGTF",3.9804,2.26441
"Mechanistic","non-SGTF",4.0237,2.27041
"Mechanistic","non-SGTF",3.97282,2.22616
"Mechanistic","non-SGTF",3.95664,2.201
"Mechanistic","non-SGTF",4.14395,2.3531
"Mechanistic","non-SGTF",3.97734,2.15722
"Mechanistic","non-SGTF",3.90109,2.2326
"Mechanistic","non-SGTF",3.97496,2.18951
"Mechanistic","non-SGTF",4.08806,2.46292
"Mechanistic","non-SGTF",4.10004,2.39592
"Mechanistic","non-SGTF",3.98761,2.13405
"Mechanistic","non-SGTF",4.08796,2.16995
"Mechanistic","non-SGTF",3.97881,2.24604
"Mechanistic","non-SGTF",3.96045,2.24619
"Mechanistic","non-SGTF",3.99085,2.27687
"Mechanistic","non-SGTF",4.0416,2.20942
"Mechanistic","non-SGTF",3.87347,2.18969
"Mechanistic","non-SGTF",4.09139,2.14319
"Mechanistic","non-SGTF",4.07787,2.34729
"Mechanistic","non-SGTF",3.92413,2.04655
"Mechanistic","non-SGTF",4.14763,2.38242
"Mechanistic","non-SGTF",3.92058,2.12895
"Mechanistic","non-SGTF",3.97907,2.23378
"Mechanistic","non-SGTF",4.02699,2.1873
"Mechanistic","non-SGTF",4.03402,2.36161
"Mechanistic","non-SGTF",3.70071,2.11798
"Mechanistic","non-SGTF",3.98691,2.09939
"Mechanistic","non-SGTF",3.97503,2.14225
"Mechanistic","non-SGTF",3.76368,2.20173
"Mechanistic","non-SGTF",3.85664,2.2869
"Mechanistic","non-SGTF",4.11044,2.39244
"Mechanistic","non-SGTF",4.06721,2.35417
"Mechanistic","non-SGTF",3.92962,2.29733
"Mechanistic","non-SGTF",4.01256,2.22786
"Mechanistic","non-SGTF",4.08577,2.30043
"Mechanistic","non-SGTF",3.88281,2.23657
"Mechanistic","non-SGTF",3.99397,2.30294
"Mechanistic","non-SGTF",3.98277,2.19719
"Mechanistic","non-SGTF",4.00976,2.41241
"Mechanistic","non-SGTF",4.04752,2.28948
"Mechanistic","non-SGTF",4.05341,2.18649
"Mechanistic","non-SGTF",4.04635,2.21602
"Mechanistic","non-SGTF",4.03882,2.13631
"Mechanistic","non-SGTF",3.84971,2.13385
"Mechanistic","non-SGTF",4.01687,2.26782
"Mechanistic","non-SGTF",4.14014,2.31067
"Mechanistic","non-SGTF",3.93929,2.1286
"Mechanistic","non-SGTF",3.8995,2.24242
"Mechanistic","non-SGTF",3.93236,2.3179
"Mechanistic","non-SGTF",3.96572,2.04962
"Mechanistic","non-SGTF",3.89742,2.12831
"Mechanistic","non-SGTF",3.93376,2.30231
"Mechanistic","non-SGTF",4.03348,2.3014
"Mechanistic","non-SGTF",3.97824,2.29295
"Mechanistic","non-SGTF",3.91356,2.27061
"Mechanistic","non-SGTF",3.9733,2.20313
"Mechanistic","non-SGTF",3.97318,2.11872
"Mechanistic","non-SGTF",3.90755,2.13141
"Mechanistic","non-SGTF",4.08306,2.31599
"Mechanistic","non-SGTF",4.01678,2.17649
"Mechanistic","non-SGTF",4.12799,2.12972
"Mechanistic","non-SGTF",3.85699,2.03703
"Mechanistic","non-SGTF",4.11739,2.36087
"Mechanistic","non-SGTF",3.82619,2.0272
"Mechanistic","non-SGTF",4.05026,2.21872
"Mechanistic","non-SGTF",4.06476,2.28125
"Mechanistic","non-SGTF",3.99038,2.04479
"Mechanistic","non-SGTF",4.02275,2.08506
"Mechanistic","non-SGTF",4.08563,2.22539
"Mechanistic","non-SGTF",4.02338,2.08705
"Mechanistic","non-SGTF",3.93681,2.09223
"Mechanistic","non-SGTF",3.93952,2.18152
"Mechanistic","non-SGTF",3.98689,2.15956
"Mechanistic","non-SGTF",3.99217,2.29604
"Mechanistic","non-SGTF",3.84515,2.17859
"Mechanistic","non-SGTF",4.11613,2.33881
"Mechanistic","non-SGTF",4.11024,2.22058
"Mechanistic","non-SGTF",3.97159,2.20583
"Mechanistic","non-SGTF",3.89249,2.13539
"Mechanistic","non-SGTF",4.01413,2.17005
"Mechanistic","non-SGTF",3.96469,2.20591
"Mechanistic","non-SGTF",3.93595,2.11114
"Mechanistic","non-SGTF",4.05988,2.29527
"Mechanistic","non-SGTF",3.92261,2.22108
"Mechanistic","non-SGTF",4.10991,2.22621
"Mechanistic","non-SGTF",3.89977,2.22092
"Mechanistic","non-SGTF",3.94375,2.31684
"Mechanistic","non-SGTF",4.03108,2.23566
"Mechanistic","non-SGTF",3.98914,2.25524
"Mechanistic","non-SGTF",3.90834,2.1445
"Mechanistic","non-SGTF",4.01861,2.20413
"Mechanistic","non-SGTF",4.10229,2.21247
"Mechanistic","non-SGTF",3.95146,2.0673
"Mechanistic","non-SGTF",4.00062,2.30167
"Mechanistic","non-SGTF",3.68223,2.1934
"Mechanistic","non-SGTF",3.95821,2.31068
"Mechanistic","non-SGTF",4.10169,2.26622
"Mechanistic","non-SGTF",3.97737,2.16689
"Mechanistic","non-SGTF",4.13949,2.38931
"Mechanistic","non-SGTF",4.1397,2.49921
"Mechanistic","non-SGTF",4.09205,2.19888
"Mechanistic","non-SGTF",4.0014,2.13361
"Mechanistic","non-SGTF",3.91396,2.2605
"Mechanistic","non-SGTF",3.95669,2.22339
"Mechanistic","non-SGTF",4.01045,2.22112
"Mechanistic","non-SGTF",4.02204,2.18206
"Mechanistic","non-SGTF",3.90126,2.08445
"Mechanistic","non-SGTF",3.95734,2.12597
"Mechanistic","non-SGTF",3.91923,2.32791
"Mechanistic","non-SGTF",4.01594,2.09006
"Mechanistic","non-SGTF",3.95264,2.27664
"Mechanistic","non-SGTF",3.91222,2.21913
"Mechanistic","non-SGTF",4.07065,2.20349
"Mechanistic","non-SGTF",4.03028,2.05628
"Mechanistic","non-SGTF",3.96315,2.2623
"Mechanistic","non-SGTF",4.0696,2.2649
"Mechanistic","non-SGTF",4.00641,2.15343
"Mechanistic","non-SGTF",3.97851,2.24668
"Mechanistic","non-SGTF",4.00343,2.16691
"Mechanistic","non-SGTF",3.95703,2.28278
"Mechanistic","non-SGTF",4.07285,2.27208
"Mechanistic","non-SGTF",3.96806,2.20163
"Mechanistic","non-SGTF",3.95006,2.31053
"Mechanistic","non-SGTF",3.84002,2.09745
"Mechanistic","non-SGTF",3.9471,2.08554
"Mechanistic","non-SGTF",4.03908,2.16062
"Mechanistic","non-SGTF",4.01187,2.29997
"Mechanistic","non-SGTF",3.97673,2.28624
"Mechanistic","non-SGTF",4.06311,2.20618
"Mechanistic","non-SGTF",3.87451,2.15828
"Mechanistic","non-SGTF",4.13573,2.25716
"Mechanistic","non-SGTF",3.94254,2.23405
"Mechanistic","non-SGTF",3.91938,2.17361
"Mechanistic","non-SGTF",3.99218,2.31921
"Mechanistic","non-SGTF",4.05026,2.18911
"Mechanistic","non-SGTF",4.05745,2.1316
"Mechanistic","non-SGTF",4.02434,2.09245
"Mechanistic","non-SGTF",3.94472,2.16757
"Mechanistic","non-SGTF",4.05549,2.4314
"Mechanistic","non-SGTF",4.05973,2.34678
"Mechanistic","non-SGTF",3.9327,2.03651
"Mechanistic","non-SGTF",3.92799,2.25343
"Mechanistic","non-SGTF",3.94874,2.38958
"Mechanistic","non-SGTF",4.03556,2.14734
"Mechanistic","non-SGTF",3.98025,2.17446
"Mechanistic","non-SGTF",4.05192,2.31948
"Mechanistic","non-SGTF",3.91065,2.1584
"Mechanistic","non-SGTF",4.12626,2.41979
"Mechanistic","non-SGTF",4.0714,2.27506
"Mechanistic","non-SGTF",3.99264,2.27923
"Mechanistic","non-SGTF",3.83986,2.03645
"Mechanistic","non-SGTF",4.12863,2.21642
"Mechanistic","non-SGTF",4.01812,2.24196
"Mechanistic","non-SGTF",3.91724,2.10671
"Mechanistic","non-SGTF",4.02778,2.2079
"Mechanistic","non-SGTF",3.95134,2.1678
"Mechanistic","non-SGTF",4.03721,2.23081
"Mechanistic","non-SGTF",3.97607,2.18415
"Mechanistic","non-SGTF",4.0643,2.26304
"Mechanistic","non-SGTF",4.02185,2.20209
"Mechanistic","non-SGTF",3.97512,2.25166
"Mechanistic","non-SGTF",3.9214,2.17356
"Mechanistic","non-SGTF",3.89995,2.1627
"Mechanistic","non-SGTF",4.04787,2.13003
"Mechanistic","non-SGTF",4.02077,2.24071
"Mechanistic","non-SGTF",4.08255,2.04005
"Mechanistic","non-SGTF",3.91193,2.24081
"Mechanistic","non-SGTF",3.93306,2.21839
"Mechanistic","non-SGTF",3.9755,2.11756
"Mechanistic","non-SGTF",3.81204,2.11805
"Mechanistic","non-SGTF",4.08875,2.09642
"Mechanistic","non-SGTF",3.88149,2.14562
"Mechanistic","non-SGTF",3.87943,2.21018
"Mechanistic","non-SGTF",3.87103,1.96634
"Mechanistic","non-SGTF",3.98555,2.19408
"Mechanistic","non-SGTF",3.99862,2.26324
"Mechanistic","non-SGTF",3.92447,2.33526
"Mechanistic","non-SGTF",3.97062,2.21591
"Mechanistic","non-SGTF",4.06967,2.23283
"Mechanistic","non-SGTF",3.93515,2.19919
"Mechanistic","non-SGTF",3.97407,2.23515
"Mechanistic","non-SGTF",3.92019,2.14076
"Mechanistic","non-SGTF",4.05383,2.26015
"Mechanistic","non-SGTF",4.02411,2.0656
"Mechanistic","non-SGTF",4.00756,2.31834
"Mechanistic","non-SGTF",4.09252,2.24264
"Mechanistic","non-SGTF",3.99909,2.36192
"Mechanistic","non-SGTF",3.95712,2.10192
"Mechanistic","non-SGTF",3.99006,2.23478
"Mechanistic","non-SGTF",4.02558,2.25666
"Mechanistic","non-SGTF",3.881,2.14772
"Mechanistic","non-SGTF",3.98354,2.21117
"Mechanistic","non-SGTF",3.80898,2.16988
"Mechanistic","non-SGTF",4.06728,2.27226
"Mechanistic","non-SGTF",3.87605,2.19331
"Mechanistic","non-SGTF",3.78851,2.19256
"Mechanistic","non-SGTF",4.1215,2.42701
"Mechanistic","non-SGTF",4.07597,2.1656
"Mechanistic","non-SGTF",4.04985,2.17323
"Mechanistic","non-SGTF",3.96003,2.15996
"Mechanistic","non-SGTF",4.1067,2.39467
"Mechanistic","non-SGTF",4.03143,2.19715
"Mechanistic","non-SGTF",4.02237,2.17908
"Mechanistic","non-SGTF",3.98504,2.16952
"Mechanistic","non-SGTF",3.88053,2.07749
"Mechanistic","non-SGTF",3.80615,2.10454
"Mechanistic","non-SGTF",3.90915,2.19552
"Mechanistic","non-SGTF",3.9044,2.04486
"Mechanistic","non-SGTF",4.23197,2.4252
"Mechanistic","non-SGTF",4.1614,2.26106
"Mechanistic","non-SGTF",4.1333,2.30141
"Mechanistic","non-SGTF",3.92239,2.20683
"Mechanistic","non-SGTF",4.03872,2.26912
"Mechanistic","non-SGTF",3.98426,2.24707
"Mechanistic","non-SGTF",4.05825,2.28559
"Mechanistic","non-SGTF",4.0737,2.27574
"Mechanistic","non-SGTF",4.03407,2.21224
"Mechanistic","non-SGTF",3.80418,2.09528
"Mechanistic","non-SGTF",4.07527,2.28863
"Mechanistic","non-SGTF",4.01039,2.16717
"Mechanistic","non-SGTF",4.10379,2.29773
"Mechanistic","non-SGTF",4.11066,2.23997
"Mechanistic","non-SGTF",3.84235,2.10638
"Mechanistic","non-SGTF",3.96759,2.19611
"Mechanistic","non-SGTF",4.0901,2.13727
"Mechanistic","non-SGTF",4.04702,2.10082
"Mechanistic","non-SGTF",3.92639,2.19237
"Mechanistic","non-SGTF",4.03755,2.33043
"Mechanistic","non-SGTF",4.11693,2.4513
"Mechanistic","non-SGTF",3.98916,2.11362
"Mechanistic","non-SGTF",4.11982,2.26908
"Mechanistic","non-SGTF",4.15567,2.3502
"Mechanistic","non-SGTF",3.80787,2.08742
"Mechanistic","non-SGTF",4.21884,2.25885
"Mechanistic","non-SGTF",3.97833,2.12444
"Mechanistic","non-SGTF",3.97789,2.34457
"Mechanistic","non-SGTF",4.12472,2.25248
"Mechanistic","non-SGTF",3.98346,2.27799
"Mechanistic","non-SGTF",4.08001,2.34953
"Mechanistic","non-SGTF",3.84111,2.15791
"Mechanistic","non-SGTF",3.93836,2.26882
"Mechanistic","non-SGTF",3.94083,2.35934
"Mechanistic","non-SGTF",4.04046,2.13186
"Mechanistic","non-SGTF",3.95017,2.3128
"Mechanistic","non-SGTF",4.02593,2.16068
"Mechanistic","non-SGTF",3.91409,2.28683
"Mechanistic","non-SGTF",3.86153,2.25852
"Mechanistic","non-SGTF",4.14713,2.22846
"Mechanistic","non-SGTF",3.8906,2.15193
"Mechanistic","non-SGTF",3.99758,2.22436
"Mechanistic","non-SGTF",3.86605,2.17652
"Mechanistic","non-SGTF",4.08695,2.06794
"Mechanistic","non-SGTF",3.8491,2.21392
"Mechanistic","non-SGTF",3.90502,2.10576
"Mechanistic","non-SGTF",4.02048,2.33046
"Mechanistic","non-SGTF",3.96366,2.22313
"Mechanistic","non-SGTF",3.97459,2.22717
"Mechanistic","non-SGTF",3.91119,2.1179
"Mechanistic","non-SGTF",3.96882,2.14177
"Mechanistic","non-SGTF",3.87181,2.17515
"Mechanistic","non-SGTF",3.94039,2.13749
"Mechanistic","non-SGTF",3.98676,2.25667
"Mechanistic","non-SGTF",4.06307,2.16931
"Mechanistic","non-SGTF",3.87061,2.21222
"Mechanistic","non-SGTF",3.78225,2.18179
"Mechanistic","non-SGTF",3.94479,2.18552
"Mechanistic","non-SGTF",4.02709,2.21616
"Mechanistic","non-SGTF",3.95679,2.2797
"Mechanistic","non-SGTF",3.89917,2.25356
"Mechanistic","non-SGTF",3.85927,2.13063
"Mechanistic","non-SGTF",3.95389,1.92752
"Mechanistic","non-SGTF",4.05837,2.33609
"Mechanistic","non-SGTF",4.13684,2.43308
"Mechanistic","non-SGTF",4.04476,2.11837
"Mechanistic","non-SGTF",4.07607,2.31229
"Mechanistic","non-SGTF",4.01472,2.35639
"Mechanistic","non-SGTF",3.88119,2.14435
"Mechanistic","non-SGTF",4.07532,2.34025
"Mechanistic","non-SGTF",3.93696,2.17189
"Mechanistic","non-SGTF",4.01472,2.14502
"Mechanistic","non-SGTF",3.95906,2.31964
"Mechanistic","non-SGTF",4.09645,2.22929
"Mechanistic","non-SGTF",4.12984,2.11766
"Mechanistic","non-SGTF",3.94347,2.21505
"Mechanistic","non-SGTF",3.86389,2.15277
"Mechanistic","non-SGTF",4.03091,2.17252
"Mechanistic","non-SGTF",3.90387,2.19562
"Mechanistic","non-SGTF",3.91871,2.25566
"Mechanistic","non-SGTF",3.96641,2.20341
"Mechanistic","non-SGTF",3.93248,2.23163
"Mechanistic","non-SGTF",3.85959,2.0681
"Mechanistic","non-SGTF",4.11485,2.34006
"Mechanistic","non-SGTF",3.90437,2.2792
"Mechanistic","non-SGTF",3.99883,2.23659
"Mechanistic","non-SGTF",3.93287,2.26726
"Mechanistic","non-SGTF",4.05682,2.31336
"Mechanistic","non-SGTF",3.90386,2.07894
"Mechanistic","non-SGTF",4.09825,2.31861
"Mechanistic","non-SGTF",3.87111,2.22842
"Mechanistic","non-SGTF",3.92695,2.24264
"Mechanistic","non-SGTF",3.9158,2.13418
"Mechanistic","non-SGTF",4.13507,2.37769
"Mechanistic","non-SGTF",4.06469,2.30943
"Mechanistic","non-SGTF",3.94889,2.2721
"Mechanistic","non-SGTF",4.09802,2.21522
"Mechanistic","non-SGTF",4.06758,2.37119
"Mechanistic","non-SGTF",4.16708,2.32434
"Mechanistic","non-SGTF",4.11073,2.22857
"Mechanistic","non-SGTF",3.94939,2.21833
"Mechanistic","non-SGTF",3.92474,2.1371
"Mechanistic","non-SGTF",3.85331,2.06226
"Mechanistic","non-SGTF",3.86289,2.27405
"Mechanistic","non-SGTF",4.0866,2.44449
"Mechanistic","non-SGTF",3.9151,2.21679
"Mechanistic","non-SGTF",3.95815,2.20882
"Mechanistic","non-SGTF",3.97579,2.06234
"Mechanistic","non-SGTF",3.96184,2.25487
"Mechanistic","non-SGTF",4.16989,2.34546
"Mechanistic","non-SGTF",4.07163,2.29882
"Mechanistic","non-SGTF",3.98448,2.27929
"Mechanistic","non-SGTF",3.93208,2.13807
"Mechanistic","non-SGTF",3.98066,2.22543
"Mechanistic","non-SGTF",3.84773,2.14972
"Mechanistic","non-SGTF",4.02791,2.33353
"Mechanistic","non-SGTF",4.02841,2.19966
"Mechanistic","non-SGTF",4.11684,2.32046
"Mechanistic","non-SGTF",4.08254,2.21219
"Mechanistic","non-SGTF",4.03438,2.18061
"Mechanistic","non-SGTF",3.91978,2.2988
"Mechanistic","non-SGTF",4.06151,2.37696
"Mechanistic","non-SGTF",3.90088,2.15323
"Mechanistic","non-SGTF",4.05197,2.3014
"Mechanistic","non-SGTF",3.92401,2.24666
"Mechanistic","non-SGTF",4.03822,2.33582
"Mechanistic","non-SGTF",4.0042,2.17419
"Mechanistic","non-SGTF",4.06276,2.19118
"Mechanistic","non-SGTF",4.04717,2.21526
"Mechanistic","non-SGTF",3.99937,2.2148
"Mechanistic","non-SGTF",4.03726,2.21774
"Mechanistic","non-SGTF",4.07871,2.3149
"Mechanistic","non-SGTF",4.02243,2.15234
"Mechanistic","non-SGTF",3.98343,2.11994
"Mechanistic","non-SGTF",4.00481,2.12048
"Mechanistic","non-SGTF",4.2334,2.13713
"Mechanistic","non-SGTF",3.92324,2.14236
"Mechanistic","non-SGTF",3.9144,2.2835
"Mechanistic","non-SGTF",3.88542,2.23936
"Mechanistic","non-SGTF",4.02904,2.25768
"Mechanistic","non-SGTF",4.06049,2.28842
"Mechanistic","non-SGTF",4.05947,2.2735
"Mechanistic","non-SGTF",4.08593,2.38917
"Mechanistic","non-SGTF",4.11782,2.36588
"Mechanistic","non-SGTF",4.07183,2.13867
"Mechanistic","non-SGTF",4.01819,2.15507
"Mechanistic","non-SGTF",3.99131,2.35459
"Mechanistic","non-SGTF",3.92482,2.37384
"Mechanistic","non-SGTF",4.00848,2.37958
"Mechanistic","non-SGTF",4.05857,2.24362
"Mechanistic","non-SGTF",3.99907,2.04045
"Mechanistic","non-SGTF",4.07429,2.32291
"Mechanistic","non-SGTF",4.02265,2.26204
"Mechanistic","non-SGTF",3.96189,2.17419
"Mechanistic","non-SGTF",3.93839,2.21507
"Mechanistic","non-SGTF",3.95845,2.31311
"Mechanistic","non-SGTF",4.00194,2.15267
"Mechanistic","non-SGTF",4.08343,2.15567
"Mechanistic","non-SGTF",3.98343,2.16103
"Mechanistic","non-SGTF",4.0606,2.19153
"Mechanistic","non-SGTF",4.07258,2.23647
"Mechanistic","non-SGTF",3.98124,2.1965
"Mechanistic","non-SGTF",4.00969,2.20944
"Mechanistic","non-SGTF",3.98532,2.18842
"Mechanistic","non-SGTF",3.8902,2.16538
"Mechanistic","non-SGTF",3.99794,2.24147
"Mechanistic","non-SGTF",4.054,2.39331
"Mechanistic","non-SGTF",3.95618,2.28981
"Mechanistic","non-SGTF",3.99738,2.22559
"Mechanistic","non-SGTF",3.98408,2.15252
"Mechanistic","non-SGTF",3.91548,2.16459
"Mechanistic","non-SGTF",3.92673,2.17733
"Mechanistic","non-SGTF",3.93508,2.17344
"Mechanistic","non-SGTF",4.01759,2.20095
"Mechanistic","non-SGTF",3.95796,2.09749
"Mechanistic","non-SGTF",3.99719,2.19858
"Mechanistic","non-SGTF",3.95227,2.25143
"Mechanistic","non-SGTF",4.01797,2.20167
"Mechanistic","non-SGTF",3.98241,2.24576
"Mechanistic","non-SGTF",3.97309,2.22262
"Mechanistic","non-SGTF",3.92888,2.21597
"Mechanistic","non-SGTF",3.94698,2.32966
"Mechanistic","non-SGTF",3.94831,2.21121
"Mechanistic","non-SGTF",4.10819,2.39971
"Mechanistic","non-SGTF",4.07073,2.27287
"Mechanistic","non-SGTF",3.99668,2.17657
"Mechanistic","non-SGTF",3.95867,2.21013
"Mechanistic","non-SGTF",3.91087,2.22628
"Mechanistic","non-SGTF",4.11609,2.28579
"Mechanistic","non-SGTF",3.96391,2.2149
"Mechanistic","non-SGTF",4.03374,2.29309
"Mechanistic","non-SGTF",4.04181,2.25789
"Mechanistic","non-SGTF",3.96257,2.10509
"Mechanistic","non-SGTF",4.06937,2.31549
"Mechanistic","non-SGTF",3.95225,2.30291
"Mechanistic","non-SGTF",4.12466,2.43325
"Mechanistic","non-SGTF",3.90158,2.07902
"Mechanistic","non-SGTF",4.1722,2.30161
"Mechanistic","non-SGTF",3.95803,2.08766
"Mechanistic","non-SGTF",3.95253,2.12261
"Mechanistic","non-SGTF",3.93878,2.22903
"Mechanistic","non-SGTF",4.00779,2.20439
"Mechanistic","non-SGTF",4.0714,2.37433
"Mechanistic","non-SGTF",3.94392,2.12774
"Mechanistic","non-SGTF",3.95796,2.13777
"Mechanistic","non-SGTF",4.04055,2.28458
"Mechanistic","non-SGTF",3.9511,2.3322
"Mechanistic","non-SGTF",4.1096,2.41424
"Mechanistic","non-SGTF",3.78389,2.09744
"Mechanistic","non-SGTF",4.0341,2.15995
"Mechanistic","non-SGTF",3.92618,2.27589
"Mechanistic","non-SGTF",3.93419,2.28028
"Mechanistic","non-SGTF",3.98505,2.13269
"Mechanistic","non-SGTF",4.10215,2.21179
"Mechanistic","non-SGTF",4.00408,2.29806
"Mechanistic","non-SGTF",4.15032,2.37548
"Mechanistic","non-SGTF",4.03705,2.27861
"Mechanistic","non-SGTF",4.02419,2.22882
"Mechanistic","non-SGTF",4.02937,2.38069
"Mechanistic","non-SGTF",4.02061,2.35272
"Mechanistic","non-SGTF",4.0201,2.25234
"Mechanistic","non-SGTF",4.09214,2.14655
"Mechanistic","non-SGTF",4.0537,2.15262
"Mechanistic","non-SGTF",3.98957,2.219
"Mechanistic","non-SGTF",3.90904,2.20534
"Mechanistic","non-SGTF",4.02364,2.15227
"Mechanistic","non-SGTF",4.01254,2.08137
"Mechanistic","non-SGTF",4.04432,2.1589
"Mechanistic","non-SGTF",3.96733,2.24367
"Mechanistic","non-SGTF",3.98493,2.09297
"Mechanistic","non-SGTF",3.84164,2.15033
"Mechanistic","non-SGTF",3.87315,2.25406
"Mechanistic","non-SGTF",4.06755,2.22675
"Mechanistic","non-SGTF",4.09654,2.29733
"Mechanistic","non-SGTF",3.93361,2.1389
"Mechanistic","non-SGTF",4.08166,2.18493
"Mechanistic","non-SGTF",4.04852,2.24868
"Mechanistic","non-SGTF",3.995,2.18111
"Mechanistic","non-SGTF",4.08805,2.27835
"Mechanistic","non-SGTF",3.99351,2.22335
"Mechanistic","non-SGTF",3.94589,2.17246
"Mechanistic","non-SGTF",3.91313,2.24016
"Mechanistic","non-SGTF",4.01732,2.22687
"Mechanistic","non-SGTF",4.07326,2.04822
"Mechanistic","non-SGTF",4.03921,2.1879
"Mechanistic","non-SGTF",4.00061,2.29521
"Mechanistic","non-SGTF",4.05227,2.27871
"Mechanistic","non-SGTF",3.9266,2.39458
"Mechanistic","non-SGTF",4.00712,2.18411
"Mechanistic","non-SGTF",3.91256,2.18789
"Mechanistic","non-SGTF",3.8968,2.17476
"Mechanistic","non-SGTF",4.04823,2.054
"Mechanistic","non-SGTF",3.99563,2.1029
"Mechanistic","non-SGTF",3.99194,2.091
"Mechanistic","non-SGTF",4.08656,2.52044
"Mechanistic","non-SGTF",4.12114,2.33801
"Mechanistic","non-SGTF",3.99829,2.19521
"Mechanistic","non-SGTF",3.84806,2.29875
"Mechanistic","non-SGTF",3.94691,2.20951
"Mechanistic","non-SGTF",4.039,2.24627
"Mechanistic","non-SGTF",4.02972,2.26671
"Mechanistic","non-SGTF",4.00101,2.27025
"Mechanistic","non-SGTF",4.05326,2.28927
