"model","strain","mean_gen","sd_gen"
"Mechanistic","SGTF",3.26277,1.92455
"Mechanistic","SGTF",3.17594,2.00885
"Mechanistic","SGTF",3.17514,1.73717
"Mechanistic","SGTF",3.01652,1.76571
"Mechanistic","SGTF",3.19496,1.80747
"Mechanistic","SGTF",3.01249,1.73884
"Mechanistic","SGTF",3.22831,1.7446
"Mechanistic","SGTF",3.17068,1.77441
"Mechanistic","SGTF",3.31982,2.26628
"Mechanistic","SGTF",3.24765,2.07126
"Mechanistic","SGTF",3.25257,2.1141
"Mechanistic","SGTF",3.24299,1.96389
"Mechanistic","SGTF",3.09709,1.90284
"Mechanistic","SGTF",3.32794,1.96524
"Mechanistic","SGTF",3.18489,1.93855
"Mechanistic","SGTF",3.13525,2.01174
"Mechanistic","SGTF",3.3846,2.04908
"Mechanistic","SGTF",3.08531,1.91527
"Mechanistic","SGTF",3.146,1.90775
"Mechanistic","SGTF",3.28643,1.93686
"Mechanistic","SGTF",3.20075,1.90578
"Mechanistic","SGTF",3.1518,1.88781
"Mechanistic","SGTF",3.05136,1.81522
"Mechanistic","SGTF",3.06347,1.73421
"Mechanistic","SGTF",3.20325,1.7946
"Mechanistic","SGTF",3.2406,2.10538
"Mechanistic","SGTF",3.25583,1.85718
"Mechanistic","SGTF",3.2678,2.00984
"Mechanistic","SGTF",3.13752,1.95528
"Mechanistic","SGTF",3.17052,1.9554
"Mechanistic","SGTF",3.23536,2.01135
"Mechanistic","SGTF",3.18838,1.89552
"Mechanistic","SGTF",3.24039,1.84708
"Mechanistic","SGTF",3.24664,1.90281
"Mechanistic","SGTF",2.9668,1.86933
"Mechanistic","SGTF",3.12472,1.88701
"Mechanistic","SGTF",3.22885,1.8297
"Mechanistic","SGTF",3.35855,2.24439
"Mechanistic","SGTF",3.25558,2.09556
"Mechanistic","SGTF",3.22792,2.11556
"Mechanistic","SGTF",3.17336,1.81486
"Mechanistic","SGTF",3.28184,2.02154
"Mechanistic","SGTF",3.05289,1.92715
"Mechanistic","SGTF",3.15368,1.93739
"Mechanistic","SGTF",3.19827,1.93703
"Mechanistic","SGTF",3.15234,1.98113
"Mechanistic","SGTF",3.0875,1.92607
"Mechanistic","SGTF",3.25314,1.84499
"Mechanistic","SGTF",3.21849,1.85417
"Mechanistic","SGTF",3.16952,1.93477
"Mechanistic","SGTF",3.23384,1.92679
"Mechanistic","SGTF",3.1386,1.89142
"Mechanistic","SGTF",3.02839,1.7533
"Mechanistic","SGTF",3.01119,1.89196
"Mechanistic","SGTF",3.26123,1.97944
"Mechanistic","SGTF",3.09045,1.89112
"Mechanistic","SGTF",3.16874,1.927
"Mechanistic","SGTF",3.01878,1.87057
"Mechanistic","SGTF",3.31893,2.03798
"Mechanistic","SGTF",3.03116,1.94877
"Mechanistic","SGTF",3.26882,1.96243
"Mechanistic","SGTF",3.24338,1.79819
"Mechanistic","SGTF",3.30691,1.79044
"Mechanistic","SGTF",3.19725,1.7996
"Mechanistic","SGTF",3.13851,1.95556
"Mechanistic","SGTF",3.1088,1.78717
"Mechanistic","SGTF",3.08475,1.77444
"Mechanistic","SGTF",3.26079,1.82506
"Mechanistic","SGTF",3.13592,1.82477
"Mechanistic","SGTF",3.13025,1.83564
"Mechanistic","SGTF",3.13036,1.91555
"Mechanistic","SGTF",3.34249,1.97307
"Mechanistic","SGTF",3.0217,1.85786
"Mechanistic","SGTF",3.11812,1.83417
"Mechanistic","SGTF",3.35953,2.00927
"Mechanistic","SGTF",3.09561,1.89781
"Mechanistic","SGTF",3.18536,1.99285
"Mechanistic","SGTF",3.08897,1.90552
"Mechanistic","SGTF",3.17455,1.84073
"Mechanistic","SGTF",3.37315,2.13533
"Mechanistic","SGTF",3.02476,1.76186
"Mechanistic","SGTF",3.38486,2.00174
"Mechanistic","SGTF",3.32548,1.98177
"Mechanistic","SGTF",3.01955,1.79422
"Mechanistic","SGTF",3.07575,1.90128
"Mechanistic","SGTF",3.11074,1.9189
"Mechanistic","SGTF",3.22087,1.99967
"Mechanistic","SGTF",3.10919,1.90928
"Mechanistic","SGTF",3.23155,1.87817
"Mechanistic","SGTF",3.07077,1.83017
"Mechanistic","SGTF",3.22481,1.73811
"Mechanistic","SGTF",3.05598,1.70373
"Mechanistic","SGTF",3.22287,1.93282
"Mechanistic","SGTF",3.17884,1.94272
"Mechanistic","SGTF",2.9596,1.90056
"Mechanistic","SGTF",3.05803,1.85225
"Mechanistic","SGTF",3.07762,1.91093
"Mechanistic","SGTF",3.09023,1.7874
"Mechanistic","SGTF",3.19626,1.76569
"Mechanistic","SGTF",3.14667,1.92633
"Mechanistic","SGTF",3.09553,1.95482
"Mechanistic","SGTF",3.34916,2.02046
"Mechanistic","SGTF",3.28594,2.00841
"Mechanistic","SGTF",3.36546,2.06369
"Mechanistic","SGTF",3.22299,2.05884
"Mechanistic","SGTF",3.33396,1.90684
"Mechanistic","SGTF",3.18876,1.82385
"Mechanistic","SGTF",3.21991,1.86718
"Mechanistic","SGTF",3.29217,1.85089
"Mechanistic","SGTF",3.41493,2.05554
"Mechanistic","SGTF",3.34803,2.00727
"Mechanistic","SGTF",3.0257,1.73309
"Mechanistic","SGTF",3.00806,1.69584
"Mechanistic","SGTF",3.15308,1.67493
"Mechanistic","SGTF",3.2147,1.882
"Mechanistic","SGTF",3.11562,1.78948
"Mechanistic","SGTF",3.27743,2.08268
"Mechanistic","SGTF",3.18124,2.06961
"Mechanistic","SGTF",3.21761,1.84713
"Mechanistic","SGTF",3.17613,2.0604
"Mechanistic","SGTF",2.92337,1.7295
"Mechanistic","SGTF",3.12265,1.95381
"Mechanistic","SGTF",2.98818,1.90409
"Mechanistic","SGTF",3.0244,1.93881
"Mechanistic","SGTF",2.91833,1.76218
"Mechanistic","SGTF",3.14538,1.81214
"Mechanistic","SGTF",3.0388,1.68817
"Mechanistic","SGTF",3.23767,1.93395
"Mechanistic","SGTF",3.16703,1.87603
"Mechanistic","SGTF",3.4515,2.01382
"Mechanistic","SGTF",3.01171,1.90628
"Mechanistic","SGTF",3.09134,1.90831
"Mechanistic","SGTF",3.23868,1.84405
"Mechanistic","SGTF",3.18425,1.86007
"Mechanistic","SGTF",3.11336,1.69663
"Mechanistic","SGTF",3.10168,1.8816
"Mechanistic","SGTF",3.14958,1.88566
"Mechanistic","SGTF",2.94758,1.83199
"Mechanistic","SGTF",3.11613,1.95497
"Mechanistic","SGTF",2.93549,1.84874
"Mechanistic","SGTF",2.94405,1.72228
"Mechanistic","SGTF",2.91448,1.68461
"Mechanistic","SGTF",3.06718,1.95204
"Mechanistic","SGTF",3.07375,1.92269
"Mechanistic","SGTF",3.02654,1.9244
"Mechanistic","SGTF",3.09225,1.76301
"Mechanistic","SGTF",3.04326,1.70296
"Mechanistic","SGTF",3.00992,1.86503
"Mechanistic","SGTF",2.939,1.82465
"Mechanistic","SGTF",2.95631,1.75234
"Mechanistic","SGTF",2.92445,1.85768
"Mechanistic","SGTF",2.96807,1.86169
"Mechanistic","SGTF",2.94931,1.7033
"Mechanistic","SGTF",2.88583,1.76104
"Mechanistic","SGTF",2.94037,1.63483
"Mechanistic","SGTF",3.11589,1.92885
"Mechanistic","SGTF",3.22629,1.98483
"Mechanistic","SGTF",2.87776,1.95726
"Mechanistic","SGTF",2.91752,1.99356
"Mechanistic","SGTF",2.99524,1.83417
"Mechanistic","SGTF",2.98757,1.74157
"Mechanistic","SGTF",2.89658,1.67526
"Mechanistic","SGTF",3.00577,1.77357
"Mechanistic","SGTF",3.05314,1.94262
"Mechanistic","SGTF",3.25202,2.01419
"Mechanistic","SGTF",3.1382,1.90214
"Mechanistic","SGTF",3.0861,1.87394
"Mechanistic","SGTF",3.0892,1.80716
"Mechanistic","SGTF",2.86925,1.74442
"Mechanistic","SGTF",2.98285,1.75645
"Mechanistic","SGTF",2.85356,1.77331
"Mechanistic","SGTF",2.95781,1.79998
"Mechanistic","SGTF",3.07061,1.96539
"Mechanistic","SGTF",3.05253,1.97113
"Mechanistic","SGTF",3.09783,2.03536
"Mechanistic","non-SGTF",4.04204,2.28432
"Mechanistic","non-SGTF",3.90594,2.22627
"Mechanistic","non-SGTF",3.95685,2.23992
"Mechanistic","non-SGTF",3.99032,2.17376
"Mechanistic","non-SGTF",4.05303,2.30737
"Mechanistic","non-SGTF",4.0562,2.2582
"Mechanistic","non-SGTF",4.09578,2.18573
"Mechanistic","non-SGTF",4.05508,2.25781
"Mechanistic","non-SGTF",3.8875,2.25031
"Mechanistic","non-SGTF",3.8838,2.30327
"Mechanistic","non-SGTF",4.0118,2.23175
"Mechanistic","non-SGTF",4.00669,2.11153
"Mechanistic","non-SGTF",3.9881,2.37181
"Mechanistic","non-SGTF",3.91794,2.21325
"Mechanistic","non-SGTF",3.91289,2.065
"Mechanistic","non-SGTF",3.98386,2.22961
"Mechanistic","non-SGTF",3.94038,2.28053
"Mechanistic","non-SGTF",4.11979,2.25035
"Mechanistic","non-SGTF",3.87889,2.1471
"Mechanistic","non-SGTF",4.0883,2.23031
"Mechanistic","non-SGTF",3.95543,2.1888
"Mechanistic","non-SGTF",3.98283,2.20321
"Mechanistic","non-SGTF",4.03525,2.27806
"Mechanistic","non-SGTF",4.06612,2.26267
"Mechanistic","non-SGTF",3.94145,2.13724
"Mechanistic","non-SGTF",4.09414,2.18893
"Mechanistic","non-SGTF",4.13934,2.16742
"Mechanistic","non-SGTF",4.14725,2.19343
"Mechanistic","non-SGTF",3.91006,2.05193
"Mechanistic","non-SGTF",3.87908,1.986
"Mechanistic","non-SGTF",4.09697,2.30666
"Mechanistic","non-SGTF",4.20837,2.44917
"Mechanistic","non-SGTF",3.93492,2.2671
"Mechanistic","non-SGTF",4.0261,2.24724
"Mechanistic","non-SGTF",3.92133,2.255
"Mechanistic","non-SGTF",3.9913,2.21733
"Mechanistic","non-SGTF",3.96483,2.19411
"Mechanistic","non-SGTF",4.02448,2.04528
"Mechanistic","non-SGTF",4.01256,2.14504
"Mechanistic","non-SGTF",3.97937,2.13218
"Mechanistic","non-SGTF",3.94021,2.04042
"Mechanistic","non-SGTF",3.91719,2.38506
"Mechanistic","non-SGTF",4.02691,2.18057
"Mechanistic","non-SGTF",4.11064,2.30147
"Mechanistic","non-SGTF",3.94163,2.18957
"Mechanistic","non-SGTF",3.91892,2.26789
"Mechanistic","non-SGTF",4.08879,2.23205
"Mechanistic","non-SGTF",4.05057,2.03735
"Mechanistic","non-SGTF",4.02589,2.23145
"Mechanistic","non-SGTF",3.90254,2.07721
"Mechanistic","non-SGTF",3.9691,2.36964
"Mechanistic","non-SGTF",4.05786,2.08737
"Mechanistic","non-SGTF",4.01122,2.21778
"Mechanistic","non-SGTF",4.03347,2.2722
"Mechanistic","non-SGTF",4.04254,2.31857
"Mechanistic","non-SGTF",4.15966,2.25846
"Mechanistic","non-SGTF",3.99168,2.27417
"Mechanistic","non-SGTF",3.94988,2.13799
"Mechanistic","non-SGTF",3.82115,2.24273
"Mechanistic","non-SGTF",3.90662,2.28305
"Mechanistic","non-SGTF",4.04713,2.30755
"Mechanistic","non-SGTF",3.97769,2.33064
"Mechanistic","non-SGTF",4.00916,2.25321
"Mechanistic","non-SGTF",3.97346,2.40934
"Mechanistic","non-SGTF",3.99087,2.16022
"Mechanistic","non-SGTF",3.94433,2.34173
"Mechanistic","non-SGTF",4.02206,2.21482
"Mechanistic","non-SGTF",4.08525,2.36332
"Mechanistic","non-SGTF",4.01664,2.1759
"Mechanistic","non-SGTF",4.12513,2.32954
"Mechanistic","non-SGTF",4.03033,2.23563
"Mechanistic","non-SGTF",3.8299,2.13006
"Mechanistic","non-SGTF",4.17183,2.22954
"Mechanistic","non-SGTF",4.01702,2.20148
"Mechanistic","non-SGTF",3.77697,2.21958
"Mechanistic","non-SGTF",4.02583,2.08137
"Mechanistic","non-SGTF",4.0396,2.18945
"Mechanistic","non-SGTF",4.05941,2.20048
"Mechanistic","non-SGTF",4.01591,2.19133
"Mechanistic","non-SGTF",4.05587,2.14153
"Mechanistic","non-SGTF",3.81454,2.09409
"Mechanistic","non-SGTF",3.99154,2.05624
"Mechanistic","non-SGTF",4.05816,2.10846
"Mechanistic","non-SGTF",4.00195,2.04624
"Mechanistic","non-SGTF",3.97861,1.97978
"Mechanistic","non-SGTF",4.22307,2.41827
"Mechanistic","non-SGTF",4.07204,2.27008
"Mechanistic","non-SGTF",3.95724,2.20088
"Mechanistic","non-SGTF",3.92521,2.26282
"Mechanistic","non-SGTF",4.05653,2.33918
"Mechanistic","non-SGTF",3.90744,2.25709
"Mechanistic","non-SGTF",4.01134,2.25997
"Mechanistic","non-SGTF",3.92262,2.27859
"Mechanistic","non-SGTF",4.00386,2.15049
"Mechanistic","non-SGTF",3.94067,2.26229
"Mechanistic","non-SGTF",3.92794,2.24074
"Mechanistic","non-SGTF",4.03588,2.15626
"Mechanistic","non-SGTF",3.98159,2.26749
"Mechanistic","non-SGTF",4.06632,2.22623
"Mechanistic","non-SGTF",4.1466,2.35299
"Mechanistic","non-SGTF",3.93747,2.28163
"Mechanistic","non-SGTF",4.08296,2.13753
"Mechanistic","non-SGTF",4.08709,2.2277
"Mechanistic","non-SGTF",3.98284,2.17868
"Mechanistic","non-SGTF",4.18036,2.20496
"Mechanistic","non-SGTF",3.95497,2.06941
"Mechanistic","non-SGTF",4.04319,2.19997
"Mechanistic","non-SGTF",3.94621,2.18862
"Mechanistic","non-SGTF",3.9895,2.06793
"Mechanistic","non-SGTF",4.1215,2.17681
"Mechanistic","non-SGTF",4.02275,2.14171
"Mechanistic","non-SGTF",3.98043,2.16881
"Mechanistic","non-SGTF",3.93659,2.16675
"Mechanistic","non-SGTF",4.08388,2.22263
"Mechanistic","non-SGTF",4.0024,2.31394
"Mechanistic","non-SGTF",3.93228,2.28662
"Mechanistic","non-SGTF",3.81918,2.03082
"Mechanistic","non-SGTF",3.92859,2.3166
"Mechanistic","non-SGTF",4.00784,2.17944
"Mechanistic","non-SGTF",4.05569,2.17509
"Mechanistic","non-SGTF",4.06319,2.3318
"Mechanistic","non-SGTF",4.01486,2.26342
"Mechanistic","non-SGTF",3.93101,2.16535
"Mechanistic","non-SGTF",3.93056,2.18339
"Mechanistic","non-SGTF",4.11602,2.32805
"Mechanistic","non-SGTF",4.05571,2.46407
"Mechanistic","non-SGTF",4.05079,2.32867
"Mechanistic","non-SGTF",3.91601,2.22098
"Mechanistic","non-SGTF",4.14162,2.24294
"Mechanistic","non-SGTF",4.1018,2.22717
"Mechanistic","non-SGTF",4.04023,2.34025
"Mechanistic","non-SGTF",4.09059,2.34971
"Mechanistic","non-SGTF",4.12346,2.29506
"Mechanistic","non-SGTF",4.03001,2.21611
"Mechanistic","non-SGTF",4.02445,2.12612
"Mechanistic","non-SGTF",4.05442,2.31744
"Mechanistic","non-SGTF",3.98053,2.44236
"Mechanistic","non-SGTF",4.02949,2.33491
"Mechanistic","non-SGTF",4.05476,2.26667
"Mechanistic","non-SGTF",3.92699,2.27206
"Mechanistic","non-SGTF",3.97936,2.27967
"Mechanistic","non-SGTF",4.07313,2.26736
"Mechanistic","non-SGTF",3.86831,2.14212
"Mechanistic","non-SGTF",4.09342,2.19785
"Mechanistic","non-SGTF",3.9354,2.20503
"Mechanistic","non-SGTF",4.03712,2.20214
"Mechanistic","non-SGTF",4.17283,2.27327
"Mechanistic","non-SGTF",4.14944,2.43234
"Mechanistic","non-SGTF",3.94603,2.31885
"Mechanistic","non-SGTF",4.00552,2.2895
"Mechanistic","non-SGTF",3.98658,2.27091
"Mechanistic","non-SGTF",3.99326,2.26887
"Mechanistic","non-SGTF",3.94539,2.19316
"Mechanistic","non-SGTF",3.98901,2.18796
"Mechanistic","non-SGTF",4.06143,2.32387
"Mechanistic","non-SGTF",3.88772,2.17512
"Mechanistic","non-SGTF",3.89085,2.016
"Mechanistic","non-SGTF",3.95814,2.16095
"Mechanistic","non-SGTF",4.03888,2.27589
"Mechanistic","non-SGTF",4.06471,2.33032
"Mechanistic","non-SGTF",3.98681,2.21632
"Mechanistic","non-SGTF",3.92256,2.15747
"Mechanistic","non-SGTF",4.00646,2.11107
"Mechanistic","non-SGTF",3.96972,2.06747
"Mechanistic","non-SGTF",4.13705,2.32692
"Mechanistic","non-SGTF",3.76036,2.1862
"Mechanistic","non-SGTF",3.91636,2.35617
"Mechanistic","non-SGTF",3.87538,2.24356
"Mechanistic","non-SGTF",3.87058,2.18223
"Mechanistic","non-SGTF",4.12364,2.28343
"Mechanistic","non-SGTF",4.06515,2.29387
"Mechanistic","non-SGTF",4.07528,2.21429
"Mechanistic","non-SGTF",4.01811,2.10739
"Mechanistic","non-SGTF",3.99201,2.27177
"Mechanistic","non-SGTF",4.0027,2.24401
"Mechanistic","non-SGTF",3.96992,2.25579
"Mechanistic","non-SGTF",4.14789,2.39622
"Mechanistic","non-SGTF",4.08335,2.2733
"Mechanistic","non-SGTF",4.02899,2.28109
"Mechanistic","non-SGTF",3.81297,2.13863
"Mechanistic","non-SGTF",4.03479,2.3875
"Mechanistic","non-SGTF",4.04133,2.20151
"Mechanistic","non-SGTF",4.17568,2.24986
"Mechanistic","non-SGTF",4.08285,2.26822
"Mechanistic","non-SGTF",3.97301,2.20821
"Mechanistic","non-SGTF",3.94529,2.31803
"Mechanistic","non-SGTF",3.90521,2.18912
"Mechanistic","non-SGTF",4.11723,2.30194
"Mechanistic","non-SGTF",4.01591,2.31822
"Mechanistic","non-SGTF",4.05245,2.19516
"Mechanistic","non-SGTF",3.9345,2.20995
"Mechanistic","non-SGTF",4.1908,2.41551
"Mechanistic","non-SGTF",4.15658,2.37937
"Mechanistic","non-SGTF",4.09994,2.34244
"Mechanistic","non-SGTF",4.0082,2.28273
"Mechanistic","non-SGTF",4.01047,2.30759
"Mechanistic","non-SGTF",4.0553,2.10788
"Mechanistic","non-SGTF",3.97736,2.14002
"Mechanistic","non-SGTF",4.08229,2.30035
"Mechanistic","non-SGTF",4.00268,2.21338
"Mechanistic","non-SGTF",4.03065,2.22928
"Mechanistic","non-SGTF",4.05088,2.25793
"Mechanistic","non-SGTF",3.89479,2.20966
"Mechanistic","non-SGTF",4.08146,2.35452
"Mechanistic","non-SGTF",4.10854,2.43909
"Mechanistic","non-SGTF",4.06993,2.39158
"Mechanistic","non-SGTF",3.93149,2.19322
"Mechanistic","non-SGTF",3.98604,2.00318
"Mechanistic","non-SGTF",3.9578,2.09469
"Mechanistic","non-SGTF",4.02913,2.08933
"Mechanistic","non-SGTF",3.85716,2.14211
"Mechanistic","non-SGTF",4.03334,2.27171
"Mechanistic","non-SGTF",4.0729,2.34645
"Mechanistic","non-SGTF",3.95929,2.287
"Mechanistic","non-SGTF",3.96283,2.29258
"Mechanistic","non-SGTF",4.02272,2.401
"Mechanistic","non-SGTF",4.20535,2.30163
"Mechanistic","non-SGTF",3.82544,2.20379
"Mechanistic","non-SGTF",3.93244,2.23625
"Mechanistic","non-SGTF",3.95511,2.23798
"Mechanistic","non-SGTF",3.92659,2.20645
"Mechanistic","non-SGTF",3.92304,2.27496
"Mechanistic","non-SGTF",3.86867,2.22099
"Mechanistic","non-SGTF",3.96245,2.19853
"Mechanistic","non-SGTF",4.01333,2.22701
"Mechanistic","non-SGTF",3.97736,2.19291
"Mechanistic","non-SGTF",4.02809,2.2058
"Mechanistic","non-SGTF",4.11191,2.17533
"Mechanistic","non-SGTF",4.12449,2.20244
"Mechanistic","non-SGTF",3.81315,2.29671
"Mechanistic","non-SGTF",3.83837,2.2792
"Mechanistic","non-SGTF",4.09013,2.26294
"Mechanistic","non-SGTF",3.79525,2.06502
"Mechanistic","non-SGTF",4.04171,2.34127
"Mechanistic","non-SGTF",3.98686,2.24053
"Mechanistic","non-SGTF",4.02965,2.17787
"Mechanistic","non-SGTF",3.84546,2.05274
"Mechanistic","non-SGTF",4.06295,2.1091
"Mechanistic","non-SGTF",4.05783,2.24126
"Mechanistic","non-SGTF",3.97227,2.21689
"Mechanistic","non-SGTF",3.94605,2.07004
"Mechanistic","non-SGTF",3.94033,2.20818
"Mechanistic","non-SGTF",3.96397,2.29706
"Mechanistic","non-SGTF",3.96879,2.26974
"Mechanistic","non-SGTF",3.97239,2.22092
"Mechanistic","non-SGTF",3.97754,2.17163
"Mechanistic","non-SGTF",3.77809,2.19538
"Mechanistic","non-SGTF",4.06089,2.21536
"Mechanistic","non-SGTF",4.05883,2.35743
"Mechanistic","non-SGTF",3.90672,2.07504
"Mechanistic","non-SGTF",4.11594,2.30772
"Mechanistic","non-SGTF",4.01766,2.25009
"Mechanistic","non-SGTF",3.85646,2.07126
"Mechanistic","non-SGTF",4.04947,2.44455
"Mechanistic","non-SGTF",3.94104,2.35299
"Mechanistic","non-SGTF",3.99101,2.13515
"Mechanistic","non-SGTF",3.90217,2.20482
"Mechanistic","non-SGTF",3.89444,2.1008
"Mechanistic","non-SGTF",3.84577,2.10279
"Mechanistic","non-SGTF",3.83803,2.28047
"Mechanistic","non-SGTF",4.25251,2.3004
"Mechanistic","non-SGTF",4.04427,2.25008
"Mechanistic","non-SGTF",4.01753,2.28577
"Mechanistic","non-SGTF",3.94112,2.23394
"Mechanistic","non-SGTF",3.90398,2.00787
"Mechanistic","non-SGTF",3.99613,2.1403
"Mechanistic","non-SGTF",4.06315,2.24566
"Mechanistic","non-SGTF",4.06575,2.32378
"Mechanistic","non-SGTF",3.91535,2.24202
"Mechanistic","non-SGTF",4.09115,2.26678
"Mechanistic","non-SGTF",4.14192,2.28786
"Mechanistic","non-SGTF",4.07361,2.26783
"Mechanistic","non-SGTF",3.93218,2.20287
"Mechanistic","non-SGTF",4.06194,2.18756
"Mechanistic","non-SGTF",3.98224,2.23594
"Mechanistic","non-SGTF",3.8841,2.1064
"Mechanistic","non-SGTF",3.85595,2.13308
"Mechanistic","non-SGTF",4.18964,2.33139
"Mechanistic","non-SGTF",3.91957,2.24539
"Mechanistic","non-SGTF",4.169,2.35675
"Mechanistic","non-SGTF",4.14957,2.37637
"Mechanistic","non-SGTF",3.8611,2.20813
"Mechanistic","non-SGTF",4.18214,2.42311
"Mechanistic","non-SGTF",3.91726,2.15183
"Mechanistic","non-SGTF",4.13329,2.37337
"Mechanistic","non-SGTF",3.97103,2.18927
"Mechanistic","non-SGTF",4.06408,2.33457
"Mechanistic","non-SGTF",3.95337,2.07672
"Mechanistic","non-SGTF",3.99173,2.18019
"Mechanistic","non-SGTF",4.00949,2.10661
"Mechanistic","non-SGTF",3.98775,2.1852
"Mechanistic","non-SGTF",3.90672,2.20669
"Mechanistic","non-SGTF",3.97067,2.1469
"Mechanistic","non-SGTF",4.02738,2.19508
"Mechanistic","non-SGTF",3.90825,2.20225
"Mechanistic","non-SGTF",4.10672,2.21714
"Mechanistic","non-SGTF",4.04164,2.18571
"Mechanistic","non-SGTF",3.88168,2.25131
"Mechanistic","non-SGTF",4.1675,2.38496
"Mechanistic","non-SGTF",3.9693,2.33123
"Mechanistic","non-SGTF",3.90509,2.11397
"Mechanistic","non-SGTF",4.04242,2.31594
"Mechanistic","non-SGTF",4.05092,2.29919
"Mechanistic","non-SGTF",4.06367,2.3641
"Mechanistic","non-SGTF",4.08202,2.33934
"Mechanistic","non-SGTF",3.83733,2.1767
"Mechanistic","non-SGTF",3.8802,2.18646
"Mechanistic","non-SGTF",3.96563,2.19027
"Mechanistic","non-SGTF",3.97559,2.16463
"Mechanistic","non-SGTF",3.99248,2.28739
"Mechanistic","non-SGTF",3.97944,2.31454
"Mechanistic","non-SGTF",3.97915,2.25413
"Mechanistic","non-SGTF",4.03226,2.23799
"Mechanistic","non-SGTF",4.01048,2.02116
"Mechanistic","non-SGTF",3.98931,2.18351
"Mechanistic","non-SGTF",3.89065,2.06783
"Mechanistic","non-SGTF",4.09248,2.22988
"Mechanistic","non-SGTF",3.94774,2.13485
"Mechanistic","non-SGTF",3.92414,2.2369
"Mechanistic","non-SGTF",3.9783,2.10255
"Mechanistic","non-SGTF",4.08067,2.25928
"Mechanistic","non-SGTF",3.95829,2.0605
"Mechanistic","non-SGTF",3.92325,2.15124
"Mechanistic","non-SGTF",3.9979,2.29896
"Mechanistic","non-SGTF",3.99595,2.20543
"Mechanistic","non-SGTF",4.01132,2.16739
"Mechanistic","non-SGTF",4.03461,2.18639
"Mechanistic","non-SGTF",3.98956,2.04485
"Mechanistic","non-SGTF",4.01536,2.23544
"Mechanistic","non-SGTF",3.93271,2.23897
"Mechanistic","non-SGTF",4.05136,2.24273
"Mechanistic","non-SGTF",3.90673,2.38685
"Mechanistic","non-SGTF",3.83742,2.2933
"Mechanistic","non-SGTF",4.00393,2.16285
"Mechanistic","non-SGTF",3.94144,2.24836
"Mechanistic","non-SGTF",4.04066,2.17712
"Mechanistic","non-SGTF",3.95098,2.14898
"Mechanistic","non-SGTF",4.00365,2.14691
"Mechanistic","non-SGTF",3.95444,2.22113
"Mechanistic","non-SGTF",4.06978,2.13137
"Mechanistic","non-SGTF",4.12125,2.29427
"Mechanistic","non-SGTF",4.12084,2.42615
"Mechanistic","non-SGTF",3.89252,2.14081
"Mechanistic","non-SGTF",3.89041,2.19664
"Mechanistic","non-SGTF",3.9403,2.09892
"Mechanistic","non-SGTF",4.1465,2.32156
"Mechanistic","non-SGTF",3.80947,2.18175
"Mechanistic","non-SGTF",3.99089,2.21658
"Mechanistic","non-SGTF",3.91033,2.16457
"Mechanistic","non-SGTF",4.09125,2.16138
"Mechanistic","non-SGTF",4.00762,2.14475
"Mechanistic","non-SGTF",4.09598,2.22564
"Mechanistic","non-SGTF",4.04395,2.15963
"Mechanistic","non-SGTF",3.92076,2.09671
"Mechanistic","non-SGTF",3.95133,2.14963
"Mechanistic","non-SGTF",3.93973,2.29196
"Mechanistic","non-SGTF",4.08097,2.47027
"Mechanistic","non-SGTF",4.04875,2.07521
"Mechanistic","non-SGTF",3.90535,2.02282
"Mechanistic","non-SGTF",4.07375,1.97746
"Mechanistic","non-SGTF",4.03751,1.96603
"Mechanistic","non-SGTF",3.94327,2.02743
"Mechanistic","non-SGTF",3.91212,2.08535
"Mechanistic","non-SGTF",4.00508,2.2621
"Mechanistic","non-SGTF",3.95764,2.11031
"Mechanistic","non-SGTF",3.84438,2.09806
"Mechanistic","non-SGTF",3.91742,2.17595
"Mechanistic","non-SGTF",3.96135,2.0913
"Mechanistic","non-SGTF",4.05882,2.11851
"Mechanistic","non-SGTF",3.88666,2.15725
"Mechanistic","non-SGTF",4.06736,2.18554
"Mechanistic","non-SGTF",3.89054,2.05119
"Mechanistic","non-SGTF",4.02303,2.1652
"Mechanistic","non-SGTF",4.03163,2.26916
"Mechanistic","non-SGTF",3.90599,2.19836
"Mechanistic","non-SGTF",4.10569,2.28186
"Mechanistic","non-SGTF",3.91992,2.27553
"Mechanistic","non-SGTF",4.0224,2.27804
"Mechanistic","non-SGTF",3.89305,2.27522
"Mechanistic","non-SGTF",4.1536,2.3975
"Mechanistic","non-SGTF",4.02465,2.2379
"Mechanistic","non-SGTF",3.76435,2.11405
"Mechanistic","non-SGTF",4.03452,2.17953
"Mechanistic","non-SGTF",4.01883,2.17439
"Mechanistic","non-SGTF",3.87864,2.20087
"Mechanistic","non-SGTF",3.97887,2.218
"Mechanistic","non-SGTF",4.06931,2.23433
"Mechanistic","non-SGTF",4.02511,2.27837
"Mechanistic","non-SGTF",4.12152,2.31072
"Mechanistic","non-SGTF",4.07672,2.35971
"Mechanistic","non-SGTF",3.91692,2.31269
"Mechanistic","non-SGTF",3.84672,2.3846
"Mechanistic","non-SGTF",3.96524,2.4462
"Mechanistic","non-SGTF",4.044,2.12213
"Mechanistic","non-SGTF",3.94613,2.21909
"Mechanistic","non-SGTF",4.00959,2.16681
"Mechanistic","non-SGTF",4.02172,2.28086
"Mechanistic","non-SGTF",3.96745,2.24836
